account_id_1,account_id_2,edge_type,weight
A000041,A000575,shares_payment_instrument,1.0
A000041,A000676,shares_address,0.7
A000041,A000681,shares_device,1.0
A000041,A000757,shares_phone,1.0
A000042,A000070,shares_address,0.7
A000042,A000072,shares_address,0.7
A000042,A000086,shares_address,0.7
A000042,A000090,shares_device,1.0
A000042,A000128,shares_payment_instrument,1.0
A000042,A000133,shares_phone,1.0
A000042,A000136,shares_device,1.0
A000042,A000178,shares_address,0.7
A000042,A000195,shares_address,0.7
A000042,A000228,shares_address,0.7
A000042,A000252,shares_phone,1.0
A000042,A000279,shares_address,0.7
A000042,A000345,shares_payment_instrument,1.0
A000042,A000359,shares_address,0.7
A000042,A000364,shares_device,1.0
A000042,A000387,shares_device,1.0
A000042,A000419,shares_phone,1.0
A000042,A000465,shares_address,0.7
A000042,A000484,shares_device,1.0
A000042,A000494,shares_address,0.7
A000042,A000513,shares_phone,1.0
A000042,A000538,shares_phone,1.0
A000042,A000597,shares_address,0.7
A000042,A000663,shares_phone,1.0
A000042,A000691,shares_address,0.7
A000042,A000754,shares_phone,1.0
A000042,A000790,shares_payment_instrument,1.0
A000043,A000098,shares_device,1.0
A000043,A000187,shares_device,1.0
A000043,A000411,shares_address,0.7
A000043,A000773,shares_payment_instrument,1.0
A000044,A000077,shares_address,0.7
A000044,A000273,shares_address,0.7
A000044,A000287,shares_device,1.0
A000044,A000320,shares_address,0.7
A000044,A000455,shares_address,0.7
A000044,A000487,shares_payment_instrument,1.0
A000044,A000516,shares_address,0.7
A000044,A000617,shares_address,0.7
A000044,A000634,shares_address,0.7
A000044,A000726,shares_device,1.0
A000045,A000066,shares_device,1.0
A000045,A000070,shares_device,1.0
A000045,A000213,shares_address,0.7
A000045,A000299,shares_phone,1.0
A000045,A000306,shares_address,0.7
A000045,A000324,shares_device,1.0
A000045,A000381,shares_device,1.0
A000045,A000504,shares_phone,1.0
A000045,A000519,shares_payment_instrument,1.0
A000045,A000610,shares_address,0.7
A000045,A000630,shares_payment_instrument,1.0
A000045,A000663,shares_payment_instrument,1.0
A000045,A000684,shares_device,1.0
A000047,A000051,shares_address,0.7
A000047,A000207,shares_address,0.7
A000047,A000264,shares_device,1.0
A000047,A000265,shares_device,1.0
A000047,A000269,shares_device,1.0
A000047,A000306,shares_device,1.0
A000047,A000315,shares_phone,1.0
A000047,A000349,shares_address,0.7
A000047,A000368,shares_address,0.7
A000047,A000399,shares_address,0.7
A000047,A000454,shares_address,0.7
A000047,A000647,shares_address,0.7
A000047,A000682,shares_address,0.7
A000047,A000700,shares_payment_instrument,1.0
A000047,A000706,shares_device,1.0
A000047,A000737,shares_address,0.7
A000047,A000760,shares_address,0.7
A000047,A000762,shares_device,1.0
A000049,A000174,shares_device,1.0
A000049,A000454,shares_payment_instrument,1.0
A000049,A000472,shares_device,1.0
A000049,A000564,shares_device,1.0
A000049,A000777,shares_device,1.0
A000050,A000186,shares_address,0.7
A000050,A000294,shares_address,0.7
A000050,A000705,shares_phone,1.0
A000050,A000715,shares_phone,1.0
A000051,A000080,shares_payment_instrument,1.0
A000051,A000103,shares_device,1.0
A000051,A000107,shares_address,0.7
A000051,A000110,shares_address,0.7
A000051,A000207,shares_address,0.7
A000051,A000311,shares_device,1.0
A000051,A000317,shares_phone,1.0
A000051,A000349,shares_address,0.7
A000051,A000387,shares_address,0.7
A000051,A000399,shares_address,0.7
A000051,A000444,shares_phone,1.0
A000051,A000461,shares_payment_instrument,1.0
A000051,A000473,shares_payment_instrument,1.0
A000051,A000621,shares_address,0.7
A000051,A000647,shares_address,0.7
A000051,A000676,shares_phone,1.0
A000051,A000678,shares_phone,1.0
A000051,A000682,shares_address,0.7
A000051,A000737,shares_address,0.7
A000051,A000745,shares_device,1.0
A000051,A000760,shares_address,0.7
A000052,A000095,shares_payment_instrument,1.0
A000052,A000128,shares_address,0.7
A000052,A000137,shares_phone,1.0
A000052,A000168,shares_address,0.7
A000052,A000169,shares_address,0.7
A000052,A000173,shares_address,0.7
A000052,A000195,shares_address,0.7
A000052,A000270,shares_address,0.7
A000052,A000272,shares_payment_instrument,1.0
A000052,A000294,shares_address,0.7
A000052,A000295,shares_payment_instrument,1.0
A000052,A000296,shares_address,0.7
A000052,A000356,shares_device,1.0
A000052,A000366,shares_address,0.7
A000052,A000379,shares_payment_instrument,1.0
A000052,A000392,shares_address,0.7
A000052,A000398,shares_device,1.0
A000052,A000474,shares_address,0.7
A000052,A000496,shares_address,0.7
A000052,A000497,shares_payment_instrument,1.0
A000052,A000506,shares_address,0.7
A000052,A000507,shares_address,0.7
A000052,A000537,shares_address,0.7
A000052,A000551,shares_address,0.7
A000052,A000561,shares_address,0.7
A000052,A000589,shares_address,0.7
A000052,A000594,shares_address,0.7
A000052,A000602,shares_address,0.7
A000052,A000613,shares_payment_instrument,1.0
A000052,A000633,shares_address,0.7
A000052,A000683,shares_address,0.7
A000052,A000684,shares_address,0.7
A000052,A000697,shares_address,0.7
A000052,A000701,shares_address,0.7
A000052,A000754,shares_address,0.7
A000052,A000764,shares_phone,1.0
A000052,A000781,shares_address,0.7
A000052,A000789,shares_phone,1.0
A000052,A000790,shares_address,0.7
A000052,A000793,shares_address,0.7
A000053,A000244,shares_phone,1.0
A000053,A000479,shares_device,1.0
A000053,A000480,shares_payment_instrument,1.0
A000053,A000597,shares_device,1.0
A000053,A000599,shares_device,1.0
A000053,A000670,shares_phone,1.0
A000053,A000761,shares_device,1.0
A000054,A000206,shares_payment_instrument,1.0
A000054,A000215,shares_address,0.7
A000054,A000379,shares_payment_instrument,1.0
A000054,A000408,shares_address,0.7
A000054,A000455,shares_phone,1.0
A000054,A000556,shares_payment_instrument,1.0
A000054,A000644,shares_address,0.7
A000054,A000696,shares_address,0.7
A000054,A000719,shares_phone,1.0
A000055,A000159,shares_address,0.7
A000055,A000258,shares_device,1.0
A000055,A000373,shares_address,0.7
A000055,A000400,shares_device,1.0
A000055,A000436,shares_device,1.0
A000055,A000457,shares_payment_instrument,1.0
A000055,A000497,shares_address,0.7
A000055,A000560,shares_address,0.7
A000055,A000570,shares_device,1.0
A000055,A000584,shares_phone,1.0
A000055,A000592,shares_device,1.0
A000055,A000670,shares_address,0.7
A000055,A000685,shares_device,1.0
A000055,A000738,shares_device,1.0
A000056,A000123,shares_device,1.0
A000056,A000242,shares_payment_instrument,1.0
A000056,A000287,shares_address,0.7
A000056,A000463,shares_address,0.7
A000056,A000504,shares_payment_instrument,1.0
A000056,A000696,shares_payment_instrument,1.0
A000057,A000072,shares_payment_instrument,1.0
A000057,A000131,shares_address,0.7
A000057,A000170,shares_address,0.7
A000057,A000206,shares_address,0.7
A000057,A000218,shares_phone,1.0
A000057,A000262,shares_address,0.7
A000057,A000282,shares_phone,1.0
A000057,A000357,shares_device,1.0
A000057,A000397,shares_payment_instrument,1.0
A000057,A000441,shares_payment_instrument,1.0
A000057,A000450,shares_address,0.7
A000057,A000466,shares_payment_instrument,1.0
A000057,A000473,shares_payment_instrument,1.0
A000057,A000500,shares_payment_instrument,1.0
A000057,A000509,shares_address,0.7
A000057,A000511,shares_address,0.7
A000057,A000544,shares_device,1.0
A000057,A000551,shares_device,1.0
A000057,A000557,shares_address,0.7
A000057,A000594,shares_phone,1.0
A000057,A000600,shares_address,0.7
A000057,A000602,shares_payment_instrument,1.0
A000057,A000613,shares_device,1.0
A000057,A000666,shares_address,0.7
A000057,A000765,shares_device,1.0
A000057,A000776,shares_address,0.7
A000058,A000079,shares_payment_instrument,1.0
A000058,A000088,shares_device,1.0
A000058,A000135,shares_address,0.7
A000058,A000147,shares_address,0.7
A000058,A000290,shares_address,0.7
A000058,A000434,shares_payment_instrument,1.0
A000059,A000099,shares_address,0.7
A000059,A000127,shares_device,1.0
A000059,A000190,shares_device,1.0
A000059,A000194,shares_address,0.7
A000059,A000243,shares_device,1.0
A000059,A000343,shares_device,1.0
A000059,A000516,shares_device,1.0
A000059,A000520,shares_address,0.7
A000059,A000522,shares_address,0.7
A000059,A000536,shares_address,0.7
A000059,A000550,shares_phone,1.0
A000059,A000626,shares_phone,1.0
A000059,A000663,shares_device,1.0
A000059,A000687,shares_address,0.7
A000059,A000721,shares_address,0.7
A000059,A000762,shares_phone,1.0
A000060,A000438,shares_payment_instrument,1.0
A000060,A000762,shares_address,0.7
A000061,A000062,shares_address,0.7
A000061,A000073,shares_phone,1.0
A000061,A000103,shares_address,0.7
A000061,A000110,shares_device,1.0
A000061,A000118,shares_phone,1.0
A000061,A000129,shares_address,0.7
A000061,A000140,shares_phone,1.0
A000061,A000270,shares_phone,1.0
A000061,A000272,shares_payment_instrument,1.0
A000061,A000380,shares_address,0.7
A000061,A000399,shares_payment_instrument,1.0
A000061,A000485,shares_address,0.7
A000061,A000505,shares_payment_instrument,1.0
A000061,A000510,shares_phone,1.0
A000061,A000526,shares_address,0.7
A000061,A000607,shares_device,1.0
A000061,A000686,shares_phone,1.0
A000061,A000703,shares_address,0.7
A000061,A000738,shares_phone,1.0
A000062,A000085,shares_device,1.0
A000062,A000103,shares_address,0.7
A000062,A000129,shares_address,0.7
A000062,A000181,shares_device,1.0
A000062,A000194,shares_payment_instrument,1.0
A000062,A000240,shares_phone,1.0
A000062,A000294,shares_device,1.0
A000062,A000311,shares_payment_instrument,1.0
A000062,A000371,shares_phone,1.0
A000062,A000380,shares_address,0.7
A000062,A000387,shares_device,1.0
A000062,A000485,shares_address,0.7
A000062,A000526,shares_address,0.7
A000062,A000558,shares_phone,1.0
A000062,A000617,shares_payment_instrument,1.0
A000062,A000692,shares_device,1.0
A000062,A000703,shares_address,0.7
A000062,A000777,shares_phone,1.0
A000063,A000135,shares_payment_instrument,1.0
A000063,A000149,shares_address,0.7
A000063,A000158,shares_address,0.7
A000063,A000243,shares_payment_instrument,1.0
A000063,A000504,shares_address,0.7
A000063,A000756,shares_payment_instrument,1.0
A000064,A000155,shares_address,0.7
A000064,A000159,shares_payment_instrument,1.0
A000064,A000254,shares_address,0.7
A000064,A000255,shares_address,0.7
A000064,A000328,shares_address,0.7
A000064,A000436,shares_address,0.7
A000064,A000505,shares_address,0.7
A000064,A000665,shares_device,1.0
A000064,A000698,shares_phone,1.0
A000064,A000706,shares_payment_instrument,1.0
A000064,A000791,shares_payment_instrument,1.0
A000066,A000070,shares_device,1.0
A000066,A000153,shares_address,0.7
A000066,A000324,shares_device,1.0
A000066,A000381,shares_device,1.0
A000066,A000394,shares_address,0.7
A000066,A000465,shares_phone,1.0
A000066,A000525,shares_address,0.7
A000066,A000558,shares_payment_instrument,1.0
A000066,A000684,shares_device,1.0
A000068,A000079,shares_address,0.7
A000068,A000133,shares_address,0.7
A000068,A000163,shares_payment_instrument,1.0
A000068,A000211,shares_address,0.7
A000068,A000340,shares_address,0.7
A000068,A000342,shares_payment_instrument,1.0
A000068,A000446,shares_device,1.0
A000068,A000467,shares_address,0.7
A000068,A000481,shares_address,0.7
A000068,A000484,shares_address,0.7
A000068,A000494,shares_payment_instrument,1.0
A000068,A000510,shares_address,0.7
A000068,A000529,shares_address,0.7
A000068,A000550,shares_address,0.7
A000068,A000555,shares_payment_instrument,1.0
A000068,A000632,shares_address,0.7
A000068,A000664,shares_address,0.7
A000068,A000712,shares_address,0.7
A000068,A000756,shares_address,0.7
A000070,A000086,shares_address,0.7
A000070,A000146,shares_payment_instrument,1.0
A000070,A000178,shares_address,0.7
A000070,A000195,shares_address,0.7
A000070,A000228,shares_address,0.7
A000070,A000279,shares_address,0.7
A000070,A000324,shares_device,1.0
A000070,A000359,shares_address,0.7
A000070,A000381,shares_device,1.0
A000070,A000440,shares_payment_instrument,1.0
A000070,A000465,shares_address,0.7
A000070,A000496,shares_payment_instrument,1.0
A000070,A000554,shares_phone,1.0
A000070,A000597,shares_address,0.7
A000070,A000664,shares_payment_instrument,1.0
A000070,A000666,shares_payment_instrument,1.0
A000070,A000684,shares_device,1.0
A000070,A000738,shares_payment_instrument,1.0
A000072,A000128,shares_device,1.0
A000072,A000218,shares_phone,1.0
A000072,A000282,shares_phone,1.0
A000072,A000296,shares_device,1.0
A000072,A000317,shares_device,1.0
A000072,A000397,shares_payment_instrument,1.0
A000072,A000441,shares_payment_instrument,1.0
A000072,A000466,shares_payment_instrument,1.0
A000072,A000473,shares_payment_instrument,1.0
A000072,A000494,shares_address,0.7
A000072,A000500,shares_payment_instrument,1.0
A000072,A000594,shares_phone,1.0
A000072,A000602,shares_payment_instrument,1.0
A000072,A000691,shares_address,0.7
A000073,A000095,shares_payment_instrument,1.0
A000073,A000096,shares_device,1.0
A000073,A000118,shares_phone,1.0
A000073,A000140,shares_phone,1.0
A000073,A000225,shares_address,0.7
A000073,A000270,shares_phone,1.0
A000073,A000349,shares_address,0.7
A000073,A000375,shares_address,0.7
A000073,A000450,shares_device,1.0
A000073,A000501,shares_address,0.7
A000073,A000510,shares_phone,1.0
A000073,A000577,shares_address,0.7
A000073,A000587,shares_device,1.0
A000073,A000686,shares_phone,1.0
A000073,A000715,shares_address,0.7
A000073,A000738,shares_phone,1.0
A000073,A000767,shares_payment_instrument,1.0
A000074,A000270,shares_payment_instrument,1.0
A000074,A000347,shares_address,0.7
A000074,A000462,shares_phone,1.0
A000074,A000479,shares_payment_instrument,1.0
A000074,A000643,shares_payment_instrument,1.0
A000074,A000777,shares_payment_instrument,1.0
A000076,A000212,shares_address,0.7
A000076,A000241,shares_address,0.7
A000076,A000243,shares_address,0.7
A000076,A000264,shares_address,0.7
A000076,A000286,shares_payment_instrument,1.0
A000076,A000322,shares_phone,1.0
A000076,A000383,shares_phone,1.0
A000076,A000519,shares_address,0.7
A000076,A000548,shares_address,0.7
A000076,A000606,shares_address,0.7
