account_id,total_orders,total_amount,avg_order_value,distinct_devices,distinct_addresses,distinct_phones,distinct_payment_instruments,total_delivered_orders,total_failed_orders,total_pending_orders,coupon_usage_rate,discount_dependency_score,total_returns,avg_return_lag_hours,total_refunds,total_refund_amount,total_disputes,return_rate,refund_rate,dispute_rate,account_age_days,orders_last_24h,orders_last_7d,orders_last_30d,refunds_last_24h,refunds_last_7d,refunds_last_30d,return_rate_last_30d,transaction_burst_score,refund_burst_score,account_creation_burst_score,accounts_per_device,shared_device_count,accounts_per_address,shared_address_count,accounts_per_phone,shared_phone_count,accounts_per_instrument,shared_instrument_count,shared_ip_prefix_count
A000042,5.0,20980.0,4196.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.013568789363191041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.703275462962964,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,5.0,7.5,13.0,8.0,7.0,4.0,3.0,2.0
A000043,2.0,6650.0,3325.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04385680190930787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.815034722222222,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.0,1.5,1.0,1.0,0.0,2.0,1.0,0.0
A000044,1.0,1690.0,1690.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.373576388888885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,2.0,10.0,9.0,1.0,0.0,2.0,1.0,0.0
A000045,3.0,4680.0,1560.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.13215723270440252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.782986111111114,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,0.0
A000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.92252314814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000047,2.0,3040.0,1520.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.33519675925926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,6.0,6.0,10.0,2.0,1.0,1.5,1.0,0.0
A000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21269675925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000049,4.0,20890.0,5222.5,2.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.021034296028880867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.251307870370372,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,4.0,1.0,0.0,1.0,0.0,1.5,1.0,1.0
A000050,1.0,2240.0,2240.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.054026785714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18554398148148,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0
A000051,2.0,18550.0,9275.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.839872685185185,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.5,3.0,7.0,12.0,5.0,4.0,4.0,3.0,0.0
A000052,3.0,22470.0,7490.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.03700768573868488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.337858796296295,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.0,17.5,32.0,5.0,4.0,4.5,7.0,0.0
A000053,2.0,1540.0,770.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.03338135593220339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.84606481481482,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0
A000054,2.0,5230.0,2615.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.13221304985337243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.133599537037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0,0.0,5.0,4.0,3.0,2.0,4.0,3.0,0.0
A000055,6.0,6160.0,1026.6666666666667,2.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.03259299516908212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.21478009259259,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.5,7.0,7.0,6.0,2.0,1.0,2.0,1.0,1.0
A000056,1.0,3520.0,3520.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.30555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,3.0,2.0,1.0,0.0,4.0,3.0,0.0
A000057,1.0,14790.0,14790.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.34135416666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,5.0,15.0,14.0,5.0,4.0,8.0,7.0,1.0
A000058,3.0,19560.0,6520.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.793645833333333,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,4.0,3.0,1.0,0.0,3.0,2.0,0.0
A000059,1.0,1030.0,1030.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.605555555555554,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8.0,7.0,8.0,7.0,4.0,3.0,1.0,0.0,1.0
A000060,2.0,6710.0,3355.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.033517482517482516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.79650462962963,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.0,2.0,1.0,1.0,0.0,1.5,1.0,0.0
A000061,1.0,3310.0,3310.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.58295138888889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3.0,2.0,9.0,8.0,11.0,10.0,4.0,3.0,0.0
A000062,1.0,660.0,660.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.10974242424242425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.17979166666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,5.0,9.0,8.0,5.0,4.0,4.0,3.0,0.0
A000063,2.0,2610.0,1305.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.950381944444445,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,4.0,3.0,1.0,0.0,2.5,3.0,0.0
A000064,4.0,11130.0,2782.5,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,72.0,1.0,3870.0,0.0,0.3333333333333333,0.25,0.0,32.39130787037037,0.0,1.0,4.0,0.0,0.0,1.0,0.25,0.0,0.0,1,2.0,1.0,4.0,6.0,2.0,1.0,2.5,3.0,0.0
A000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.50743055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000066,1.0,3760.0,3760.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.054510638297872345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.170636574074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0
A000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.10496527777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000068,3.0,5630.0,1876.6666666666667,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.73489583333333,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0,1.0,8.5,15.0,1.0,0.0,3.0,4.0,1.0
A000069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.28976851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000070,2.0,10640.0,5320.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.426944444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.0,5.0,11.0,10.0,2.0,1.0,4.0,6.0,1.0
A000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.210185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000072,1.0,1950.0,1950.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.2938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.701655092592596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,3.0,4.0,3.0,5.0,4.0,8.0,7.0,1.0
A000073,2.0,10070.0,5035.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04354521276595745,1.0,48.0,1.0,4430.0,0.0,0.5,0.5,0.0,47.204664351851854,0.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,2,4.0,3.0,7.0,6.0,11.0,10.0,3.0,2.0,0.0
A000074,3.0,4620.0,1540.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.58306712962963,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,0.0
A000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.13146990740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000076,1.0,1570.0,1570.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1396875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,11.0,10.0,3.0,2.0,2.0,1.0,0.0
A000077,2.0,5210.0,2605.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.873587962962965,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8.0,7.0,7.5,13.0,9.0,8.0,4.0,6.0,3.0
