account_id,total_orders,total_amount,avg_order_value,distinct_devices,distinct_addresses,distinct_phones,distinct_payment_instruments,total_delivered_orders,total_failed_orders,total_pending_orders,coupon_usage_rate,discount_dependency_score,total_returns,avg_return_lag_hours,total_refunds,total_refund_amount,total_disputes,return_rate,refund_rate,dispute_rate,account_age_days,orders_last_24h,orders_last_7d,orders_last_30d,refunds_last_24h,refunds_last_7d,refunds_last_30d,return_rate_last_30d,transaction_burst_score,refund_burst_score,account_creation_burst_score,accounts_per_device,shared_device_count,accounts_per_address,shared_address_count,accounts_per_phone,shared_phone_count,accounts_per_instrument,shared_instrument_count,shared_ip_prefix_count,degree_centrality,eigenvector_centrality,triangle_count,clustering_coefficient,connected_component_size,shared_edge_count,shared_edge_weight_sum,community_id,community_size,community_return_rate,community_refund_rate,community_avg_order_value,community_total_orders
A000010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93667824074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,21,1,0.0,0.0,0.0,0.0
A000011,4.0,10350.0,2587.5,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0250181388012618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.41008101851852,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,9.0,16.0,3.0,2.0,4.0,3.0,1.0,0.022022022022022022,0.0155287249181789,68,0.21834095114190227,585,22,17.5,9,39,0.0,0.0,3567.67094017094,77.0
A000012,1.0,1080.0,1080.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1304351851851851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.109548611111112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,0.005005005005005005,0.000774735485889841,4,0.37,585,5,4.4,4,56,0.012499999999999999,0.011607142857142858,4977.3005952380945,128.0
A000013,2.0,19760.0,9880.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0476953124999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.998692129629628,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3.0,2.0,7.0,12.0,4.0,3.0,2.0,1.0,1.0,0.017017017017017015,0.015711768607690087,50,0.2726745232581268,585,17,13.7,3,57,0.023391812865497075,0.021929824561403508,3958.1345029239765,119.0
A000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.68482638888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,22,1,0.0,0.0,0.0,0.0
A000015,3.0,3250.0,1083.3333333333333,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0493157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.71875,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,3.0,5.5,9.0,1.0,0.0,3.5,5.0,3.0,0.017017017017017015,0.03106256209880764,34,0.20903898579946542,585,17,14.299999999999999,10,37,0.009009009009009009,0.009009009009009009,4372.995495495496,80.0
A000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.34034722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,23,1,0.0,0.0,0.0,0.0
A000017,2.0,6350.0,3175.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.049046004842615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.426875,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9.0,8.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,0.011011011011011011,0.03196291055964947,30,0.5379618909407745,585,11,10.4,5,51,0.01633986928104575,0.014705882352941176,3327.3856209150326,115.0
A000018,4.0,17740.0,4435.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0347699908054159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.564050925925926,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8.5,15.0,7.0,12.0,3.0,2.0,4.5,7.0,0.0,0.03303303303303303,0.052258926140199724,102,0.17547743887495762,585,33,30.0,11,25,0.0,0.0,3853.6,51.0
A000019,1.0,3680.0,3680.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.72969907407408,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6.0,5.0,20.0,19.0,4.0,3.0,5.0,4.0,1.0,0.029029029029029027,0.08372681231229127,194,0.3594077784536653,585,29,23.9,5,51,0.01633986928104575,0.014705882352941176,3327.3856209150326,115.0
A000020,3.0,9170.0,3056.6666666666665,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0176330845771144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.24668981481481,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,1.0,0.0,4.0,3.0,4.0,3.0,0.0,0.006006006006006006,0.005910556742387676,6,0.4,585,6,6.0,4,56,0.012499999999999999,0.011607142857142858,4977.3005952380945,128.0
A000021,2.0,13980.0,6990.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.40189814814815,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.004004004004004004,0.00029110451314910446,1,0.16666666666666666,585,4,3.7,3,57,0.023391812865497075,0.021929824561403508,3958.1345029239765,119.0
A000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.73945601851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,24,1,0.0,0.0,0.0,0.0
A000023,2.0,22320.0,11160.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0324214285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.25666666666667,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,2.0,5.0,8.0,2.0,1.0,2.0,1.0,1.0,0.012012012012012012,0.0030705475477683093,13,0.14376323509561398,585,12,9.6,8,41,0.010975609756097562,0.00975609756097561,4760.349593495936,81.0
A000024,2.0,6330.0,3165.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.57472222222222,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,3.5,5.0,4.0,3.0,2.0,2.0,0.0,0.011011011011011011,0.006457799076194267,8,0.12363636363636363,585,11,9.5,9,39,0.0,0.0,3567.67094017094,77.0
A000025,3.0,5890.0,1963.3333333333333,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0185193798449612,1.0,48.0,1.0,1800.0,0.0,0.3333333333333333,0.3333333333333333,0.0,46.2322800925926,0.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,2,5.0,8.0,9.0,8.0,4.0,3.0,4.0,3.0,1.0,0.02102102102102102,0.0211326540084041,48,0.1909834219805537,585,21,18.9,0,68,0.02818627450980392,0.02622549019607843,2868.4758403361343,162.0
A000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.629502314814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,25,1,0.0,0.0,0.0,0.0
A000027,2.0,6110.0,3055.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.57539351851852,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.002002002002002002,0.00043051819518212525,0,0.0,585,2,2.0,10,37,0.009009009009009009,0.009009009009009009,4372.995495495496,80.0
A000028,1.0,2600.0,2600.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1087115384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.736828703703704,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,5.0,4.0,3.0,2.0,2.0,1.0,0.0,0.007007007007007007,0.0016093743743479235,7,0.24761904761904763,585,7,5.8,0,68,0.02818627450980392,0.02622549019607843,2868.4758403361343,162.0
A000029,1.0,4680.0,4680.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.3240705128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69231481481481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.004004004004004004,0.002930611931333127,6,0.6999999999999998,585,4,2.8,4,56,0.012499999999999999,0.011607142857142858,4977.3005952380945,128.0
A000030,3.0,13210.0,4403.333333333333,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.3333333333333333,0.145155510051517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37871527777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,5.0,4.0,6.0,5.0,3.5,5.0,0.0,0.016016016016016016,0.016878086532749893,29,0.22303484599829773,585,16,14.8,8,41,0.010975609756097562,0.00975609756097561,4760.349593495936,81.0
A000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.661828703703705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,26,1,0.0,0.0,0.0,0.0
A000032,3.0,8510.0,2836.6666666666665,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0499578686493184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.05282407407408,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,4.0,13.0,12.0,11.0,10.0,2.0,1.0,0.0,0.026026026026026026,0.048905751839462636,119,0.3064629899046376,585,26,22.7,7,41,0.054878048780487805,0.04959349593495935,4002.6355013550137,103.0
A000033,1.0,8320.0,8320.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.20762731481481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.004004004004004004,0.00134570701578599,3,0.3499999999999999,585,4,3.0999999999999996,8,41,0.010975609756097562,0.00975609756097561,4760.349593495936,81.0
A000034,1.0,5100.0,5100.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.657916666666665,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,10.0,9.0,2.0,1.0,1.0,0.0,0.0,0.01001001001001001,0.00673924550062607,36,0.5658915677540348,585,10,7.3,11,25,0.0,0.0,3853.6,51.0
A000035,1.0,2920.0,2920.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.78650462962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11.0,10.0,18.0,17.0,10.0,9.0,16.0,15.0,0.0,0.03303303303303303,0.1765686128546555,294,0.4919979821677662,585,33,29.4,5,51,0.01633986928104575,0.014705882352941176,3327.3856209150326,115.0
A000036,2.0,11240.0,5620.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0630790472843538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.32454861111111,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,7.0,4.0,3.0,3.0,2.0,3.0,2.0,0.0,0.014014014014014014,0.008657815691680518,26,0.2758241758241758,585,14,13.1,11,25,0.0,0.0,3853.6,51.0
A000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.550196759259254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,27,1,0.0,0.0,0.0,0.0
A000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.337418981481484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,28,1,0.0,0.0,0.0,0.0
A000039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.50650462962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,29,1,0.0,0.0,0.0,0.0
A000040,1.0,920.0,920.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0504782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2512037037037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,5.0,4.0,6.0,5.0,4.0,3.0,0.0,0.013013013013013013,0.011128512222454909,21,0.24327958978827177,585,13,11.8,1,68,0.014705882352941176,0.014705882352941176,4302.5082866479925,152.0
A000041,2.0,8710.0,4355.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61630787037037,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3.0,2.0,5.0,4.0,2.0,1.0,3.0,4.0,1.0,0.011011011011011011,0.004864383304735968,11,0.1668414094191477,585,11,9.8,8,41,0.010975609756097562,0.00975609756097561,4760.349593495936,81.0
A000042,5.0,20980.0,4196.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.013568789363191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.70327546296296,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,5.0,7.5,13.0,8.0,7.0,4.0,3.0,2.0,0.028028028028028028,0.05262356028747509,93,0.20606493269679146,585,28,24.099999999999998,3,57,0.023391812865497075,0.021929824561403508,3958.1345029239765,119.0
A000043,2.0,6650.0,3325.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0438568019093078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.815034722222222,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.0,1.5,1.0,1.0,0.0,2.0,1.0,0.0,0.004004004004004004,0.0006518773677655443,1,0.16666666666666666,585,4,3.7,2,60,0.025,0.025,3793.313888888889,125.0
A000044,1.0,1690.0,1690.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.373576388888885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,2.0,10.0,9.0,1.0,0.0,2.0,1.0,0.0,0.012012012012012012,0.007960505550449706,37,0.40098667498381163,585,12,9.299999999999999,11,25,0.0,0.0,3853.6,51.0
A000045,3.0,4680.0,1560.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.1321572327044025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.782986111111114,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,0.0,0.014014014014014014,0.010935034761539132,17,0.1778942144649508,585,14,12.8,3,57,0.023391812865497075,0.021929824561403508,3958.1345029239765,119.0
A000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.92252314814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,30,1,0.0,0.0,0.0,0.0
A000047,2.0,3040.0,1520.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.33519675925926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,6.0,6.0,10.0,2.0,1.0,1.5,1.0,0.0,0.018018018018018018,0.006012521975679761,41,0.21022340862611585,585,18,15.0,6,42,0.023809523809523808,0.023809523809523808,3971.0997732426304,78.0
A000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21269675925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269414257282076e-51,0,0.0,1,0,0.0,31,1,0.0,0.0,0.0,0.0
A000049,4.0,20890.0,5222.5,2.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0210342960288808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25130787037037,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,4.0,1.0,0.0,1.0,0.0,1.5,1.0,1.0,0.005005005005005005,0.002197767787870963,3,0.3,585,5,5.0,2,60,0.025,0.025,3793.313888888889,125.0
A000050,1.0,2240.0,2240.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0540267857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18554398148148,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.006006006006006006,0.00445000704615274,7,0.3466666666666666,585,6,4.8,4,56,0.012499999999999999,0.011607142857142858,4977.3005952380945,128.0
A000051,2.0,18550.0,9275.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.83987268518519,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.5,3.0,7.0,12.0,5.0,4.0,4.0,3.0,0.0,0.022022022022022022,0.01259401163361522,44,0.1467029156550239,585,22,18.4,6,42,0.023809523809523808,0.023809523809523808,3971.0997732426304,78.0
A000052,3.0,22470.0,7490.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0370076857386848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.337858796296295,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.0,17.5,32.0,5.0,4.0,4.5,7.0,0.0,0.04204204204204204,0.1094396931530555,297,0.25480218444315794,585,42,33.0,5,51,0.01633986928104575,0.014705882352941176,3327.3856209150326,115.0
A000053,2.0,1540.0,770.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0333813559322033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.84606481481482,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.007007007007007007,0.0033937731365447513,4,0.19047619047619047,585,7,7.0,8,41,0.010975609756097562,0.00975609756097561,4760.349593495936,81.0
A000054,2.0,5230.0,2615.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.1322130498533724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.13359953703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0,0.0,5.0,4.0,3.0,2.0,4.0,3.0,0.0,0.009009009009009009,0.011616149869334264,10,0.22777777777777775,585,9,7.8,1,68,0.014705882352941176,0.014705882352941176,4302.5082866479925,152.0
A000055,6.0,6160.0,1026.6666666666667,2.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0325929951690821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.21478009259259,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.5,7.0,7.0,6.0,2.0,1.0,2.0,1.0,1.0,0.015015015015015015,0.00818622288303025,24,0.1857142857142857,585,15,13.2,4,56,0.012499999999999999,0.011607142857142858,4977.3005952380945,128.0
