device_id,os_family,browser_family,ip_prefix,first_seen_at
D000056,iOS,Chrome,10.231.223.0/24,2026-01-24 18:00:00
D000057,iOS,Chrome,10.253.198.0/24,2026-01-16 08:00:00
D000058,macOS,Firefox,10.212.212.0/24,2026-02-02 23:00:00
D000059,Android,Chrome,10.103.15.0/24,2026-02-04 18:00:00
D000060,Android,Firefox,10.233.191.0/24,2026-01-31 10:00:00
D000061,Android,Firefox,10.126.189.0/24,2026-01-29 22:00:00
D000062,Android,Firefox,10.72.57.0/24,2026-01-28 19:00:00
D000063,Android,Firefox,10.204.75.0/24,2026-02-05 02:00:00
D000064,Android,Chrome,10.91.123.0/24,2026-01-01 12:00:00
D000065,iOS,Safari,10.25.134.0/24,2026-02-09 17:00:00
D000066,Android,Firefox,10.222.221.0/24,2026-01-14 23:00:00
D000067,Android,Edge,10.180.50.0/24,2026-01-17 10:00:00
D000068,Android,Chrome,10.10.172.0/24,2026-01-02 05:00:00
D000069,Android,Firefox,10.251.156.0/24,2026-02-03 13:00:00
D000070,iOS,Safari,10.241.2.0/24,2026-01-07 15:00:00
D000071,macOS,Safari,10.215.244.0/24,2026-01-03 06:00:00
D000072,Windows,Firefox,10.69.67.0/24,2026-01-29 04:00:00
D000073,Windows,Firefox,10.26.7.0/24,2026-01-18 00:00:00
D000074,Android,Firefox,10.153.141.0/24,2026-01-29 02:00:00
D000075,Android,Firefox,10.55.238.0/24,2026-01-08 03:00:00
D000076,Android,Firefox,10.200.93.0/24,2026-02-07 21:00:00
D000077,Android,Edge,10.118.122.0/24,2026-02-04 19:00:00
D000078,iOS,Chrome,10.121.65.0/24,2026-01-25 08:00:00
D000079,Android,Edge,10.111.186.0/24,2026-02-14 16:00:00
D000080,Android,Firefox,10.12.209.0/24,2026-02-07 03:00:00
D000081,Android,Chrome,10.170.77.0/24,2026-01-13 12:00:00
D000082,Android,Chrome,10.112.81.0/24,2026-02-02 06:00:00
D000083,iOS,Safari,10.52.128.0/24,2026-02-06 13:00:00
D000084,iOS,Safari,10.77.70.0/24,2026-02-06 22:00:00
D000085,Android,Chrome,10.241.99.0/24,2026-01-28 20:00:00
D000086,Windows,Firefox,10.219.234.0/24,2026-01-19 16:00:00
D000087,Linux,Firefox,10.170.93.0/24,2026-01-13 10:00:00
D000088,iOS,Chrome,10.32.75.0/24,2026-01-22 16:00:00
D000089,Android,Chrome,10.151.190.0/24,2026-02-05 14:00:00
D000090,iOS,Safari,10.19.151.0/24,2026-01-03 01:00:00
D000091,Windows,Firefox,10.23.69.0/24,2026-01-28 14:00:00
D000092,iOS,Chrome,10.225.105.0/24,2026-02-07 02:00:00
D000093,Android,Edge,10.100.24.0/24,2026-02-12 17:00:00
D000094,Android,Edge,10.153.237.0/24,2026-02-07 11:00:00
D000095,iOS,Safari,10.130.39.0/24,2026-01-31 01:00:00
D000096,iOS,Safari,10.66.139.0/24,2026-01-04 00:00:00
D000097,iOS,Chrome,10.28.161.0/24,2026-01-10 14:00:00
D000098,Windows,Firefox,10.57.34.0/24,2026-01-18 04:00:00
D000099,Windows,Edge,10.180.42.0/24,2026-02-04 08:00:00
D000100,macOS,Safari,10.103.56.0/24,2026-01-22 17:00:00
D000101,Windows,Edge,10.90.152.0/24,2026-01-20 06:00:00
D000102,Android,Chrome,10.168.117.0/24,2026-01-23 12:00:00
D000103,iOS,Safari,10.91.179.0/24,2026-02-03 00:00:00
D000104,Windows,Edge,10.15.252.0/24,2026-01-18 19:00:00
D000105,Windows,Chrome,10.32.216.0/24,2026-01-25 22:00:00
D000106,iOS,Chrome,10.245.52.0/24,2026-01-27 23:00:00
D000107,macOS,Chrome,10.247.250.0/24,2026-01-07 09:00:00
D000108,Android,Chrome,10.99.101.0/24,2026-02-12 01:00:00
D000109,Android,Firefox,10.119.71.0/24,2026-01-16 02:00:00
D000110,Android,Chrome,10.97.60.0/24,2026-02-09 15:00:00
D000111,macOS,Firefox,10.155.242.0/24,2026-02-12 18:00:00
D000112,Android,Firefox,10.11.62.0/24,2026-01-11 11:00:00
D000113,Windows,Chrome,10.92.117.0/24,2026-01-20 21:00:00
D000114,iOS,Chrome,10.101.73.0/24,2026-02-14 20:00:00
D000115,Android,Chrome,10.112.211.0/24,2026-01-16 06:00:00
D000116,Android,Edge,10.243.179.0/24,2026-01-23 07:00:00
D000117,Android,Firefox,10.138.126.0/24,2026-01-15 22:00:00
D000118,iOS,Chrome,10.87.5.0/24,2026-01-31 21:00:00
D000119,Android,Firefox,10.196.76.0/24,2026-02-13 06:00:00
D000120,Android,Edge,10.216.140.0/24,2026-02-12 10:00:00
D000121,Android,Firefox,10.125.17.0/24,2026-01-01 16:00:00
D000122,Android,Edge,10.163.168.0/24,2026-01-18 08:00:00
D000123,Android,Edge,10.228.241.0/24,2026-02-02 12:00:00
D000124,iOS,Safari,10.238.171.0/24,2026-01-11 14:00:00
D000125,Android,Firefox,10.58.212.0/24,2026-01-01 02:00:00
D000126,iOS,Safari,10.199.46.0/24,2026-01-13 13:00:00
D000127,Android,Edge,10.14.59.0/24,2026-01-28 20:00:00
D000128,Linux,Firefox,10.58.17.0/24,2026-01-24 20:00:00
D000129,Android,Edge,10.217.196.0/24,2026-01-02 11:00:00
D000130,Android,Chrome,10.34.246.0/24,2026-01-18 09:00:00
D000131,Android,Firefox,10.144.11.0/24,2026-01-25 06:00:00
D000132,iOS,Safari,10.106.110.0/24,2026-02-07 10:00:00
D000133,iOS,Chrome,10.182.234.0/24,2026-01-23 10:00:00
D000134,macOS,Chrome,10.24.206.0/24,2026-01-29 02:00:00
D000135,Android,Edge,10.206.202.0/24,2026-01-15 04:00:00
D000136,Android,Firefox,10.7.144.0/24,2026-01-16 10:00:00
D000137,macOS,Safari,10.180.219.0/24,2026-01-03 09:00:00
D000138,iOS,Safari,10.168.99.0/24,2026-01-13 08:00:00
D000139,Linux,Firefox,10.215.185.0/24,2026-01-08 06:00:00
D000140,iOS,Safari,10.78.20.0/24,2026-01-23 20:00:00
D000141,iOS,Chrome,10.205.37.0/24,2026-01-23 07:00:00
D000142,Android,Edge,10.2.94.0/24,2026-02-04 03:00:00
D000143,iOS,Safari,10.106.64.0/24,2026-02-13 23:00:00
D000144,Android,Chrome,10.175.196.0/24,2026-01-10 01:00:00
D000145,Android,Firefox,10.152.254.0/24,2026-01-23 07:00:00
D000146,iOS,Safari,10.98.12.0/24,2026-02-02 08:00:00
D000147,macOS,Chrome,10.223.207.0/24,2026-01-26 21:00:00
D000148,Android,Firefox,10.247.94.0/24,2026-01-13 21:00:00
D000149,iOS,Safari,10.23.148.0/24,2026-02-03 22:00:00
D000150,iOS,Chrome,10.214.41.0/24,2026-02-09 11:00:00
D000151,Android,Firefox,10.88.52.0/24,2026-02-11 21:00:00
D000152,Android,Chrome,10.110.204.0/24,2026-01-26 09:00:00
D000153,Android,Edge,10.8.234.0/24,2026-02-03 06:00:00
D000154,Android,Edge,10.95.5.0/24,2026-01-31 06:00:00
D000155,iOS,Chrome,10.224.185.0/24,2026-02-04 22:00:00
D000156,Android,Firefox,10.168.9.0/24,2026-01-20 19:00:00
D000157,Android,Firefox,10.54.99.0/24,2026-02-10 22:00:00
D000158,Android,Chrome,10.202.20.0/24,2026-01-14 22:00:00
D000159,Android,Edge,10.156.253.0/24,2026-01-22 22:00:00
D000160,Windows,Firefox,10.28.32.0/24,2026-01-17 13:00:00
D000161,macOS,Chrome,10.43.206.0/24,2026-01-22 13:00:00
D000162,Android,Edge,10.105.104.0/24,2026-02-07 20:00:00
D000163,macOS,Safari,10.61.209.0/24,2026-02-12 21:00:00
D000164,iOS,Safari,10.244.202.0/24,2026-02-05 05:00:00
D000165,Windows,Firefox,10.103.235.0/24,2026-01-23 02:00:00
D000166,iOS,Safari,10.235.41.0/24,2026-01-02 22:00:00
D000167,Android,Chrome,10.89.124.0/24,2026-01-17 04:00:00
D000168,Android,Firefox,10.198.246.0/24,2026-02-09 05:00:00
D000169,Android,Firefox,10.108.138.0/24,2026-01-06 10:00:00
D000170,Windows,Edge,10.123.240.0/24,2026-01-11 06:00:00
D000171,Linux,Chrome,10.228.120.0/24,2026-01-02 06:00:00
D000172,iOS,Chrome,10.167.107.0/24,2026-01-07 09:00:00
D000173,macOS,Safari,10.92.20.0/24,2026-01-13 13:00:00
D000174,iOS,Safari,10.41.97.0/24,2026-01-05 03:00:00
D000175,Android,Chrome,10.73.206.0/24,2026-02-01 22:00:00
D000176,iOS,Chrome,10.190.63.0/24,2026-01-04 03:00:00
D000177,Android,Chrome,10.200.38.0/24,2026-02-07 21:00:00
D000178,Android,Firefox,10.93.101.0/24,2026-01-03 06:00:00
D000179,Android,Edge,10.135.161.0/24,2026-02-12 16:00:00
D000180,Android,Edge,10.57.237.0/24,2026-01-10 15:00:00
D000181,Android,Chrome,10.114.220.0/24,2026-02-10 02:00:00
D000182,Windows,Firefox,10.12.234.0/24,2026-01-10 18:00:00
D000183,Android,Edge,10.2.224.0/24,2026-01-19 20:00:00
D000184,Android,Edge,10.103.228.0/24,2026-02-11 04:00:00
D000185,Android,Edge,10.235.245.0/24,2026-01-29 14:00:00
D000186,macOS,Firefox,10.63.161.0/24,2026-01-15 19:00:00
D000187,Android,Chrome,10.81.47.0/24,2026-01-06 22:00:00
D000188,iOS,Safari,10.94.253.0/24,2026-02-12 20:00:00
D000189,Windows,Firefox,10.161.82.0/24,2026-01-01 01:00:00
D000190,macOS,Chrome,10.118.132.0/24,2026-02-14 05:00:00
D000191,Windows,Edge,10.238.142.0/24,2026-01-19 05:00:00
D000192,Windows,Chrome,10.117.104.0/24,2026-01-12 02:00:00
D000193,Windows,Firefox,10.53.25.0/24,2026-01-20 13:00:00
D000194,Windows,Firefox,10.157.33.0/24,2026-01-16 23:00:00
D000195,Android,Edge,10.177.61.0/24,2026-01-27 03:00:00
D000196,Android,Firefox,10.146.218.0/24,2026-01-26 19:00:00
D000197,Android,Edge,10.34.215.0/24,2026-01-30 08:00:00
D000198,Linux,Chrome,10.13.52.0/24,2026-01-23 11:00:00
D000199,macOS,Firefox,10.68.163.0/24,2026-01-30 23:00:00
D000200,Windows,Edge,10.216.50.0/24,2026-01-08 20:00:00
D000201,Android,Chrome,10.65.140.0/24,2026-01-17 00:00:00
D000202,Android,Chrome,10.16.74.0/24,2026-01-03 06:00:00
D000203,Android,Chrome,10.35.114.0/24,2026-02-03 20:00:00
D000204,macOS,Chrome,10.185.180.0/24,2026-02-10 20:00:00
D000205,Android,Chrome,10.21.10.0/24,2026-02-13 14:00:00
D000206,Android,Chrome,10.147.172.0/24,2026-01-13 13:00:00
D000207,iOS,Safari,10.78.87.0/24,2026-01-05 16:00:00
D000208,Android,Edge,10.110.116.0/24,2026-01-13 15:00:00
D000209,Android,Chrome,10.71.81.0/24,2026-01-05 09:00:00
D000210,macOS,Chrome,10.187.133.0/24,2026-01-29 00:00:00
D000211,Android,Edge,10.201.81.0/24,2026-01-09 15:00:00
D000212,Android,Edge,10.10.111.0/24,2026-01-24 05:00:00
D000213,macOS,Safari,10.137.170.0/24,2026-01-11 13:00:00
D000214,Android,Chrome,10.203.86.0/24,2026-01-11 00:00:00
D000215,Android,Firefox,10.187.143.0/24,2026-02-08 08:00:00
D000216,Android,Chrome,10.176.149.0/24,2026-02-04 16:00:00
D000217,Android,Chrome,10.220.123.0/24,2026-02-03 12:00:00
D000218,Android,Chrome,10.135.250.0/24,2026-01-28 01:00:00
D000219,Windows,Chrome,10.36.171.0/24,2026-01-20 05:00:00
D000220,Android,Edge,10.199.129.0/24,2026-01-14 05:00:00
D000221,Android,Edge,10.164.120.0/24,2026-01-20 05:00:00
D000222,iOS,Safari,10.73.254.0/24,2026-01-07 03:00:00
D000223,iOS,Chrome,10.164.157.0/24,2026-01-12 05:00:00
D000224,Android,Firefox,10.138.27.0/24,2026-02-02 20:00:00
D000225,macOS,Chrome,10.231.136.0/24,2026-01-02 11:00:00
D000226,Android,Chrome,10.246.102.0/24,2026-02-03 19:00:00
D000227,iOS,Safari,10.253.24.0/24,2026-01-28 03:00:00
D000228,iOS,Chrome,10.132.63.0/24,2026-01-17 11:00:00
D000229,iOS,Chrome,10.188.106.0/24,2026-01-10 11:00:00
D000230,Windows,Chrome,10.198.140.0/24,2026-01-20 14:00:00
D000231,iOS,Safari,10.64.155.0/24,2026-01-16 05:00:00
D000232,Windows,Firefox,10.233.146.0/24,2026-01-09 23:00:00
D000233,Windows,Edge,10.67.27.0/24,2026-02-12 00:00:00
D000234,iOS,Chrome,10.144.33.0/24,2026-01-13 06:00:00
D000235,Android,Chrome,10.66.254.0/24,2026-01-19 12:00:00
D000236,macOS,Safari,10.103.226.0/24,2026-01-30 11:00:00
D000237,iOS,Chrome,10.36.121.0/24,2026-01-07 18:00:00
D000238,macOS,Firefox,10.48.92.0/24,2026-01-31 11:00:00
D000239,Android,Edge,10.190.84.0/24,2026-01-01 21:00:00
D000240,iOS,Safari,10.118.122.0/24,2026-01-15 10:00:00
D000241,iOS,Safari,10.241.195.0/24,2026-01-16 20:00:00
D000242,macOS,Chrome,10.29.186.0/24,2026-01-03 19:00:00
D000243,Linux,Firefox,10.244.13.0/24,2026-01-25 08:00:00
D000244,Windows,Firefox,10.179.218.0/24,2026-01-05 00:00:00
D000245,Android,Edge,10.105.205.0/24,2026-02-08 14:00:00
D000246,macOS,Chrome,10.2.197.0/24,2026-01-11 06:00:00
D000247,iOS,Chrome,10.179.141.0/24,2026-01-20 23:00:00
D000248,iOS,Chrome,10.161.99.0/24,2026-01-02 03:00:00
D000249,iOS,Chrome,10.91.217.0/24,2026-02-03 22:00:00
D000250,Android,Edge,10.123.25.0/24,2026-01-30 18:00:00
D000251,Windows,Firefox,10.23.46.0/24,2026-02-09 04:00:00
D000252,Android,Edge,10.136.229.0/24,2026-02-07 21:00:00
D000253,Windows,Chrome,10.58.158.0/24,2026-02-08 09:00:00
D000254,macOS,Chrome,10.131.135.0/24,2026-01-17 03:00:00
D000255,Android,Edge,10.117.9.0/24,2026-02-04 21:00:00
D000256,Windows,Chrome,10.122.69.0/24,2026-01-21 06:00:00
D000257,Windows,Firefox,10.151.172.0/24,2026-02-06 14:00:00
D000258,Windows,Firefox,10.79.62.0/24,2026-01-20 06:00:00
D000259,Android,Chrome,10.46.4.0/24,2026-01-24 20:00:00
D000260,Android,Chrome,10.75.44.0/24,2026-01-19 06:00:00
D000261,Android,Chrome,10.73.97.0/24,2026-01-09 21:00:00
D000262,iOS,Safari,10.227.78.0/24,2026-02-03 11:00:00
D000263,macOS,Chrome,10.78.63.0/24,2026-01-04 12:00:00
D000264,Android,Edge,10.7.6.0/24,2026-02-08 15:00:00
D000265,Android,Chrome,10.219.42.0/24,2026-02-09 20:00:00
D000266,macOS,Firefox,10.94.69.0/24,2026-01-18 02:00:00
D000267,macOS,Chrome,10.49.150.0/24,2026-01-23 18:00:00
D000268,iOS,Chrome,10.213.166.0/24,2026-01-08 23:00:00
D000269,Windows,Firefox,10.40.192.0/24,2026-01-06 04:00:00
D000270,Android,Firefox,10.68.25.0/24,2026-02-05 16:00:00
D000271,iOS,Chrome,10.205.90.0/24,2026-01-06 09:00:00
D000272,Android,Chrome,10.30.27.0/24,2026-01-04 16:00:00
D000273,iOS,Safari,10.14.110.0/24,2026-01-30 01:00:00
D000274,iOS,Safari,10.20.162.0/24,2026-01-06 19:00:00
D000275,iOS,Chrome,10.251.240.0/24,2026-01-30 09:00:00
D000276,Android,Chrome,10.103.16.0/24,2026-01-12 04:00:00
D000277,Android,Firefox,10.199.26.0/24,2026-02-09 02:00:00
D000278,Android,Edge,10.237.121.0/24,2026-01-17 08:00:00
D000279,Windows,Firefox,10.246.166.0/24,2026-01-31 08:00:00
D000280,Android,Firefox,10.254.6.0/24,2026-01-31 20:00:00
D000281,Android,Firefox,10.142.225.0/24,2026-02-11 09:00:00
D000282,Windows,Chrome,10.222.118.0/24,2026-02-12 15:00:00
D000283,Android,Edge,10.106.45.0/24,2026-01-20 05:00:00
D000284,macOS,Safari,10.122.132.0/24,2026-02-08 09:00:00
D000285,macOS,Firefox,10.66.166.0/24,2026-02-10 19:00:00
D000286,iOS,Safari,10.27.60.0/24,2026-01-23 00:00:00
D000287,Android,Chrome,10.44.134.0/24,2026-01-20 21:00:00
D000288,iOS,Chrome,10.23.22.0/24,2026-01-22 13:00:00
D000289,Android,Edge,10.226.177.0/24,2026-01-06 07:00:00
D000290,Android,Firefox,10.83.117.0/24,2026-01-07 17:00:00
D000291,Android,Chrome,10.219.21.0/24,2026-01-07 13:00:00
D000292,Android,Chrome,10.137.232.0/24,2026-01-24 23:00:00
D000293,iOS,Chrome,10.223.162.0/24,2026-01-09 16:00:00
D000294,iOS,Safari,10.168.220.0/24,2026-02-09 05:00:00
D000295,Windows,Chrome,10.55.20.0/24,2026-01-29 21:00:00
D000296,iOS,Chrome,10.205.140.0/24,2026-01-29 05:00:00
D000297,Android,Chrome,10.101.197.0/24,2026-02-09 09:00:00
D000298,Windows,Edge,10.76.180.0/24,2026-02-03 01:00:00
D000299,Android,Chrome,10.252.158.0/24,2026-01-31 04:00:00
D000300,Windows,Edge,10.156.67.0/24,2026-01-10 00:00:00
D000301,Android,Chrome,10.246.182.0/24,2026-01-06 21:00:00
D000302,Android,Chrome,10.96.243.0/24,2026-02-04 10:00:00
D000303,iOS,Safari,10.140.175.0/24,2026-02-01 15:00:00
D000304,Android,Firefox,10.42.3.0/24,2026-01-06 21:00:00
D000305,Android,Edge,10.54.32.0/24,2026-01-22 02:00:00
D000306,iOS,Chrome,10.10.130.0/24,2026-01-08 21:00:00
D000307,iOS,Safari,10.48.28.0/24,2026-02-10 14:00:00
D000308,Android,Firefox,10.36.104.0/24,2026-01-30 08:00:00
D000309,Windows,Chrome,10.204.209.0/24,2026-02-02 05:00:00
D000310,iOS,Safari,10.153.208.0/24,2026-01-25 12:00:00
D000311,macOS,Safari,10.1.47.0/24,2026-02-03 13:00:00
D000312,Android,Firefox,10.112.190.0/24,2026-01-25 10:00:00
D000313,macOS,Chrome,10.84.209.0/24,2026-01-02 19:00:00
D000314,Windows,Edge,10.80.25.0/24,2026-02-11 21:00:00
D000315,Android,Chrome,10.185.14.0/24,2026-01-08 00:00:00
D000316,Android,Firefox,10.113.108.0/24,2026-01-16 01:00:00
D000317,Android,Edge,10.105.207.0/24,2026-02-12 21:00:00
D000318,Android,Chrome,10.149.144.0/24,2026-01-31 03:00:00
D000319,macOS,Safari,10.227.55.0/24,2026-01-10 18:00:00
D000320,iOS,Safari,10.108.198.0/24,2026-01-14 00:00:00
D000321,Windows,Chrome,10.126.140.0/24,2026-02-03 14:00:00
D000322,Android,Edge,10.13.233.0/24,2026-01-28 22:00:00
D000323,macOS,Chrome,10.143.135.0/24,2026-01-23 20:00:00
D000324,Windows,Firefox,10.18.17.0/24,2026-01-26 01:00:00
D000325,iOS,Safari,10.100.175.0/24,2026-01-05 05:00:00
D000326,Android,Chrome,10.108.22.0/24,2026-01-22 21:00:00
D000327,Android,Chrome,10.241.89.0/24,2026-01-21 15:00:00
D000328,Android,Edge,10.233.169.0/24,2026-01-16 12:00:00
D000329,iOS,Chrome,10.152.246.0/24,2026-01-12 11:00:00
D000330,Android,Chrome,10.121.233.0/24,2026-01-15 01:00:00
D000331,iOS,Chrome,10.212.193.0/24,2026-01-01 18:00:00
D000332,Android,Edge,10.136.132.0/24,2026-01-02 02:00:00
D000333,Android,Firefox,10.198.121.0/24,2026-02-01 14:00:00
D000334,Android,Edge,10.202.162.0/24,2026-01-26 03:00:00
D000335,Android,Edge,10.4.79.0/24,2026-01-12 16:00:00
D000336,iOS,Chrome,10.120.237.0/24,2026-01-11 00:00:00
D000337,Android,Chrome,10.58.180.0/24,2026-01-17 00:00:00
D000338,iOS,Safari,10.9.232.0/24,2026-02-08 00:00:00
D000339,iOS,Chrome,10.168.197.0/24,2026-02-08 03:00:00
D000340,macOS,Chrome,10.231.232.0/24,2026-02-08 10:00:00
D000341,iOS,Chrome,10.219.76.0/24,2026-01-07 03:00:00
D000342,iOS,Safari,10.166.103.0/24,2026-01-07 17:00:00
D000343,Android,Edge,10.166.12.0/24,2026-01-26 17:00:00
D000344,Android,Firefox,10.155.91.0/24,2026-01-09 23:00:00
D000345,macOS,Safari,10.132.126.0/24,2026-01-17 03:00:00
D000346,Android,Firefox,10.7.17.0/24,2026-01-25 15:00:00
D000347,Android,Chrome,10.98.23.0/24,2026-01-01 18:00:00
D000348,Windows,Chrome,10.97.140.0/24,2026-01-18 12:00:00
D000349,Android,Firefox,10.249.168.0/24,2026-01-26 06:00:00
D000350,Android,Firefox,10.215.238.0/24,2026-01-01 04:00:00
D000351,iOS,Chrome,10.20.226.0/24,2026-01-07 04:00:00
D000352,Android,Chrome,10.29.115.0/24,2026-01-20 20:00:00
D000353,Android,Chrome,10.180.141.0/24,2026-01-20 19:00:00
D000354,Windows,Firefox,10.116.49.0/24,2026-02-14 18:00:00
D000355,Windows,Firefox,10.240.190.0/24,2026-01-21 16:00:00
D000356,iOS,Chrome,10.234.51.0/24,2026-02-05 12:00:00
D000357,iOS,Chrome,10.169.226.0/24,2026-01-21 17:00:00
D000358,Android,Chrome,10.187.126.0/24,2026-01-17 14:00:00
D000359,Android,Chrome,10.212.252.0/24,2026-02-02 17:00:00
D000360,iOS,Safari,10.95.4.0/24,2026-02-12 17:00:00
D000361,iOS,Safari,10.189.202.0/24,2026-01-05 07:00:00
D000362,Android,Chrome,10.122.104.0/24,2026-02-07 03:00:00
D000363,iOS,Chrome,10.2.240.0/24,2026-01-19 17:00:00
D000364,Android,Firefox,10.195.87.0/24,2026-01-10 03:00:00
D000365,Android,Chrome,10.141.147.0/24,2026-01-31 12:00:00
D000366,iOS,Safari,10.158.63.0/24,2026-01-30 02:00:00
D000367,iOS,Safari,10.16.199.0/24,2026-02-06 01:00:00
D000368,iOS,Safari,10.181.68.0/24,2026-01-11 12:00:00
D000369,Android,Firefox,10.13.91.0/24,2026-02-10 22:00:00
D000370,Android,Firefox,10.248.82.0/24,2026-02-08 00:00:00
D000371,Android,Edge,10.60.156.0/24,2026-01-20 13:00:00
D000372,Android,Edge,10.61.41.0/24,2026-01-10 17:00:00
D000373,Android,Chrome,10.243.70.0/24,2026-01-10 19:00:00
D000374,Android,Chrome,10.153.228.0/24,2026-01-09 10:00:00
D000375,Windows,Firefox,10.212.37.0/24,2026-02-06 22:00:00
D000376,Android,Chrome,10.214.85.0/24,2026-01-11 08:00:00
D000377,Android,Edge,10.78.232.0/24,2026-01-05 19:00:00
D000378,Android,Chrome,10.120.42.0/24,2026-02-11 23:00:00
D000379,Android,Chrome,10.205.72.0/24,2026-01-06 02:00:00
D000380,Android,Chrome,10.214.73.0/24,2026-02-11 12:00:00
D000381,macOS,Safari,10.240.7.0/24,2026-01-29 06:00:00
D000382,Windows,Firefox,10.173.46.0/24,2026-01-08 20:00:00
D000383,iOS,Safari,10.194.56.0/24,2026-02-04 13:00:00
D000384,Android,Chrome,10.54.229.0/24,2026-02-02 17:00:00
D000385,iOS,Chrome,10.56.136.0/24,2026-01-02 02:00:00
D000386,Android,Firefox,10.201.11.0/24,2026-01-27 12:00:00
D000387,Android,Firefox,10.101.107.0/24,2026-02-09 09:00:00
D000388,macOS,Safari,10.174.1.0/24,2026-02-02 09:00:00
D000389,Android,Chrome,10.13.20.0/24,2026-02-08 20:00:00
D000390,Windows,Edge,10.171.190.0/24,2026-02-11 13:00:00
D000391,Android,Firefox,10.94.193.0/24,2026-02-01 15:00:00
D000392,Android,Chrome,10.40.207.0/24,2026-01-27 11:00:00
D000393,Android,Chrome,10.10.179.0/24,2026-02-02 14:00:00
D000394,iOS,Safari,10.93.205.0/24,2026-01-05 09:00:00
D000395,Windows,Edge,10.227.197.0/24,2026-01-23 21:00:00
