order_id,account_id,device_id,address_id,phone_hash,instrument_id,amount,discount_amount,coupon_code,category,order_timestamp,delivery_status,delivery_attempts,delivery_timestamp,rto_flag,return_flag,return_reason_code,return_timestamp,return_lag_hours,refund_flag,refund_amount,refund_timestamp,dispute_flag,dispute_created_at,dispute_phase,dispute_reason_code,dispute_reason_category,evidence_availability
ORD0000010,A000005,D007722,ADDR002140,bfbf55ba8e5f02c2,PI010249,21740.0,0.0,,electronics,2026-02-08 09:26:25.263322953,delivered,1,2026-02-09 09:26:25.263322953,False,False,,,,False,,,False,,,,,
ORD0000011,A000005,D007722,ADDR002140,bfbf55ba8e5f02c2,PI010249,24000.0,0.0,,electronics,2026-02-14 09:27:17.732083216,delivered,1,2026-02-16 09:27:17.732083216,False,False,,,,False,,,False,,,,,
ORD0000012,A000006,D003682,ADDR002173,93dbad2d408f113d,PI003690,24000.0,0.0,,electronics,2026-01-14 22:20:32.558502341,delivered,2,2026-01-17 22:20:32.558502341,False,False,,,,False,,,False,,,,,
ORD0000013,A000006,D003682,ADDR002173,93dbad2d408f113d,PI003690,6130.0,0.0,,fashion,2026-01-29 08:42:14.621977812,delivered,1,2026-01-31 08:42:14.621977812,False,True,defective,2026-02-05 08:42:14.621977812,120.0,True,6130.0,2026-02-06 10:42:14.621977812,False,,,,,
ORD0000014,A000008,D014074,ADDR000047,608050315d28dd57,PI011344,6430.0,0.0,,electronics,2026-01-27 18:08:47.251775934,delivered,1,2026-01-31 18:08:47.251775934,False,False,,,,False,,,False,,,,,
ORD0000015,A000010,D003662,ADDR015038,9a1ba209321d35b8,PI011471,2570.0,0.0,,grocery,2026-01-12 14:13:39.600139942,delivered,1,2026-01-14 14:13:39.600139942,False,False,,,,False,,,False,,,,,
ORD0000016,A000010,D003662,ADDR015038,9a1ba209321d35b8,PI011471,6040.0,281.47,PROMO_1802,fashion,2026-01-13 02:36:44.589708628,delivered,1,2026-01-15 02:36:44.589708628,False,True,size_fit,2026-01-17 02:36:44.589708628,48.0,True,6040.0,2026-01-17 06:36:44.589708628,False,,,,,
ORD0000017,A000010,D003662,ADDR015038,9a1ba209321d35b8,PI011471,4170.0,548.2,PROMO_7005,toys,2026-01-14 09:19:21.888186377,delivered,1,2026-01-17 09:19:21.888186377,False,True,not_as_described,2026-01-19 09:19:21.888186377,48.0,True,4170.0,2026-01-20 13:19:21.888186377,False,,,,,
ORD0000018,A000010,D003662,ADDR015038,9a1ba209321d35b8,PI011471,2270.0,0.0,,toys,2026-01-16 17:22:47.645961309,delivered,1,2026-01-18 17:22:47.645961309,False,False,,,,False,,,False,,,,,
ORD0000019,A000010,D003662,ADDR015038,9a1ba209321d35b8,PI011471,3310.0,0.0,,grocery,2026-01-21 15:12:42.256882978,delivered,1,2026-01-23 15:12:42.256882978,False,False,,,,False,,,False,,,,,
ORD0000020,A000010,D003662,ADDR015038,9a1ba209321d35b8,PI011471,1410.0,133.72,PROMO_5830,grocery,2026-01-21 18:57:46.677799510,delivered,2,2026-01-23 18:57:46.677799510,False,False,,,,False,,,False,,,,,
ORD0000021,A000011,D023181,ADDR013832,c4c4b3bc011b8dc2,PI007222,3370.0,0.0,,grocery,2026-02-09 11:06:51.553586483,delivered,2,2026-02-12 11:06:51.553586483,False,False,,,,False,,,False,,,,,
ORD0000022,A000012,D011084,ADDR015410,fc5581c2ac9c1c25,PI003514,13960.0,0.0,,electronics,2026-02-16 08:21:53.903192456,delivered,1,2026-02-18 08:21:53.903192456,False,False,,,,False,,,False,,,,,
ORD0000023,A000014,D019091,ADDR017003,57e3357a432ab5cb,PI001364,3770.0,0.0,,toys,2026-02-08 19:01:27.645352986,delivered,3,2026-02-10 19:01:27.645352986,False,False,,,,False,,,False,,,,,
ORD0000024,A000014,D019091,ADDR017003,57e3357a432ab5cb,PI001364,1120.0,0.0,,grocery,2026-02-09 20:29:33.541350109,delivered,1,2026-02-11 20:29:33.541350109,False,False,,,,False,,,False,,,,,
ORD0000025,A000014,D019091,ADDR017003,57e3357a432ab5cb,PI001364,2530.0,0.0,,fashion,2026-02-14 12:52:18.216754751,delivered,1,2026-02-16 12:52:18.216754751,False,False,,,,False,,,False,,,,,
ORD0000026,A000015,D007949,ADDR015782,7b38c7fbf26040ae,PI003322,5890.0,0.0,,fashion,2026-01-30 17:25:18.581346191,delivered,1,2026-02-01 17:25:18.581346191,False,False,,,,False,,,False,,,,,
ORD0000027,A000015,D007949,ADDR015782,7b38c7fbf26040ae,PI003322,14010.0,0.0,,electronics,2026-01-31 13:43:03.504814021,delivered,1,2026-02-03 13:43:03.504814021,False,True,defective,2026-02-05 13:43:03.504814021,48.0,True,14010.0,2026-02-05 19:43:03.504814021,False,,,,,
ORD0000028,A000015,D007949,ADDR015782,7b38c7fbf26040ae,PI003322,4500.0,0.0,,grocery,2026-02-04 05:51:31.031521573,delivered,2,2026-02-06 05:51:31.031521573,False,False,,,,False,,,False,,,,,
ORD0000029,A000015,D007949,ADDR015782,7b38c7fbf26040ae,PI003322,1170.0,0.0,,grocery,2026-02-11 22:03:01.003259080,delivered,1,2026-02-13 22:03:01.003259080,False,False,,,,False,,,False,,,,,
ORD0000030,A000016,D017776,ADDR018141,a83731af2de40b0c,PI024877,2930.0,303.62,PROMO_5170,home,2026-02-08 03:06:12.271688937,delivered,1,2026-02-09 03:06:12.271688937,False,True,defective,2026-02-12 03:06:12.271688937,72.0,True,2930.0,2026-02-12 15:06:12.271688937,False,,,,,
ORD0000031,A000017,D016827,ADDR005337,f09801090458ea39,PI022485,6960.0,0.0,,home,2026-02-01 03:40:17.424449756,delivered,1,2026-02-02 03:40:17.424449756,False,False,,,,False,,,False,,,,,
ORD0000032,A000018,D010774,ADDR007753,082c1896e8de8789,PI012125,1270.0,0.0,,grocery,2026-01-26 15:15:29.084946326,delivered,2,2026-01-29 15:15:29.084946326,False,False,,,,False,,,False,,,,,
ORD0000033,A000018,D010774,ADDR007753,082c1896e8de8789,PI012125,1500.0,0.0,,grocery,2026-01-29 19:23:40.123284878,delivered,1,2026-01-31 19:23:40.123284878,False,False,,,,False,,,False,,,,,
ORD0000034,A000018,D010774,ADDR007753,082c1896e8de8789,PI012125,4180.0,0.0,,home,2026-01-31 02:27:00.826238627,delivered,1,2026-02-04 02:27:00.826238627,False,False,,,,False,,,False,,,,,
ORD0000035,A000019,D004373,ADDR002055,4f6190ff9835ddb9,PI022869,3300.0,363.57,PROMO_5535,grocery,2026-01-11 01:28:37.635259495,delivered,2,2026-01-13 01:28:37.635259495,False,False,,,,False,,,False,,,,,
ORD0000036,A000019,D004373,ADDR005804,4f6190ff9835ddb9,PI022869,9070.0,0.0,,home,2026-01-19 05:22:10.053919863,delivered,1,2026-01-21 05:22:10.053919863,False,True,not_as_described,2026-01-25 05:22:10.053919863,96.0,True,9070.0,2026-01-26 20:22:10.053919863,False,,,,,
ORD0000037,A000019,D004373,ADDR005804,4f6190ff9835ddb9,PI022869,4150.0,0.0,,fashion,2026-01-29 02:25:47.073955487,delivered,1,2026-01-31 02:25:47.073955487,False,False,,,,False,,,False,,,,,
ORD0000038,A000019,D004373,ADDR002055,4f6190ff9835ddb9,PI022869,2800.0,0.0,,grocery,2026-02-04 20:59:02.367730510,delivered,1,2026-02-06 20:59:02.367730510,False,False,,,,False,,,False,,,,,
ORD0000039,A000020,D003580,ADDR014245,97afdd3fda47c85e,PI002327,12260.0,0.0,,electronics,2026-02-02 18:38:50.432856385,delivered,2,2026-02-04 18:38:50.432856385,False,False,,,,False,,,False,,,,,
ORD0000040,A000020,D003580,ADDR014245,97afdd3fda47c85e,PI002327,9470.0,0.0,,home,2026-02-05 15:36:51.238307605,delivered,1,2026-02-08 15:36:51.238307605,False,False,,,,False,,,False,,,,,
ORD0000041,A000020,D003580,ADDR014245,97afdd3fda47c85e,PI002327,1970.0,0.0,,grocery,2026-02-10 17:20:36.235281080,delivered,1,2026-02-12 17:20:36.235281080,False,False,,,,False,,,False,,,,,
ORD0000042,A000020,D003580,ADDR014245,97afdd3fda47c85e,PI029243,12000.0,0.0,,home,2026-02-14 02:22:55.243690978,delivered,2,2026-02-17 02:22:55.243690978,False,True,not_as_described,2026-02-20 02:22:55.243690978,72.0,True,12000.0,2026-02-20 17:22:55.243690978,False,,,,,
ORD0000043,A000022,D009070,ADDR015107,ebb4504789d2d536,PI015609,5620.0,0.0,,fashion,2026-01-30 11:03:27.118746807,delivered,1,2026-02-01 11:03:27.118746807,False,False,,,,False,,,False,,,,,
ORD0000044,A000022,D014886,ADDR001699,ebb4504789d2d536,PI015560,1170.0,0.0,,grocery,2026-02-01 04:16:43.368564412,delivered,2,2026-02-03 04:16:43.368564412,False,True,not_as_described,2026-02-06 04:16:43.368564412,72.0,True,1170.0,2026-02-07 16:16:43.368564412,False,,,,,
ORD0000045,A000022,D014886,ADDR015107,ebb4504789d2d536,PI015609,1650.0,0.0,,grocery,2026-02-01 12:53:23.651590633,delivered,2,2026-02-03 12:53:23.651590633,False,False,,,,False,,,False,,,,,
ORD0000046,A000022,D009070,ADDR015107,ebb4504789d2d536,PI015609,3100.0,293.76,PROMO_4665,fashion,2026-02-10 15:38:41.634190960,delivered,1,2026-02-13 15:38:41.634190960,False,False,,,,False,,,False,,,,,
ORD0000047,A000023,D009487,ADDR011812,faa77a399c294158,PI029730,8250.0,0.0,,fashion,2026-01-28 19:22:03.435096452,delivered,2,2026-01-29 19:22:03.435096452,False,False,,,,False,,,False,,,,,
ORD0000048,A000023,D009487,ADDR011812,faa77a399c294158,PI029730,3730.0,0.0,,toys,2026-02-01 15:08:47.088735238,delivered,2,2026-02-04 15:08:47.088735238,False,False,,,,False,,,False,,,,,
ORD0000049,A000024,D007403,ADDR012080,730997b3d23ac6d4,PI012487,4710.0,0.0,,home,2026-01-21 08:08:54.994168970,delivered,1,2026-01-24 08:08:54.994168970,False,False,,,,False,,,False,,,,,
ORD0000050,A000025,D002173,ADDR008390,a9330a51fc6ba743,PI013727,6200.0,0.0,,fashion,2026-02-03 11:46:37.522925106,delivered,1,2026-02-05 11:46:37.522925106,False,False,,,,False,,,False,,,,,
ORD0000051,A000025,D002173,ADDR008390,a9330a51fc6ba743,PI013727,6560.0,684.95,PROMO_9150,fashion,2026-02-04 05:06:54.900149568,delivered,1,2026-02-06 05:06:54.900149568,False,False,,,,False,,,False,,,,,
ORD0000052,A000025,D002173,ADDR008390,a9330a51fc6ba743,PI014551,1580.0,0.0,,toys,2026-02-10 19:25:52.715781671,delivered,1,2026-02-13 19:25:52.715781671,False,False,,,,False,,,False,,,,,
ORD0000053,A000026,D023293,ADDR013205,b5108ef43f8b2380,PI011345,4660.0,431.65,PROMO_2693,home,2026-02-03 08:35:04.614635272,delivered,1,2026-02-05 08:35:04.614635272,False,True,not_as_described,2026-02-07 08:35:04.614635272,48.0,True,4660.0,2026-02-08 05:35:04.614635272,False,,,,,
ORD0000054,A000026,D023293,ADDR013205,b5108ef43f8b2380,PI011345,2280.0,0.0,,fashion,2026-02-08 11:07:01.791129734,delivered,1,2026-02-10 11:07:01.791129734,False,True,not_as_described,2026-02-13 11:07:01.791129734,72.0,True,2280.0,2026-02-13 20:07:01.791129734,True,2026-02-15 20:07:01.791129734,retrieval,duplicate_charge,,
ORD0000055,A000027,D010072,ADDR016778,2e7c888d13a8bbaf,PI004484,2570.0,0.0,,grocery,2026-01-16 09:18:15.896348884,delivered,2,2026-01-17 09:18:15.896348884,False,False,,,,False,,,False,,,,,
ORD0000056,A000027,D010072,ADDR016778,2e7c888d13a8bbaf,PI004484,4720.0,509.15,PROMO_395,fashion,2026-01-16 11:23:56.383324576,delivered,1,2026-01-19 11:23:56.383324576,False,True,size_fit,2026-01-21 11:23:56.383324576,48.0,True,4720.0,2026-01-23 07:23:56.383324576,False,,,,,
ORD0000057,A000027,D010072,ADDR016778,2e7c888d13a8bbaf,PI004484,1650.0,0.0,,grocery,2026-01-25 17:47:28.580364154,delivered,2,2026-01-27 17:47:28.580364154,False,False,,,,False,,,False,,,,,
ORD0000058,A000028,D017411,ADDR016993,bc1daccce76813cf,PI002990,15240.0,0.0,,electronics,2026-01-28 02:13:46.306971670,delivered,1,2026-01-31 02:13:46.306971670,False,False,,,,False,,,False,,,,,
ORD0000059,A000028,D017411,ADDR016993,bc1daccce76813cf,PI002990,2840.0,0.0,,grocery,2026-01-29 23:47:36.968604559,delivered,1,2026-01-31 23:47:36.968604559,False,False,,,,False,,,False,,,,,
ORD0000060,A000028,D017411,ADDR016993,bc1daccce76813cf,PI002990,4870.0,0.0,,home,2026-01-30 10:30:47.646505929,delivered,1,2026-02-02 10:30:47.646505929,False,True,size_fit,2026-02-04 10:30:47.646505929,48.0,True,4870.0,2026-02-05 19:30:47.646505929,False,,,,,
ORD0000061,A000028,D017411,ADDR016993,bc1daccce76813cf,PI002990,5880.0,0.0,,electronics,2026-02-01 08:08:08.914561883,delivered,1,2026-02-04 08:08:08.914561883,False,False,,,,False,,,False,,,,,
ORD0000062,A000028,D017411,ADDR016993,bc1daccce76813cf,PI002990,7240.0,0.0,,fashion,2026-02-13 22:40:56.131543496,delivered,1,2026-02-16 22:40:56.131543496,False,False,,,,False,,,False,,,,,
ORD0000063,A000029,D023347,ADDR016135,ef8bfddf262bc316,PI011357,2470.0,0.0,,toys,2026-02-08 15:03:24.740435108,delivered,1,2026-02-11 15:03:24.740435108,False,True,not_as_described,2026-02-15 15:03:24.740435108,96.0,True,2470.0,2026-02-16 08:03:24.740435108,False,,,,,
ORD0000064,A000029,D023347,ADDR016135,ef8bfddf262bc316,PI011357,7190.0,0.0,,fashion,2026-02-09 19:29:18.161269501,delivered,2,2026-02-11 19:29:18.161269501,False,False,,,,False,,,False,,,,,
ORD0000065,A000029,D023347,ADDR016135,ef8bfddf262bc316,PI011357,9140.0,540.52,PROMO_795,home,2026-02-14 07:12:38.544389689,delivered,1,2026-02-16 07:12:38.544389689,False,False,,,,False,,,False,,,,,
ORD0000066,A000029,D023347,ADDR016135,ef8bfddf262bc316,PI011357,8330.0,0.0,,home,2026-02-16 19:20:25.516278446,delivered,1,2026-02-18 19:20:25.516278446,False,False,,,,False,,,False,,,,,
ORD0000067,A000030,D007873,ADDR011478,10ef85886898ee9d,PI020709,8820.0,1209.39,PROMO_1262,home,2026-01-08 02:56:16.907329704,delivered,2,2026-01-10 02:56:16.907329704,False,False,,,,False,,,False,,,,,
ORD0000068,A000030,D007873,ADDR010750,10ef85886898ee9d,PI020709,6230.0,0.0,,fashion,2026-01-12 22:18:17.385497805,delivered,2,2026-01-14 22:18:17.385497805,False,False,,,,False,,,False,,,,,
ORD0000069,A000030,D007873,ADDR011478,10ef85886898ee9d,PI020709,4490.0,0.0,,electronics,2026-01-13 02:01:48.167838126,delivered,1,2026-01-14 02:01:48.167838126,False,False,,,,False,,,False,,,,,
ORD0000070,A000030,D007873,ADDR010750,10ef85886898ee9d,PI020709,8360.0,0.0,,fashion,2026-01-15 07:47:35.341360117,delivered,1,2026-01-18 07:47:35.341360117,False,False,,,,False,,,False,,,,,
ORD0000071,A000030,D007873,ADDR011478,10ef85886898ee9d,PI020709,2160.0,0.0,,grocery,2026-01-16 16:37:37.653022916,delivered,1,2026-01-18 16:37:37.653022916,False,False,,,,False,,,False,,,,,
ORD0000072,A000030,D007873,ADDR011478,10ef85886898ee9d,PI020709,3040.0,533.58,PROMO_1265,grocery,2026-01-23 16:43:39.815329439,delivered,1,2026-01-25 16:43:39.815329439,False,False,,,,False,,,False,,,,,
ORD0000073,A000030,D007873,ADDR010750,10ef85886898ee9d,PI020709,2490.0,161.83,PROMO_6570,fashion,2026-01-25 15:35:44.609641858,delivered,1,2026-01-29 15:35:44.609641858,False,True,defective,2026-02-03 15:35:44.609641858,120.0,True,2490.0,2026-02-05 12:35:44.609641858,False,,,,,
ORD0000074,A000031,D005732,ADDR003114,2b06a453a33c8c54,PI023728,2150.0,0.0,,grocery,2026-01-14 15:27:12.615421164,delivered,1,2026-01-16 15:27:12.615421164,False,False,,,,False,,,False,,,,,
ORD0000075,A000031,D024701,ADDR003114,2b06a453a33c8c54,PI023728,3390.0,406.92,PROMO_9532,fashion,2026-01-15 11:19:55.487550346,delivered,1,2026-01-18 11:19:55.487550346,False,False,,,,False,,,True,2026-01-21 11:19:55.487550346,retrieval,not_as_described,,
ORD0000076,A000031,D005732,ADDR019901,2b06a453a33c8c54,PI023728,4820.0,0.0,,fashion,2026-01-17 22:49:11.418289320,delivered,1,2026-01-21 22:49:11.418289320,False,False,,,,False,,,False,,,,,
ORD0000077,A000031,D005732,ADDR003114,2b06a453a33c8c54,PI030701,4500.0,0.0,,grocery,2026-01-31 01:19:30.464945281,delivered,1,2026-02-03 01:19:30.464945281,False,False,,,,False,,,False,,,,,
ORD0000078,A000031,D005732,ADDR003114,2b06a453a33c8c54,PI023728,4330.0,0.0,,home,2026-02-09 05:11:23.901140116,delivered,1,2026-02-12 05:11:23.901140116,False,False,,,,False,,,False,,,,,
ORD0000079,A000031,D024701,ADDR003114,2b06a453a33c8c54,PI030701,11280.0,0.0,,home,2026-02-10 07:53:02.321659867,delivered,1,2026-02-12 07:53:02.321659867,False,False,,,,False,,,False,,,,,
ORD0000080,A000033,D014403,ADDR001849,164960a27ddf10fd,PI008482,4780.0,0.0,,home,2026-02-17 19:41:55.491433359,delivered,2,2026-02-19 19:41:55.491433359,False,False,,,,False,,,False,,,,,
ORD0000081,A000033,D014403,ADDR001849,164960a27ddf10fd,PI008482,3820.0,0.0,,electronics,2026-02-19 02:08:26.980523490,delivered,1,2026-02-20 02:08:26.980523490,False,False,,,,False,,,False,,,,,
ORD0000082,A000034,D013898,ADDR014163,26b1da22663fbc34,PI011309,3960.0,0.0,,grocery,2026-02-14 05:07:23.200241906,delivered,2,2026-02-15 05:07:23.200241906,False,True,size_fit,2026-02-17 05:07:23.200241906,48.0,True,3960.0,2026-02-17 16:07:23.200241906,False,,,,,
ORD0000083,A000034,D013898,ADDR014163,26b1da22663fbc34,PI011309,1400.0,217.76,PROMO_2431,grocery,2026-02-16 11:52:46.778699269,delivered,1,2026-02-19 11:52:46.778699269,False,False,,,,False,,,False,,,,,
ORD0000084,A000034,D013898,ADDR014163,26b1da22663fbc34,PI011309,4520.0,0.0,,toys,2026-02-19 00:27:33.587248005,delivered,1,2026-02-21 00:27:33.587248005,False,False,,,,False,,,False,,,,,
ORD0000085,A000034,D013898,ADDR014163,26b1da22663fbc34,PI011309,2700.0,0.0,,grocery,2026-02-19 11:37:01.749058174,delivered,2,2026-02-20 11:37:01.749058174,False,False,,,,False,,,False,,,,,
ORD0000086,A000036,D001701,ADDR010478,e9cabc62e5611ac7,PI025676,24000.0,0.0,,electronics,2026-01-23 21:55:24.489395276,delivered,1,2026-01-24 21:55:24.489395276,False,False,,,,False,,,False,,,,,
ORD0000087,A000036,D001701,ADDR010478,e9cabc62e5611ac7,PI025676,7040.0,0.0,,electronics,2026-01-24 17:06:58.870987843,delivered,1,2026-01-27 17:06:58.870987843,False,False,,,,False,,,False,,,,,
ORD0000088,A000037,D017357,ADDR008160,a9f67b2cf08c1208,PI013090,9000.0,0.0,,fashion,2026-01-24 06:51:13.100769363,delivered,1,2026-01-26 06:51:13.100769363,False,False,,,,False,,,False,,,,,
ORD0000089,A000037,D017357,ADDR008160,a9f67b2cf08c1208,PI013090,3370.0,0.0,,grocery,2026-02-02 08:45:39.589076826,delivered,1,2026-02-05 08:45:39.589076826,False,False,,,,False,,,False,,,,,
ORD0000090,A000037,D017357,ADDR008160,a9f67b2cf08c1208,PI013090,2120.0,0.0,,grocery,2026-02-03 22:45:16.149627167,delivered,2,2026-02-05 22:45:16.149627167,False,True,not_as_described,2026-02-06 22:45:16.149627167,24.0,True,2120.0,2026-02-08 04:45:16.149627167,False,,,,,
ORD0000091,A000038,D014609,ADDR013441,ce00b1fa3dbd0dfa,PI014428,2770.0,0.0,,toys,2026-02-13 17:32:50.366255454,delivered,1,2026-02-14 17:32:50.366255454,False,False,,,,False,,,False,,,,,
ORD0000092,A000038,D014609,ADDR013441,ce00b1fa3dbd0dfa,PI002452,430.0,0.0,,books,2026-02-14 18:59:01.527444648,delivered,2,2026-02-16 18:59:01.527444648,False,False,,,,False,,,False,,,,,
ORD0000093,A000039,D023344,ADDR011634,e3d41d5b851d63fb,PI005894,4220.0,546.7,PROMO_6573,home,2026-02-05 12:15:09.938299229,delivered,1,2026-02-07 12:15:09.938299229,False,False,,,,False,,,False,,,,,
ORD0000094,A000039,D023344,ADDR011634,e3d41d5b851d63fb,PI005894,6090.0,0.0,,fashion,2026-02-08 22:30:27.567636936,delivered,1,2026-02-11 22:30:27.567636936,False,False,,,,False,,,False,,,,,
ORD0000095,A000039,D023344,ADDR011634,e3d41d5b851d63fb,PI005894,12840.0,0.0,,electronics,2026-02-13 04:12:58.304421685,delivered,1,2026-02-17 04:12:58.304421685,False,False,,,,False,,,False,,,,,
ORD0000096,A000039,D023344,ADDR011634,e3d41d5b851d63fb,PI005894,1020.0,152.96,PROMO_2501,grocery,2026-02-17 16:09:05.823917947,delivered,1,2026-02-21 16:09:05.823917947,False,False,,,,False,,,False,,,,,
ORD0000097,A000040,D012592,ADDR012672,de1ad9ac76156790,PI015305,3060.0,0.0,,home,2026-01-27 18:43:37.543621471,delivered,1,2026-01-30 18:43:37.543621471,False,True,size_fit,2026-02-01 18:43:37.543621471,48.0,True,3060.0,2026-02-03 01:43:37.543621471,False,,,,,
ORD0000098,A000041,D003198,ADDR019062,47b2295bb2491ed7,PI004277,2050.0,330.15,PROMO_9003,books,2026-02-06 17:46:05.903091694,delivered,1,2026-02-08 17:46:05.903091694,False,True,not_as_described,2026-02-09 17:46:05.903091694,24.0,True,2050.0,2026-02-10 03:46:05.903091694,False,,,,,
ORD0000099,A000041,D003198,ADDR019062,47b2295bb2491ed7,PI010299,2290.0,0.0,,grocery,2026-02-12 09:06:04.730760352,delivered,1,2026-02-16 09:06:04.730760352,False,False,,,,False,,,False,,,,,
ORD0000100,A000042,D008412,ADDR015391,055b625a73c133a6,PI009449,6990.0,0.0,,home,2026-02-08 21:38:07.575332008,delivered,2,2026-02-11 21:38:07.575332008,False,False,,,,False,,,False,,,,,
ORD0000101,A000042,D008412,ADDR017353,055b625a73c133a6,PI009449,6250.0,0.0,,electronics,2026-02-19 01:12:55.001787458,delivered,2,2026-02-21 01:12:55.001787458,False,False,,,,False,,,False,,,,,
ORD0000102,A000044,D019831,ADDR012665,5a3ddaa0c4bdc83f,PI025721,1720.0,0.0,,grocery,2026-01-31 22:00:48.366559296,delivered,1,2026-02-01 22:00:48.366559296,False,False,,,,False,,,False,,,,,
ORD0000103,A000044,D019831,ADDR012665,5a3ddaa0c4bdc83f,PI025721,16780.0,0.0,,electronics,2026-02-03 21:28:42.921054282,delivered,1,2026-02-05 21:28:42.921054282,False,False,,,,False,,,False,,,,,
ORD0000104,A000044,D019831,ADDR012665,5a3ddaa0c4bdc83f,PI025721,8900.0,0.0,,home,2026-02-04 13:22:22.253453127,delivered,1,2026-02-07 13:22:22.253453127,False,False,,,,False,,,False,,,,,
ORD0000105,A000044,D019831,ADDR012665,5a3ddaa0c4bdc83f,PI025721,4030.0,0.0,,fashion,2026-02-10 15:50:57.221703664,delivered,2,2026-02-12 15:50:57.221703664,False,True,,,,False,,,False,,,,,
ORD0000106,A000044,D019831,ADDR000350,5a3ddaa0c4bdc83f,PI025721,5570.0,0.0,,fashion,2026-02-12 21:28:13.783651210,delivered,1,2026-02-15 21:28:13.783651210,False,False,,,,False,,,False,,,,,
ORD0000107,A000045,D006518,ADDR018922,7379cf5c7199cc7d,PI010543,7270.0,0.0,,electronics,2026-01-31 08:05:16.435159855,delivered,1,2026-02-01 08:05:16.435159855,False,False,,,,False,,,False,,,,,
ORD0000108,A000045,D010229,ADDR018922,7379cf5c7199cc7d,PI010543,580.0,0.0,,books,2026-02-01 21:32:55.161117577,delivered,2,2026-02-04 21:32:55.161117577,False,False,,,,False,,,False,,,,,
ORD0000109,A000045,D010229,ADDR018922,7379cf5c7199cc7d,PI010543,6430.0,0.0,,fashion,2026-02-12 10:11:45.328425977,delivered,3,2026-02-13 10:11:45.328425977,False,False,,,,False,,,False,,,,,
ORD0000110,A000046,D014629,ADDR011656,714ea2286e5c4dc7,PI006928,6110.0,827.02,PROMO_4067,fashion,2026-02-06 06:17:34.184937336,delivered,1,2026-02-08 06:17:34.184937336,False,False,,,,False,,,False,,,,,
ORD0000111,A000046,D001591,ADDR011656,714ea2286e5c4dc7,PI006928,3330.0,0.0,,fashion,2026-02-09 17:07:30.312636967,delivered,2,2026-02-11 17:07:30.312636967,False,False,,,,False,,,False,,,,,
ORD0000112,A000046,D014629,ADDR011656,714ea2286e5c4dc7,PI006928,4400.0,305.0,PROMO_9328,grocery,2026-02-10 06:33:49.275320416,delivered,2,2026-02-12 06:33:49.275320416,False,False,,,,False,,,False,,,,,
ORD0000113,A000047,D002671,ADDR009771,96dc873d5a0adfcb,PI019853,1180.0,159.24,PROMO_4879,grocery,2026-02-02 18:06:33.252054359,delivered,1,2026-02-03 18:06:33.252054359,False,False,,,,False,,,False,,,,,
