dispute_id,order_id,account_id,dispute_created_at,dispute_phase,dispute_reason_code,dispute_reason_category,respond_by,proof_of_service,explanation_letter,refund_confirmation,access_activity_log,refund_cancellation_policy,terms_and_conditions
DIS0000071,ORD0008004,A004287,2026-02-20 22:15:56.975229699,retrieval,item_not_received,,2026-02-27 22:15:56.975229699,True,False,False,False,True,True
DIS0000072,ORD0008236,A004426,2026-01-23 22:28:51.394207117,retrieval,item_not_received,,2026-01-30 22:28:51.394207117,True,False,False,True,True,False
DIS0000073,ORD0008428,A004531,2026-01-28 08:54:25.155589406,retrieval,unauthorized_transaction,,2026-02-04 08:54:25.155589406,False,False,False,True,True,False
DIS0000074,ORD0009062,A004904,2026-02-08 00:03:39.420938820,retrieval,item_not_received,,2026-02-15 00:03:39.420938820,False,False,False,False,False,False
DIS0000075,ORD0009105,A004926,2026-01-20 04:08:34.105884436,retrieval,unauthorized_transaction,,2026-01-27 04:08:34.105884436,True,True,False,False,False,True
DIS0000076,ORD0009319,A005040,2026-02-09 00:44:25.353491850,retrieval,item_not_received,,2026-02-16 00:44:25.353491850,False,True,True,False,True,True
DIS0000077,ORD0009610,A005209,2026-02-16 02:17:25.321974501,pre_arbitration,item_not_received,,2026-02-23 02:17:25.321974501,True,False,True,True,True,True
DIS0000078,ORD0009715,A005261,2026-02-17 21:34:46.685495468,pre_arbitration,not_as_described,,2026-02-24 21:34:46.685495468,False,True,False,True,False,True
DIS0000079,ORD0009755,A005286,2026-02-02 14:14:48.480616123,retrieval,unauthorized_transaction,,2026-02-09 14:14:48.480616123,True,False,False,False,True,False
DIS0000080,ORD0009926,A005381,,,,customer_dispute,,True,True,True,False,False,True
DIS0000081,ORD0010024,A005428,,,,customer_dispute,,True,False,True,True,False,True
DIS0000082,ORD0010095,A005463,2026-02-04 07:00:25.289978125,retrieval,item_not_received,,2026-02-11 07:00:25.289978125,True,False,False,False,True,True
DIS0000083,ORD0010257,A005541,2026-01-27 23:21:44.289149338,pre_arbitration,not_as_described,,2026-02-03 23:21:44.289149338,True,True,True,False,True,True
DIS0000084,ORD0010348,A005585,2026-02-22 00:52:56.429312812,retrieval,item_not_received,,2026-03-01 00:00:00.000000000,False,False,False,True,True,True
DIS0000085,ORD0010366,A005597,2026-01-29 06:21:39.414437934,pre_arbitration,item_not_received,,2026-02-05 06:21:39.414437934,True,True,False,False,True,False
DIS0000086,ORD0010429,A005641,2026-02-14 00:55:41.747284181,retrieval,unauthorized_transaction,,2026-02-21 00:55:41.747284181,True,False,False,False,True,True
DIS0000087,ORD0010588,A005737,2026-02-12 02:11:16.071157635,pre_arbitration,not_as_described,,2026-02-19 02:11:16.071157635,True,True,False,False,False,False
DIS0000088,ORD0010704,A005803,2026-02-05 01:52:40.567905661,retrieval,duplicate_charge,,2026-02-12 01:52:40.567905661,False,True,True,False,True,True
DIS0000089,ORD0010999,A005958,2026-02-15 06:53:12.304865701,retrieval,duplicate_charge,,2026-02-22 06:53:12.304865701,True,False,True,True,True,True
DIS0000090,ORD0011032,A005976,2026-02-10 03:12:59.162931462,retrieval,not_as_described,,2026-02-17 03:12:59.162931462,False,True,False,False,True,True
DIS0000091,ORD0011034,A005976,2026-02-12 11:06:45.058767099,arbitration,item_not_received,,2026-02-19 11:06:45.058767099,True,False,True,False,False,True
DIS0000092,ORD0011293,A006120,2026-02-17 07:21:39.433364655,retrieval,duplicate_charge,,2026-02-24 07:21:39.433364655,False,False,True,True,False,True
DIS0000093,ORD0011417,A006189,2026-02-11 10:38:15.784170974,retrieval,not_as_described,,2026-02-18 10:38:15.784170974,False,True,False,True,True,True
DIS0000094,ORD0011603,A006278,2026-02-10 06:59:36.531015424,retrieval,item_not_received,,2026-02-17 06:59:36.531015424,True,False,False,True,True,True
DIS0000095,ORD0011925,A006466,2026-02-24 07:41:31.024052220,retrieval,item_not_received,,2026-03-01 00:00:00.000000000,True,True,False,False,True,True
DIS0000096,ORD0012079,A006551,2026-02-19 07:50:06.949110445,retrieval,duplicate_charge,,2026-02-26 07:50:06.949110445,True,True,True,True,True,True
DIS0000097,ORD0012764,A006899,2026-01-24 21:25:14.003172169,retrieval,duplicate_charge,,2026-01-31 21:25:14.003172169,False,False,True,False,True,True
DIS0000098,ORD0012824,A006921,2026-02-15 09:57:22.341469740,arbitration,duplicate_charge,,2026-02-22 09:57:22.341469740,True,False,True,True,True,True
DIS0000099,ORD0012910,A006963,2026-01-19 15:04:46.944547308,pre_arbitration,item_not_received,,2026-01-26 15:04:46.944547308,True,False,False,False,True,True
DIS0000100,ORD0013039,A007027,2026-01-25 18:09:51.210997332,retrieval,duplicate_charge,,2026-02-01 18:09:51.210997332,True,True,True,False,False,True
DIS0000101,ORD0013583,A007341,2026-02-22 01:45:53.183199349,retrieval,duplicate_charge,,2026-03-01 00:00:00.000000000,True,True,True,True,True,True
DIS0000102,ORD0013611,A007354,2026-02-15 22:17:14.367358595,arbitration,item_not_received,,2026-02-22 22:17:14.367358595,True,True,False,True,True,True
DIS0000103,ORD0014039,A007593,2026-02-15 07:37:58.562144434,retrieval,duplicate_charge,,2026-02-22 07:37:58.562144434,False,False,False,True,True,True
DIS0000104,ORD0014123,A007633,2026-01-29 20:59:58.916710790,retrieval,item_not_received,,2026-02-05 20:59:58.916710790,True,False,True,False,True,True
DIS0000105,ORD0014177,A007660,2026-02-07 08:25:59.795158515,arbitration,item_not_received,,2026-02-14 08:25:59.795158515,False,False,False,True,False,True
DIS0000106,ORD0014204,A007677,2026-01-19 12:18:42.424988197,retrieval,item_not_received,,2026-01-26 12:18:42.424988197,False,True,True,True,True,True
DIS0000107,ORD0014310,A007735,2026-02-01 03:14:53.980671409,pre_arbitration,item_not_received,,2026-02-08 03:14:53.980671409,True,False,True,False,True,True
DIS0000108,ORD0014445,A007798,2026-01-29 18:49:09.641597590,retrieval,item_not_received,,2026-02-05 18:49:09.641597590,True,True,False,False,True,True
DIS0000109,ORD0014580,A007864,2026-02-16 18:09:54.376964406,pre_arbitration,duplicate_charge,,2026-02-23 18:09:54.376964406,True,True,False,True,False,True
DIS0000110,ORD0014867,A008013,2026-02-07 22:34:43.691985304,retrieval,duplicate_charge,,2026-02-14 22:34:43.691985304,True,True,False,False,True,True
DIS0000111,ORD0015146,A008146,2026-02-03 16:09:22.495377621,pre_arbitration,item_not_received,,2026-02-10 16:09:22.495377621,True,True,False,False,False,False
DIS0000112,ORD0015150,A008147,2026-02-21 22:07:37.438134891,retrieval,item_not_received,,2026-02-28 22:07:37.438134891,True,False,False,False,True,True
DIS0000113,ORD0015416,A008286,2026-02-02 18:21:09.298751812,pre_arbitration,unauthorized_transaction,,2026-02-09 18:21:09.298751812,True,False,True,False,True,True
DIS0000114,ORD0015501,A008331,2026-02-13 05:41:20.663493554,retrieval,not_as_described,,2026-02-20 05:41:20.663493554,True,False,False,False,True,False
DIS0000115,ORD0015864,A008531,2026-01-31 18:35:24.906202862,retrieval,not_as_described,,2026-02-07 18:35:24.906202862,True,True,True,True,True,True
DIS0000116,ORD0015941,A008564,2026-02-21 16:02:57.511791579,retrieval,item_not_received,,2026-02-28 16:02:57.511791579,True,False,True,True,True,True
DIS0000117,ORD0015970,A008581,2026-01-27 06:02:40.729274239,pre_arbitration,not_as_described,,2026-02-03 06:02:40.729274239,True,False,True,False,True,False
DIS0000118,ORD0016271,A008750,2026-02-14 17:33:01.987218924,pre_arbitration,item_not_received,,2026-02-21 17:33:01.987218924,True,True,False,False,True,False
DIS0000119,ORD0016344,A008787,2026-02-18 21:59:38.667574081,pre_arbitration,item_not_received,,2026-02-25 21:59:38.667574081,False,True,True,False,True,True
DIS0000120,ORD0016358,A008793,,,,customer_dispute,,False,True,False,False,True,True
DIS0000121,ORD0016370,A008796,2026-02-06 16:11:56.228834895,retrieval,unauthorized_transaction,,2026-02-13 16:11:56.228834895,True,False,True,True,True,False
DIS0000122,ORD0016460,A008860,2026-02-14 12:52:51.614538222,retrieval,item_not_received,,2026-02-21 12:52:51.614538222,False,True,True,False,False,False
DIS0000123,ORD0017294,A009316,,,,customer_dispute,,False,False,False,True,True,True
DIS0000124,ORD0017714,A009546,2026-01-22 18:55:47.605552402,pre_arbitration,item_not_received,,2026-01-29 18:55:47.605552402,True,True,True,False,True,True
DIS0000125,ORD0017838,A009613,2026-02-04 16:00:47.514848891,retrieval,not_as_described,,2026-02-11 16:00:47.514848891,True,True,True,True,True,True
DIS0000126,ORD0017901,A009639,2026-02-04 19:20:25.101180817,pre_arbitration,item_not_received,,2026-02-11 19:20:25.101180817,False,False,True,False,True,True
DIS0000127,ORD0017994,A009682,2026-02-07 06:19:45.282131252,pre_arbitration,item_not_received,,2026-02-14 06:19:45.282131252,True,True,True,False,True,False
DIS0000128,ORD0018291,A009837,2026-02-24 22:12:08.425387457,retrieval,item_not_received,,2026-03-01 00:00:00.000000000,True,False,True,False,False,False
DIS0000129,ORD0018355,A009867,2026-01-28 00:59:08.240940956,pre_arbitration,item_not_received,,2026-02-04 00:59:08.240940956,False,True,True,False,True,True
DIS0000130,ORD0018441,A009918,2026-01-28 23:21:44.186203111,pre_arbitration,duplicate_charge,,2026-02-04 23:21:44.186203111,True,False,True,False,False,True
DIS0000131,ORD0018553,A009987,2026-02-07 18:48:17.443451502,pre_arbitration,item_not_received,,2026-02-14 18:48:17.443451502,True,False,True,True,True,False
DIS0000132,ORD0019113,A010273,2026-02-05 11:11:13.855729172,retrieval,unauthorized_transaction,,2026-02-12 11:11:13.855729172,False,True,False,True,True,True
DIS0000133,ORD0019240,A010345,2026-01-28 21:55:31.980493028,retrieval,not_as_described,,2026-02-04 21:55:31.980493028,False,False,False,False,False,False
DIS0000134,ORD0019466,A010455,2026-02-06 04:50:10.090655599,retrieval,item_not_received,,2026-02-13 04:50:10.090655599,True,True,False,True,True,True
DIS0000135,ORD0019967,A010710,2026-01-27 10:48:15.379742743,retrieval,item_not_received,,2026-02-03 10:48:15.379742743,True,False,True,True,True,True
DIS0000136,ORD0019993,A010721,2026-02-04 21:40:59.723248569,retrieval,duplicate_charge,,2026-02-11 21:40:59.723248569,True,True,True,False,True,True
DIS0000137,ORD0020046,A010760,2026-01-30 19:39:19.947478875,retrieval,item_not_received,,2026-02-06 19:39:19.947478875,True,True,False,True,True,True
DIS0000138,ORD0020200,A010837,2026-02-21 03:14:19.587064251,arbitration,item_not_received,,2026-02-28 03:14:19.587064251,True,False,True,True,True,True
DIS0000139,ORD0020302,A010889,2026-02-18 06:59:29.488530049,pre_arbitration,item_not_received,,2026-02-25 06:59:29.488530049,False,True,True,True,True,True
DIS0000140,ORD0020399,A010944,2026-02-17 09:18:51.810247223,retrieval,item_not_received,,2026-02-24 09:18:51.810247223,True,False,True,False,True,True
DIS0000141,ORD0020463,A010973,2026-02-13 14:55:19.743099559,retrieval,item_not_received,,2026-02-20 14:55:19.743099559,True,True,True,True,True,True
DIS0000142,ORD0020473,A010976,2026-02-05 00:28:12.419906090,retrieval,item_not_received,,2026-02-12 00:28:12.419906090,False,True,False,False,False,True
DIS0000143,ORD0020495,A010987,2026-02-16 20:49:30.629401998,retrieval,item_not_received,,2026-02-23 20:49:30.629401998,True,False,False,True,False,True
DIS0000144,ORD0020501,A010992,2026-02-12 03:43:03.331247593,pre_arbitration,item_not_received,,2026-02-19 03:43:03.331247593,True,False,True,False,True,True
DIS0000145,ORD0020648,A011067,2026-02-02 04:54:24.347084241,retrieval,unauthorized_transaction,,2026-02-09 04:54:24.347084241,False,True,False,False,True,True
DIS0000146,ORD0020715,A011100,2026-02-06 10:56:02.676136183,retrieval,not_as_described,,2026-02-13 10:56:02.676136183,True,True,True,False,True,False
DIS0000147,ORD0020725,A011106,2026-01-26 10:22:43.710716155,pre_arbitration,item_not_received,,2026-02-02 10:22:43.710716155,False,True,False,True,True,True
DIS0000148,ORD0020960,A011240,2026-02-09 09:41:23.808023157,arbitration,item_not_received,,2026-02-16 09:41:23.808023157,True,False,True,False,True,True
DIS0000149,ORD0020965,A011243,2026-02-20 21:43:09.815861105,retrieval,not_as_described,,2026-02-27 21:43:09.815861105,True,True,False,True,True,False
DIS0000150,ORD0021063,A011295,2026-02-02 02:31:01.252580275,pre_arbitration,unauthorized_transaction,,2026-02-09 02:31:01.252580275,True,True,True,True,True,True
DIS0000151,ORD0021095,A011309,2026-02-07 11:56:13.068706608,retrieval,item_not_received,,2026-02-14 11:56:13.068706608,True,True,True,True,True,True
DIS0000152,ORD0021142,A011333,2026-02-01 02:21:16.430182769,pre_arbitration,item_not_received,,2026-02-08 02:21:16.430182769,False,False,True,False,True,True
DIS0000153,ORD0021358,A011443,2026-02-01 15:19:15.826157963,retrieval,item_not_received,,2026-02-08 15:19:15.826157963,True,True,True,False,False,False
DIS0000154,ORD0021371,A011450,2026-02-06 18:18:08.805110173,pre_arbitration,not_as_described,,2026-02-13 18:18:08.805110173,True,False,True,False,True,True
DIS0000155,ORD0021384,A011454,2026-02-10 19:55:31.510623257,pre_arbitration,duplicate_charge,,2026-02-17 19:55:31.510623257,False,True,True,False,True,True
DIS0000156,ORD0021400,A011469,2026-02-13 22:20:15.666407993,retrieval,not_as_described,,2026-02-20 22:20:15.666407993,True,False,True,True,True,True
DIS0000157,ORD0021658,A011628,2026-02-05 20:44:33.521224211,retrieval,unauthorized_transaction,,2026-02-12 20:44:33.521224211,True,True,True,True,True,True
DIS0000158,ORD0021717,A011660,2026-02-16 17:11:55.352450065,retrieval,duplicate_charge,,2026-02-23 17:11:55.352450065,True,False,True,False,True,True
DIS0000159,ORD0021864,A011741,2026-02-22 00:41:38.735390311,retrieval,unauthorized_transaction,,2026-03-01 00:00:00.000000000,True,True,False,False,True,True
DIS0000160,ORD0021865,A011741,2026-02-17 13:21:51.172001412,pre_arbitration,not_as_described,,2026-02-24 13:21:51.172001412,True,True,True,False,False,True
DIS0000161,ORD0022232,A011914,2026-02-18 01:58:35.481675908,retrieval,item_not_received,,2026-02-25 01:58:35.481675908,True,True,False,False,False,True
DIS0000162,ORD0022305,A011954,2026-01-28 17:10:41.259450073,retrieval,duplicate_charge,,2026-02-04 17:10:41.259450073,True,True,False,True,True,True
DIS0000163,ORD0022671,A012145,2026-02-17 19:40:26.427157873,pre_arbitration,item_not_received,,2026-02-24 19:40:26.427157873,False,True,True,False,True,True
DIS0000164,ORD0022828,A012229,2026-02-04 20:33:04.638069587,pre_arbitration,item_not_received,,2026-02-11 20:33:04.638069587,True,True,True,True,True,True
DIS0000165,ORD0023028,A012319,2026-02-06 23:42:03.301437366,retrieval,item_not_received,,2026-02-13 23:42:03.301437366,True,True,True,False,True,True
DIS0000166,ORD0023291,A012450,2026-02-18 00:05:55.467055348,pre_arbitration,not_as_described,,2026-02-25 00:05:55.467055348,True,False,True,False,True,True
DIS0000167,ORD0023292,A012452,2026-02-04 18:39:12.084898553,retrieval,duplicate_charge,,2026-02-11 18:39:12.084898553,True,False,True,False,True,True
DIS0000168,ORD0023581,A012621,2026-02-01 11:08:57.008954404,retrieval,not_as_described,,2026-02-08 11:08:57.008954404,True,True,False,False,True,False
DIS0000169,ORD0023602,A012630,2026-02-20 18:46:56.832346016,retrieval,duplicate_charge,,2026-02-27 18:46:56.832346016,True,True,True,True,True,True
DIS0000170,ORD0023880,A012759,2026-01-22 15:27:21.178121336,retrieval,item_not_received,,2026-01-29 15:27:21.178121336,False,False,True,False,True,True
DIS0000171,ORD0023885,A012760,2026-02-11 05:06:01.031721319,pre_arbitration,item_not_received,,2026-02-18 05:06:01.031721319,False,True,True,True,True,False
DIS0000172,ORD0024479,A013100,2026-02-02 10:48:57.282457155,retrieval,not_as_described,,2026-02-09 10:48:57.282457155,True,False,False,True,True,True
DIS0000173,ORD0024501,A013115,2026-02-24 20:41:20.187749113,retrieval,item_not_received,,2026-03-01 00:00:00.000000000,True,True,True,True,True,False
DIS0000174,ORD0024600,A013167,2026-01-27 13:18:08.077410858,retrieval,item_not_received,,2026-02-03 13:18:08.077410858,True,True,True,True,True,False
DIS0000175,ORD0025048,A013398,2026-02-11 21:09:26.099817090,arbitration,item_not_received,,2026-02-18 21:09:26.099817090,True,False,True,False,False,True
DIS0000176,ORD0025203,A013492,2026-02-16 18:52:46.272809907,retrieval,not_as_described,,2026-02-23 18:52:46.272809907,True,True,True,False,True,True
DIS0000177,ORD0025215,A013496,2026-01-24 22:56:51.283125950,arbitration,item_not_received,,2026-01-31 22:56:51.283125950,True,True,True,False,True,True
DIS0000178,ORD0025224,A013503,2026-02-17 16:01:30.367572613,arbitration,item_not_received,,2026-02-24 16:01:30.367572613,True,False,False,False,True,True
DIS0000179,ORD0025755,A013792,2026-01-31 01:14:29.490742549,pre_arbitration,duplicate_charge,,2026-02-07 01:14:29.490742549,True,False,True,False,True,False
DIS0000180,ORD0025785,A013812,,,,customer_dispute,,False,False,False,False,False,False
