timestamp,account_id,model_version,proba,rank,risk_tier,top_k_flag,action_recommended,case_report_generated,investigation_source,tool_calls,summary,action_source
2026-08-27 13:52:20.445196,A024090,LightGBM_Model_B,0.99999973370909,28.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024608,LightGBM_Model_B,0.9999997337082206,29.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024602,LightGBM_Model_B,0.9999997337082202,30.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024603,LightGBM_Model_B,0.9999997337082202,31.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024604,LightGBM_Model_B,0.9999997337082202,32.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024605,LightGBM_Model_B,0.9999997337082202,33.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024606,LightGBM_Model_B,0.9999997337082202,34.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024600,LightGBM_Model_B,0.99999973370822,35.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024601,LightGBM_Model_B,0.99999973370822,36.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024607,LightGBM_Model_B,0.99999973370822,37.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024350,LightGBM_Model_B,0.999999733707686,38.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024344,LightGBM_Model_B,0.9999997337076856,39.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024346,LightGBM_Model_B,0.9999997337076856,40.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024340,LightGBM_Model_B,0.9999997337076852,41.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024341,LightGBM_Model_B,0.9999997337076852,42.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024345,LightGBM_Model_B,0.9999997337076852,43.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024343,LightGBM_Model_B,0.9999997337076844,44.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024348,LightGBM_Model_B,0.9999997337076844,45.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024505,LightGBM_Model_B,0.9999997337035056,46.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024507,LightGBM_Model_B,0.9999997337035056,47.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024517,LightGBM_Model_B,0.9999997337035056,48.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024518,LightGBM_Model_B,0.9999997337035056,49.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024519,LightGBM_Model_B,0.9999997337035056,50.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024818,LightGBM_Model_B,0.9999997337035051,51.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024508,LightGBM_Model_B,0.999999733703505,52.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024805,LightGBM_Model_B,0.999999733703505,53.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024811,LightGBM_Model_B,0.999999733703505,54.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024812,LightGBM_Model_B,0.999999733703505,55.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024813,LightGBM_Model_B,0.999999733703505,56.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024814,LightGBM_Model_B,0.999999733703505,57.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024817,LightGBM_Model_B,0.999999733703505,58.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024819,LightGBM_Model_B,0.999999733703505,59.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024469,LightGBM_Model_B,0.9999997337035048,60.0,MEDIUM,True,MEDIUM: recommend step-up verification on refund,True,,,,
2026-08-27 13:52:20.445196,A024473,LightGBM_Model_B,0.9999997337035048,61.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024474,LightGBM_Model_B,0.9999997337035048,62.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024476,LightGBM_Model_B,0.9999997337035048,63.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024810,LightGBM_Model_B,0.9999997337035048,64.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024816,LightGBM_Model_B,0.9999997337035048,65.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024470,LightGBM_Model_B,0.9999997337035046,66.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024472,LightGBM_Model_B,0.9999997337035046,67.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024478,LightGBM_Model_B,0.9999997337035046,68.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024806,LightGBM_Model_B,0.9999997337035046,69.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024808,LightGBM_Model_B,0.9999997337035046,70.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024815,LightGBM_Model_B,0.9999997337035046,71.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024465,LightGBM_Model_B,0.9999997337035044,72.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024468,LightGBM_Model_B,0.9999997337035044,73.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024510,LightGBM_Model_B,0.9999997337035044,74.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024466,LightGBM_Model_B,0.999999733703504,75.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024509,LightGBM_Model_B,0.999999733703504,76.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024513,LightGBM_Model_B,0.999999733703504,77.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024514,LightGBM_Model_B,0.999999733703504,78.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024515,LightGBM_Model_B,0.999999733703504,79.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024516,LightGBM_Model_B,0.999999733703504,80.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024512,LightGBM_Model_B,0.9999997337035036,81.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025207,LightGBM_Model_B,0.9999997336926084,82.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025239,LightGBM_Model_B,0.9999997336920746,83.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025230,LightGBM_Model_B,0.999999733692072,84.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024095,LightGBM_Model_B,0.9999997336821752,85.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025393,LightGBM_Model_B,0.9999997336408484,86.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024610,LightGBM_Model_B,0.9999997335801142,87.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024619,LightGBM_Model_B,0.9999997335801142,88.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024612,LightGBM_Model_B,0.999999733580114,89.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024613,LightGBM_Model_B,0.999999733580114,90.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024616,LightGBM_Model_B,0.9999997335801136,91.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024617,LightGBM_Model_B,0.9999997335801136,92.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024358,LightGBM_Model_B,0.9999997335795796,93.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024351,LightGBM_Model_B,0.9999997335795788,94.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024355,LightGBM_Model_B,0.9999997335795788,95.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024356,LightGBM_Model_B,0.9999997335795788,96.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024352,LightGBM_Model_B,0.9999997335795786,97.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024353,LightGBM_Model_B,0.9999997335795786,98.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024354,LightGBM_Model_B,0.999999733579578,99.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024359,LightGBM_Model_B,0.9999997335795776,100.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025205,LightGBM_Model_B,0.9999997335665304,101.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025206,LightGBM_Model_B,0.9999997335665304,102.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025209,LightGBM_Model_B,0.9999997335665296,103.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025462,LightGBM_Model_B,0.9999997335665292,104.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025232,LightGBM_Model_B,0.9999997335659944,105.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025237,LightGBM_Model_B,0.999999733565994,106.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024048,LightGBM_Model_B,0.9999997335536482,107.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024342,LightGBM_Model_B,0.999999733547464,108.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024807,LightGBM_Model_B,0.9999997335432812,109.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024809,LightGBM_Model_B,0.9999997335432804,110.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024511,LightGBM_Model_B,0.9999997335432792,111.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024293,LightGBM_Model_B,0.999999733539475,112.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024291,LightGBM_Model_B,0.9999997335394696,113.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024294,LightGBM_Model_B,0.9999997335393987,114.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024155,LightGBM_Model_B,0.9999997335133426,115.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024052,LightGBM_Model_B,0.99999973347585,116.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024179,LightGBM_Model_B,0.9999997334749802,117.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024153,LightGBM_Model_B,0.999999733473169,118.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024615,LightGBM_Model_B,0.9999997334198156,119.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024609,LightGBM_Model_B,0.9999997333602464,120.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024611,LightGBM_Model_B,0.9999997332933308,121.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024506,LightGBM_Model_B,0.9999997332886084,122.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024501,LightGBM_Model_B,0.9999997332807974,123.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024504,LightGBM_Model_B,0.9999997332807974,124.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024800,LightGBM_Model_B,0.9999997332807974,125.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024801,LightGBM_Model_B,0.9999997332807974,126.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024802,LightGBM_Model_B,0.9999997332807974,127.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024502,LightGBM_Model_B,0.9999997332807972,128.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024803,LightGBM_Model_B,0.9999997332807972,129.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024500,LightGBM_Model_B,0.9999997332807968,130.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024503,LightGBM_Model_B,0.9999997332807968,131.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024804,LightGBM_Model_B,0.9999997332807968,132.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024460,LightGBM_Model_B,0.9999997332807964,133.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024461,LightGBM_Model_B,0.9999997332807964,134.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024463,LightGBM_Model_B,0.9999997332807964,135.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024464,LightGBM_Model_B,0.9999997332807964,136.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024462,LightGBM_Model_B,0.999999733280796,137.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025204,LightGBM_Model_B,0.9999997332747692,138.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025394,LightGBM_Model_B,0.9999997332159444,139.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025399,LightGBM_Model_B,0.9999997331157802,140.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025461,LightGBM_Model_B,0.9999997330331136,141.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025443,LightGBM_Model_B,0.9999997329387766,142.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024116,LightGBM_Model_B,0.9999997327916468,143.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024115,LightGBM_Model_B,0.999999732791646,144.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024119,LightGBM_Model_B,0.9999997326592908,145.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025208,LightGBM_Model_B,0.9999997324827524,146.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024467,LightGBM_Model_B,0.9999997324561096,147.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025444,LightGBM_Model_B,0.9999997316270494,148.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025391,LightGBM_Model_B,0.9999997311443908,149.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025236,LightGBM_Model_B,0.999999731068835,150.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025233,LightGBM_Model_B,0.9999997310688346,151.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025467,LightGBM_Model_B,0.999999731068834,152.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025203,LightGBM_Model_B,0.9999997309420544,153.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025235,LightGBM_Model_B,0.999999730941515,154.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025390,LightGBM_Model_B,0.999999730588322,155.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025464,LightGBM_Model_B,0.9999997305149646,156.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025200,LightGBM_Model_B,0.9999997305149636,157.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025460,LightGBM_Model_B,0.9999997305149626,158.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024113,LightGBM_Model_B,0.9999997304082944,159.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025127,LightGBM_Model_B,0.9999997304039382,160.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025446,LightGBM_Model_B,0.9999997302850616,161.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024114,LightGBM_Model_B,0.9999997302841264,162.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025466,LightGBM_Model_B,0.9999997302382764,163.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025234,LightGBM_Model_B,0.9999997301497476,164.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025392,LightGBM_Model_B,0.9999997300813828,165.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025465,LightGBM_Model_B,0.9999997300225344,166.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025442,LightGBM_Model_B,0.999999729979882,167.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025201,LightGBM_Model_B,0.9999997299474715,168.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025448,LightGBM_Model_B,0.9999997295774896,169.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025469,LightGBM_Model_B,0.999999729336898,170.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025120,LightGBM_Model_B,0.999999728513697,171.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025468,LightGBM_Model_B,0.9999997284372936,172.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024286,LightGBM_Model_B,0.9999997279088572,173.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A020721,LightGBM_Model_B,0.9999997277790534,174.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025449,LightGBM_Model_B,0.9999997273465208,175.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A025447,LightGBM_Model_B,0.9999997272588774,176.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024479,LightGBM_Model_B,0.9999997234975052,177.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024471,LightGBM_Model_B,0.9999997226060676,178.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024475,LightGBM_Model_B,0.9999997226060676,179.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024477,LightGBM_Model_B,0.9999997226060676,180.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024948,LightGBM_Model_B,0.9999997222556144,181.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024049,LightGBM_Model_B,0.9999997215571252,182.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024289,LightGBM_Model_B,0.9999997213407142,183.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024180,LightGBM_Model_B,0.999999721273362,184.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024051,LightGBM_Model_B,0.9999997210256758,185.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024054,LightGBM_Model_B,0.9999997210255376,186.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024178,LightGBM_Model_B,0.9999997207749544,187.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024089,LightGBM_Model_B,0.9999997205261612,188.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024118,LightGBM_Model_B,0.9999997155767842,189.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
2026-08-27 13:52:20.445196,A024285,LightGBM_Model_B,0.99999971436614,190.0,LOW,True,LOW: monitor — no immediate refund action,True,,,,
