account_id,total_orders,total_amount,avg_order_value,distinct_devices,distinct_addresses,distinct_phones,distinct_payment_instruments,total_delivered_orders,total_pending_orders,coupon_usage_rate,discount_dependency_score,distinct_coupon_count,max_discount_ratio,rare_coupon_count,total_returns,avg_return_lag_hours,total_refunds,total_refund_amount,total_disputes,total_failed_orders,return_rate,refund_rate,dispute_rate,account_age_days,orders_last_24h,orders_last_7d,orders_last_30d,refunds_last_24h,refunds_last_7d,refunds_last_30d,return_rate_last_30d,account_lifetime_days,avg_order_gap_days,recent_activity_ratio,evening_order_ratio,transaction_burst_score,refund_burst_score,account_creation_burst_score,accounts_per_device,shared_device_count,accounts_per_address,shared_address_count,accounts_per_phone,shared_phone_count,accounts_per_instrument,shared_instrument_count,has_shared_device_and_address,has_shared_payment_and_phone,shared_entity_types_count,shared_ip_prefix_count
A000010,6.0,19770.0,3295.0,1.0,1.0,1.0,1.0,6.0,0.0,0.5,0.04548345042438643,3.0,0.13146282973621104,3.0,2.0,48.0,2.0,10210.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,40.227777777777774,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.197304139578334,1.8394608279156597,0.0,0.16666666666666666,0.0,0.0,61.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0
A000011,1.0,3370.0,3370.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.33125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
A000012,1.0,13960.0,13960.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,18.536805555555556,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0
A000013,6.0,32560.0,5426.666666666667,1.0,1.0,1.0,1.0,5.0,1.0,0.3333333333333333,0.04260042743921207,2.0,0.19137673130193905,2.0,1.0,48.0,1.0,5560.0,1.0,0,0.2,0.16666666666666666,0.16666666666666666,36.485416666666666,1.0,1.0,4.0,0.0,0.0,1.0,0.25,35.52516699651404,7.105033399302801,0.16666666666666666,0.16666666666666666,1.0,0.0,128.0,4.0,3.0,6.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0
A000014,7.0,18920.0,2702.8571428571427,1.0,1.0,1.0,1.0,6.0,1.0,0.42857142857142855,0.0744387811047809,3.0,0.23138999999999998,3.0,2.0,36.0,2.0,7590.0,0.0,0,0.3333333333333333,0.2857142857142857,0.0,26.633333333333333,1.0,2.0,7.0,0.0,0.0,2.0,0.2857142857142857,22.403024072779733,3.733837345463287,0.2857142857142857,0.2857142857142857,1.0,0.0,86.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0
A000015,4.0,25570.0,6392.5,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,14010.0,0.0,0,0.25,0.25,0.0,25.68402777777778,0.0,0.0,4.0,0.0,0.0,1.0,0.25,12.192852105473252,4.064284035157743,0.0,0.25,0.0,0.0,56.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
A000016,1.0,2930.0,2930.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1036245733788396,1.0,0.1036245733788396,1.0,1.0,72.0,1.0,2930.0,0.0,0,1.0,1.0,0.0,16.494444444444444,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0
A000017,1.0,6960.0,6960.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19.304166666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0
A000018,3.0,6950.0,2316.6666666666665,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,25.33888888888889,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.466339598290521,2.2331697991452546,0.0,0.3333333333333333,0.0,0.0,164.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
A000019,4.0,19320.0,4830.0,1.0,2.0,1.0,1.0,4.0,0.0,0.25,0.027543181818181817,1.0,0.11017272727272727,1.0,1.0,96.0,1.0,9070.0,0.0,0,0.25,0.25,0.0,41.615972222222226,0.0,0.0,2.0,0.0,0.0,1.0,0.0,24.81278625545156,8.270928751817188,0.0,0.25,0.0,0.0,35.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0
A000020,4.0,35700.0,8925.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24.281944444444445,0.0,1.0,4.0,0.0,0.0,0.0,0.0,11.32227790317816,3.7740926343927197,0.25,0.25,0.0,0.0,158.0,2.0,1.0,2.0,1.0,1.0,0.0,1.5,1.0,0.0,0.0,3.0,1.0
A000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.310416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000022,10.0,67750.0,6775.0,2.0,2.0,1.0,2.0,10.0,0.0,0.5,0.0811742388807429,5.0,0.2499783333333333,5.0,1.0,72.0,1.0,1170.0,0.0,0,0.1,0.1,0.0,21.2375,0.0,2.0,10.0,0.0,0.0,1.0,0.1,17.025658129743935,1.8917397921937615,0.2,0.1,0.0,0.0,105.0,1.0,0.0,3.5,5.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
A000023,2.0,11980.0,5990.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24.261805555555554,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.824116361560023,3.8241163615600233,0.0,0.5,0.0,0.0,133.0,4.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0
A000024,6.0,18430.0,3071.6666666666665,1.0,2.0,1.0,1.0,6.0,0.0,0.3333333333333333,0.06085682158314121,2.0,0.22520597014925375,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,37.28541666666667,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.2583908269519,2.8516781653903704,0.0,0.3333333333333333,0.0,0.0,104.0,2.0,1.0,6.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
A000025,3.0,14340.0,4780.0,1.0,1.0,1.0,2.0,3.0,0.0,0.3333333333333333,0.03480436991869919,1.0,0.10441310975609756,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,32.59930555555555,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.31892584324728,3.6594629216236343,0.0,0.3333333333333333,0.0,0.0,90.0,2.0,1.0,2.0,1.0,3.0,2.0,1.5,1.0,0.0,0.0,4.0,1.0
A000026,2.0,6940.0,3470.0,1.0,1.0,1.0,1.0,2.0,0.0,0.5,0.04631437768240343,1.0,0.09262875536480686,1.0,2.0,60.0,2.0,6940.0,1.0,0,1.0,1.0,0.5,20.26527777777778,0.0,0.0,2.0,0.0,1.0,2.0,1.0,5.1055228760933105,5.1055228760933105,0.0,0.0,0.0,0.0,111.0,1.0,0.0,5.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,3.0,0.0
A000027,3.0,8940.0,2980.0,1.0,1.0,1.0,1.0,3.0,0.0,0.3333333333333333,0.035956920903954796,1.0,0.1078707627118644,1.0,1.0,48.0,1.0,4720.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,42.34513888888889,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.353619027954513,4.676809513977257,0.0,0.0,0.0,0.0,75.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0
A000028,9.0,67690.0,7521.111111111111,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,4870.0,0.0,0,0.1111111111111111,0.1111111111111111,0.0,25.297916666666666,0.0,2.0,9.0,0.0,0.0,1.0,0.1111111111111111,18.811426197846043,2.351428274730752,0.2222222222222222,0.2222222222222222,0.0,0.0,159.0,6.0,5.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
A000029,4.0,27130.0,6782.5,1.0,1.0,1.0,1.0,4.0,0.0,0.25,0.014784463894967176,1.0,0.059137855579868705,1.0,1.0,96.0,1.0,2470.0,0.0,0,0.25,0.25,0.0,16.23611111111111,0.0,2.0,4.0,0.0,1.0,1.0,0.25,8.178481201890486,2.726160400630162,0.5,0.5,0.0,0.0,74.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
A000030,12.0,73460.0,6121.666666666667,2.0,3.0,1.0,1.0,12.0,0.0,0.4166666666666667,0.06395830654795191,5.0,0.23825942211055276,5.0,1.0,120.0,1.0,2490.0,0.0,0,0.08333333333333333,0.08333333333333333,0.0,44.106944444444444,0.0,0.0,2.0,0.0,0.0,1.0,0.5,17.527403961946227,1.5934003601769213,0.0,0.16666666666666666,0.0,0.0,11.0,4.0,6.0,4.333333333333333,10.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
A000031,7.0,34920.0,4988.571428571428,2.0,2.0,1.0,2.0,7.0,0.0,0.14285714285714285,0.017147914032869787,1.0,0.1200353982300885,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.14285714285714285,39.143055555555556,0.0,1.0,4.0,0.0,0.0,0.0,0.0,31.11583529544808,5.185972549241343,0.14285714285714285,0.2857142857142857,0.0,0.0,52.0,3.0,4.0,3.0,4.0,5.0,4.0,2.5,3.0,1.0,0.0,4.0,2.0
A000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.404166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000033,4.0,25260.0,6315.0,2.0,1.0,1.0,1.0,1.0,3.0,0.25,0.05708888888888888,1.0,0.22835555555555553,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.550694444444445,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.268420012617257,0.42280667087241897,1.0,0.5,1.0,0.0,25.0,4.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0
A000034,4.0,12580.0,3145.0,1.0,1.0,1.0,1.0,2.0,2.0,0.25,0.03888571428571429,1.0,0.15554285714285715,1.0,1.0,48.0,1.0,3960.0,0.0,0,0.5,0.25,0.0,8.350694444444445,2.0,4.0,4.0,0.0,1.0,1.0,0.25,5.270585055743842,1.7568616852479397,1.0,0.0,2.0,0.0,72.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
A000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.409722222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000036,2.0,31040.0,15520.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,30.338194444444444,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.7997034906547107,0.7997034906547107,0.0,0.5,0.0,0.0,182.0,5.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
A000037,7.0,59260.0,8465.714285714286,1.0,1.0,1.0,1.0,7.0,0.0,0.42857142857142855,0.08940022728658303,3.0,0.2650083217753121,3.0,2.0,48.0,2.0,3680.0,0.0,0,0.2857142857142857,0.2857142857142857,0.0,30.540277777777778,0.0,1.0,7.0,0.0,0.0,2.0,0.2857142857142857,26.725403802794943,4.454233967132488,0.14285714285714285,0.2857142857142857,0.0,0.0,145.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
A000038,2.0,3200.0,1600.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.365277777777777,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0598514026527084,1.0598514026527084,1.0,0.5,0.0,0.0,120.0,1.0,0.0,2.0,1.0,3.0,2.0,2.5,3.0,0.0,0.0,3.0,0.0
A000039,4.0,24170.0,6042.5,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.06987763683672521,2.0,0.1499607843137255,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.60763888888889,0.0,2.0,4.0,0.0,0.0,0.0,0.0,12.162452379846274,4.0541507932820835,0.5,0.25,0.0,0.0,60.0,1.0,0.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0
A000040,1.0,3060.0,3060.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,3060.0,0.0,0,1.0,1.0,0.0,34.33680555555556,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
A000041,5.0,21270.0,4254.0,1.0,1.0,1.0,2.0,4.0,1.0,0.6,0.11347220847851336,3.0,0.2618380952380952,3.0,2.0,36.0,2.0,5200.0,0.0,0,0.5,0.4,0.0,18.01875,1.0,2.0,5.0,0.0,1.0,2.0,0.4,12.408868250034098,3.1022170625085184,0.4,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0
A000042,2.0,13240.0,6620.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.431944444444444,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.14916002841956,10.14916002841956,0.5,0.5,1.0,0.0,131.0,3.0,2.0,1.5,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
A000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,21.50138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000044,5.0,37000.0,7400.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24.523611111111112,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.977377512637894,2.9943443781594676,0.0,0.6,0.0,0.0,134.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0
A000045,3.0,14280.0,4760.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,22.48125,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.087834412802337,6.043917206401169,0.0,0.3333333333333333,0.0,0.0,186.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,2.0
A000046,3.0,13840.0,4613.333333333333,2.0,1.0,1.0,1.0,3.0,0.0,0.6666666666666666,0.06822444576699895,2.0,0.13535515548281504,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,18.59722222222222,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0112857683226855,2.0056428841613427,0.0,0.0,0.0,0.0,79.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
A000047,4.0,11740.0,2935.0,1.0,1.0,1.0,2.0,4.0,0.0,0.5,0.068670745847036,2.0,0.13973383084577115,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,17.475694444444443,0.0,1.0,4.0,0.0,0.0,0.0,0.0,10.338852341609226,3.446284113869734,0.25,0.25,0.0,0.0,162.0,2.0,1.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0
A000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,47.52361111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,31.436805555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000050,2.0,3310.0,1655.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.301388888888887,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.4784350558381019,1.4784350558381019,0.0,0.5,0.0,0.0,169.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0
A000051,4.0,19580.0,4895.0,1.0,1.0,1.0,1.0,4.0,0.0,0.25,0.038948099415204676,1.0,0.1557923976608187,1.0,1.0,72.0,1.0,8430.0,0.0,0,0.25,0.25,0.0,21.489583333333332,0.0,1.0,4.0,1.0,1.0,1.0,0.25,8.422344560111238,2.8074481867037386,0.25,0.25,0.0,1.0,146.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0
A000052,3.0,18540.0,6180.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,32.52638888888889,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.60177272027412,5.80088636013706,0.0,0.6666666666666666,0.0,0.0,135.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0
A000053,4.0,21920.0,5480.0,1.0,1.0,1.0,1.0,3.0,1.0,0.25,0.03415324963072378,1.0,0.13661299852289513,1.0,1.0,96.0,1.0,6180.0,0.0,0,0.3333333333333333,0.25,0.0,26.53611111111111,0.0,1.0,4.0,0.0,0.0,1.0,0.25,24.457596500319596,8.152532166773195,0.25,0.5,0.0,0.0,167.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
A000054,2.0,9180.0,4590.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,2320.0,0.0,0,0.5,0.5,0.0,34.40208333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.156415634912257,1.156415634912257,0.0,0.5,0.0,0.0,188.0,1.0,0.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0
A000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.4541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000056,3.0,8520.0,2840.0,1.0,1.0,1.0,1.0,3.0,0.0,0.3333333333333333,0.019843410852713177,1.0,0.05953023255813953,1.0,1.0,48.0,1.0,2150.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,33.40138888888889,0.0,0.0,2.0,0.0,0.0,1.0,0.5,13.039912011099467,6.519956005549734,0.0,0.6666666666666666,0.0,0.0,195.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
A000057,2.0,23380.0,11690.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40.68680555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.336261668871945,5.336261668871945,0.0,0.5,0.0,0.0,24.0,2.0,1.0,2.5,3.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0
