order_id,account_id,device_id,address_id,phone_hash,instrument_id,amount,discount_amount,coupon_code,category,order_timestamp,delivery_status,delivery_attempts,delivery_timestamp,rto_flag,return_flag,return_reason_code,return_timestamp,return_lag_hours,refund_flag,refund_amount,refund_timestamp,dispute_flag,dispute_phase,dispute_reason_code,dispute_reason_category,evidence_availability,dispute_created_at
ORD0000026,A000015,D020668,ADDR005327,71a38a3d9ac70b63,PI005343,1560.0,0.0,,fashion,2026-02-04 07:17:17,delivered,2,2026-02-08 07:17:17,False,False,,,,False,,,False,,,,,
ORD0000027,A000015,D020668,ADDR009924,71a38a3d9ac70b63,PI005343,1310.0,0.0,,grocery,2026-01-11 15:01:24,delivered,1,2026-01-12 15:01:24,False,False,,,,False,,,False,,,,,
ORD0000028,A000015,D020668,ADDR009924,71a38a3d9ac70b63,PI010364,380.0,56.22,,books,2026-02-13 20:48:42,delivered,3,2026-02-16 20:48:42,False,False,,,,False,,,False,,,,,
ORD0000029,A000017,D035777,ADDR002221,2057c794cf4792f5,PI038306,2220.0,0.0,,fashion,2026-02-07 18:13:06,delivered,2,2026-02-09 18:13:06,False,False,,,,False,,,False,,,,,
ORD0000030,A000017,D035777,ADDR002221,2057c794cf4792f5,PI038306,4130.0,405.12,,fashion,2026-02-17 13:15:46,delivered,2,2026-02-21 13:15:46,False,False,,,,False,,,False,,,,,
ORD0000031,A000018,D002672,ADDR010256,739efc5de5faf67d,PI010823,5070.0,323.17,,home,2026-01-19 16:10:16,failed,1,,True,False,,,,False,,,False,,,,,
ORD0000032,A000018,D019335,ADDR010256,739efc5de5faf67d,PI036258,7980.0,601.2,,home,2026-02-10 21:25:40,delivered,1,2026-02-14 21:25:40,False,False,,,,False,,,False,,,,,
ORD0000033,A000018,D019335,ADDR010256,739efc5de5faf67d,PI010823,760.0,0.0,,grocery,2026-01-22 21:50:41,delivered,2,2026-01-25 21:50:41,False,False,,,,False,,,False,,,,,
ORD0000034,A000018,D002672,ADDR010256,739efc5de5faf67d,PI010823,940.0,58.25,,grocery,2026-02-20 01:17:05,delivered,3,2026-02-23 01:17:05,False,False,,,,False,,,False,,,,,
ORD0000035,A000018,D019335,ADDR015626,739efc5de5faf67d,PI010823,3930.0,0.0,,home,2026-02-16 21:57:11,delivered,3,2026-02-19 21:57:11,False,False,,,,False,,,False,,,,,
ORD0000036,A000019,D019822,ADDR014918,43af52026338d56d,PI010605,3680.0,0.0,,home,2026-02-13 20:17:28,pending,1,,False,False,,,,False,,,False,,,,,
ORD0000037,A000020,D016848,ADDR003516,416780972bc2bda9,PI004231,2250.0,0.0,,grocery,2026-01-28 03:36:02,delivered,1,2026-02-01 03:36:02,False,False,,,,False,,,False,,,,,
ORD0000038,A000020,D032743,ADDR003516,416780972bc2bda9,PI004231,1560.0,0.0,,toys,2026-01-28 03:26:14,delivered,3,2026-01-30 03:26:14,False,False,,,,False,,,False,,,,,
ORD0000039,A000020,D032743,ADDR003516,416780972bc2bda9,PI004231,4070.0,0.0,,fashion,2026-02-25 02:30:38,failed,2,,True,False,,,,False,,,False,,,,,
ORD0000040,A000020,D032743,ADDR003516,416780972bc2bda9,PI004231,5360.0,283.54,,home,2026-02-18 05:16:00,delivered,2,2026-02-19 05:16:00,False,False,,,,False,,,False,,,,,
ORD0000041,A000020,D032743,ADDR003516,416780972bc2bda9,PI004231,4060.0,469.45,,fashion,2026-02-24 07:16:33,delivered,1,2026-02-25 07:16:33,False,False,,,,False,,,False,,,,,
ORD0000042,A000021,D001809,ADDR012719,43af52026338d56d,PI003858,970.0,0.0,,fashion,2026-02-08 07:11:54,delivered,3,2026-02-11 07:11:54,False,False,,,,False,,,True,pre_arbitration,duplicate_charge,customer_dispute,,2026-02-13 07:11:54
ORD0000043,A000021,D001809,ADDR012719,43af52026338d56d,PI012724,4220.0,0.0,,fashion,2026-02-23 10:22:07,delivered,1,2026-02-26 10:22:07,False,False,,,,False,,,False,,,,,
ORD0000044,A000021,D001809,ADDR012719,43af52026338d56d,PI003858,13010.0,0.0,,electronics,2026-02-19 15:04:18,delivered,3,2026-02-20 15:04:18,False,False,,,,False,,,False,,,,,
ORD0000045,A000023,D002118,ADDR003316,3d4ecc1ddfd829f8,PI001554,2800.0,181.56,,home,2026-02-08 15:16:35,delivered,3,2026-02-11 15:16:35,False,False,,,,False,,,False,,,,,
ORD0000046,A000023,D002118,ADDR012974,3d4ecc1ddfd829f8,PI001554,19520.0,0.0,,electronics,2026-02-03 15:00:12,delivered,2,2026-02-04 15:00:12,False,False,,,,False,,,False,,,,,
ORD0000047,A000024,D014898,ADDR014714,9bf6c1936fde8f0e,PI012289,2790.0,0.0,,fashion,2026-02-05 04:14:50,delivered,3,2026-02-08 04:14:50,False,False,,,,False,,,False,,,,,
ORD0000048,A000024,D014898,ADDR010936,9bf6c1936fde8f0e,PI005257,3540.0,0.0,,fashion,2026-02-10 04:25:39,delivered,2,2026-02-11 04:25:39,False,False,,,,False,,,False,,,,,
ORD0000049,A000025,D017875,ADDR001979,7f81ab4bec478c51,PI022990,3010.0,167.23,,electronics,2026-02-01 01:26:49,delivered,2,2026-02-02 01:26:49,False,False,,,,False,,,False,,,,,
ORD0000050,A000025,D024533,ADDR001979,7f81ab4bec478c51,PI022990,1080.0,0.0,,fashion,2026-01-14 07:44:32,delivered,3,2026-01-17 07:44:32,False,False,,,,False,,,False,,,,,
ORD0000051,A000025,D017875,ADDR001979,7f81ab4bec478c51,PI022990,1800.0,0.0,,fashion,2026-01-25 07:53:09,delivered,2,2026-01-28 07:53:09,False,True,size_fit,2026-02-02 07:53:09,120.0,True,1800.0,2026-02-02 21:53:09,False,,,,,
ORD0000052,A000025,D017875,ADDR001979,7f81ab4bec478c51,PI022990,3970.0,0.0,,home,2026-02-28 17:59:17,delivered,3,2026-03-02 17:59:17,False,False,,,,False,,,False,,,,,
ORD0000053,A000026,D010433,ADDR014126,b6c719bb9fe85c57,PI029241,2970.0,442.63,,grocery,2026-02-25 14:31:33,delivered,2,2026-02-28 14:31:33,False,False,,,,False,,,False,,,,,
ORD0000054,A000027,D026981,ADDR000645,656c25920e92c196,PI001785,1780.0,0.0,,fashion,2026-02-14 10:33:27,delivered,2,2026-02-17 10:33:27,False,False,,,,False,,,False,,,,,
ORD0000055,A000027,D026981,ADDR000645,656c25920e92c196,PI001785,4330.0,0.0,,fashion,2026-01-23 18:05:02,delivered,2,2026-01-27 18:05:02,False,False,,,,False,,,False,,,,,
ORD0000056,A000028,D025725,ADDR007994,cfd6852964aa266b,PI013084,2600.0,282.65,,grocery,2026-02-16 08:05:39,delivered,2,2026-02-18 08:05:39,False,False,,,,False,,,False,,,,,
ORD0000057,A000029,D026694,ADDR012976,fe6ccceda6f5625e,PI017530,2560.0,0.0,,fashion,2026-02-26 04:38:20,delivered,2,2026-02-28 04:38:20,False,False,,,,False,,,False,,,,,
ORD0000058,A000029,D026694,ADDR012976,fe6ccceda6f5625e,PI017530,4680.0,1516.65,RARE_670,home,2026-02-01 01:33:36,delivered,3,2026-02-05 01:33:36,False,False,,,,False,,,False,,,,,
ORD0000059,A000030,D007327,ADDR011376,85014bf9f56edd60,PI019379,4940.0,0.0,,fashion,2026-01-18 14:17:35,delivered,2,2026-01-21 14:17:35,False,False,,,,False,,,False,,,,,
ORD0000060,A000030,D009091,ADDR011376,85014bf9f56edd60,PI020932,7740.0,2267.78,RARE_540,home,2026-01-15 12:29:18,failed,1,,True,False,,,,False,,,False,,,,,
ORD0000061,A000030,D009091,ADDR011376,85014bf9f56edd60,PI019379,530.0,75.51,,grocery,2026-02-12 18:14:15,delivered,1,2026-02-13 18:14:15,False,False,,,,False,,,False,,,,,
ORD0000062,A000032,D021109,ADDR000659,a1cecc97f33b5d67,PI033974,4600.0,0.0,,home,2026-02-26 11:40:59,delivered,3,2026-03-01 11:40:59,False,False,,,,False,,,False,,,,,
ORD0000063,A000032,D020896,ADDR000659,a1cecc97f33b5d67,PI033974,2540.0,0.0,,fashion,2026-02-11 21:45:23,delivered,3,2026-02-15 21:45:23,False,False,,,,False,,,False,,,,,
ORD0000064,A000032,D021109,ADDR000659,a1cecc97f33b5d67,PI033974,3280.0,0.0,,fashion,2026-02-13 21:15:47,delivered,1,2026-02-17 21:15:47,False,False,,,,False,,,False,,,,,
ORD0000065,A000032,D020896,ADDR000659,a1cecc97f33b5d67,PI033974,2690.0,403.16,,fashion,2026-01-12 08:41:04,delivered,3,2026-01-15 08:41:04,False,False,,,,False,,,False,,,,,
ORD0000066,A000033,D019520,ADDR015066,27f93098e0a888f0,PI020192,8320.0,0.0,,electronics,2026-02-04 02:49:55,delivered,3,2026-02-05 02:49:55,False,False,,,,False,,,False,,,,,
ORD0000067,A000033,D019520,ADDR015066,27f93098e0a888f0,PI039292,2240.0,280.44,,fashion,2026-02-24 07:45:32,delivered,1,2026-02-28 07:45:32,False,False,,,,False,,,False,,,,,
ORD0000068,A000033,D019520,ADDR015066,27f93098e0a888f0,PI020192,3150.0,324.31,,fashion,2026-02-24 23:04:33,delivered,1,2026-02-26 23:04:33,False,True,size_fit,2026-03-02 23:04:33,96.0,True,3150.0,2026-03-03 15:04:33,False,,,,,
ORD0000069,A000034,D012666,ADDR017910,695d137bf8189397,PI033060,5100.0,0.0,,home,2026-02-13 08:43:37,delivered,3,2026-02-17 08:43:37,False,False,,,,False,,,False,,,,,
ORD0000070,A000035,D033121,ADDR006251,6b6eb81125fd9036,PI011395,2950.0,0.0,,fashion,2026-02-16 00:58:08,failed,2,,True,False,,,,False,,,False,,,,,
ORD0000071,A000035,D033121,ADDR006251,6b6eb81125fd9036,PI027365,3200.0,0.0,,fashion,2026-01-03 15:04:53,delivered,3,2026-01-04 15:04:53,False,False,,,,False,,,False,,,,,
ORD0000072,A000036,D000880,ADDR007836,d27be90ac0678c5e,PI006298,9500.0,0.0,,electronics,2026-01-25 03:00:03,delivered,1,2026-01-26 03:00:03,False,False,,,,False,,,False,,,,,
ORD0000073,A000037,D014555,ADDR017893,86d93629a09e3ac9,PI011168,2630.0,0.0,,grocery,2026-01-30 19:08:29,delivered,1,2026-02-02 19:08:29,False,False,,,,False,,,False,,,,,
ORD0000074,A000038,D031081,ADDR013320,eff411d55297ce57,PI016456,5390.0,0.0,,electronics,2026-02-26 00:35:26,delivered,1,2026-02-28 00:35:26,False,False,,,,False,,,False,,,,,
ORD0000075,A000039,D031215,ADDR008000,c460e87f2b0a3eff,PI035929,1840.0,0.0,,fashion,2026-02-22 20:34:44,delivered,3,2026-02-26 20:34:44,False,False,,,,False,,,False,,,,,
ORD0000076,A000040,D020632,ADDR007037,932212221054a2f7,PI016163,8240.0,0.0,,electronics,2026-02-16 18:50:12,delivered,3,2026-02-20 18:50:12,False,False,,,,False,,,False,,,,,
ORD0000077,A000040,D007101,ADDR011533,932212221054a2f7,PI016163,770.0,0.0,,books,2026-02-20 22:48:00,delivered,1,2026-02-24 22:48:00,False,False,,,,False,,,False,,,,,
ORD0000078,A000040,D020632,ADDR011533,932212221054a2f7,PI016163,770.0,156.55,RARE_338,grocery,2026-01-16 12:49:33,failed,1,,True,False,,,,False,,,False,,,,,
ORD0000079,A000041,D003281,ADDR005870,7d3c02b019085c99,PI020955,350.0,0.0,,grocery,2026-01-27 21:38:10,delivered,1,2026-01-31 21:38:10,False,False,,,,False,,,False,,,,,
ORD0000080,A000041,D003281,ADDR005870,7d3c02b019085c99,PI020955,1720.0,0.0,,grocery,2026-02-13 13:55:25,delivered,3,2026-02-15 13:55:25,False,False,,,,False,,,False,,,,,
ORD0000081,A000041,D003281,ADDR005870,7d3c02b019085c99,PI020955,3160.0,0.0,,toys,2026-01-30 23:42:39,delivered,1,2026-02-03 23:42:39,False,False,,,,False,,,False,,,,,
ORD0000082,A000041,D003281,ADDR014378,7d3c02b019085c99,PI020955,1460.0,0.0,,grocery,2026-02-20 22:03:57,delivered,2,2026-02-22 22:03:57,False,False,,,,False,,,False,,,,,
ORD0000083,A000041,D003281,ADDR014378,7d3c02b019085c99,PI020955,14290.0,969.49,,electronics,2026-01-26 17:20:54,delivered,3,2026-01-30 17:20:54,False,False,,,,False,,,False,,,,,
ORD0000084,A000042,D004912,ADDR006317,d730f4cec54b29cf,PI035788,12260.0,1674.19,,electronics,2026-02-26 03:37:02,delivered,1,2026-03-01 03:37:02,False,True,changed_mind,2026-03-05 03:37:02,96.0,True,12260.0,2026-03-05 11:37:02,False,,,,,
ORD0000085,A000042,D004912,ADDR002718,d730f4cec54b29cf,PI035788,4190.0,367.52,,home,2026-01-14 21:16:53,delivered,3,2026-01-15 21:16:53,False,False,,,,False,,,False,,,,,
ORD0000086,A000042,D004912,ADDR006317,d730f4cec54b29cf,PI035788,2460.0,0.0,,fashion,2026-02-07 22:45:45,delivered,2,2026-02-09 22:45:45,False,False,,,,False,,,False,,,,,
ORD0000087,A000043,D021003,ADDR008521,90b2c483acbb5cc7,PI003841,1690.0,0.0,,toys,2026-01-24 21:45:28,delivered,3,2026-01-26 21:45:28,False,False,,,,False,,,False,,,,,
ORD0000088,A000043,D021003,ADDR008521,90b2c483acbb5cc7,PI003841,2810.0,0.0,,fashion,2026-02-24 14:53:18,delivered,1,2026-02-25 14:53:18,False,False,,,,False,,,False,,,,,
ORD0000089,A000044,D034018,ADDR001527,5811e1a5a683df9d,PI011371,1590.0,630.39,RARE_911,books,2026-02-15 17:47:14,failed,2,,True,False,,,,False,,,False,,,,,
ORD0000090,A000044,D034018,ADDR001527,5811e1a5a683df9d,PI011371,1380.0,0.0,,fashion,2026-01-26 17:55:07,delivered,3,2026-01-30 17:55:07,False,False,,,,False,,,False,,,,,
ORD0000091,A000044,D034018,ADDR003648,5811e1a5a683df9d,PI011371,1710.0,0.0,,grocery,2026-02-07 09:29:03,delivered,1,2026-02-08 09:29:03,False,False,,,,False,,,False,,,,,
ORD0000092,A000046,D014154,ADDR001113,3f468e6bdb15f7b9,PI012528,1310.0,0.0,,books,2026-01-24 00:27:59,delivered,1,2026-01-25 00:27:59,False,False,,,,False,,,False,,,,,
ORD0000093,A000046,D027728,ADDR016575,3f468e6bdb15f7b9,PI001483,1730.0,0.0,,books,2026-01-17 15:18:05,delivered,1,2026-01-20 15:18:05,False,False,,,,False,,,False,,,,,
ORD0000094,A000047,D005921,ADDR002123,a9cd93e3b2d62656,PI040112,9820.0,0.0,,electronics,2026-02-20 21:54:07,failed,1,,True,False,,,,False,,,False,,,,,
ORD0000095,A000047,D005921,ADDR007805,a9cd93e3b2d62656,PI040112,4800.0,0.0,,fashion,2026-02-21 07:44:05,delivered,1,2026-02-22 07:44:05,False,False,,,,False,,,False,,,,,
ORD0000096,A000048,D011595,ADDR001760,18db175a6a5cac8d,PI025274,2770.0,233.06,,fashion,2026-02-09 23:49:11,delivered,2,2026-02-13 23:49:11,False,False,,,,False,,,False,,,,,
ORD0000097,A000048,D034154,ADDR001760,18db175a6a5cac8d,PI025274,5460.0,0.0,,home,2026-02-17 14:25:28,pending,2,,False,False,,,,False,,,False,,,,,
ORD0000098,A000048,D011595,ADDR000607,18db175a6a5cac8d,PI024127,11950.0,0.0,,electronics,2026-02-18 02:14:50,delivered,2,2026-02-22 02:14:50,False,False,,,,False,,,False,,,,,
ORD0000099,A000048,D034154,ADDR001760,18db175a6a5cac8d,PI024127,710.0,0.0,,grocery,2026-02-11 21:38:00,pending,2,,False,False,,,,False,,,False,,,,,
ORD0000100,A000049,D006417,ADDR016891,9dd2aaa1e9eb9cb9,PI008678,2240.0,121.02,,home,2026-02-13 18:50:53,delivered,3,2026-02-15 18:50:53,False,False,,,,False,,,False,,,,,
ORD0000101,A000050,D006611,ADDR015924,5c338e2b71b6711c,PI032173,1660.0,0.0,,toys,2026-02-12 05:06:13,delivered,3,2026-02-14 05:06:13,False,False,,,,False,,,False,,,,,
ORD0000102,A000050,D029528,ADDR016937,5c338e2b71b6711c,PI032173,16890.0,0.0,,electronics,2026-02-09 20:35:15,delivered,3,2026-02-10 20:35:15,False,False,,,,False,,,False,,,,,
ORD0000103,A000051,D012150,ADDR007337,f865bb911e96822b,PI026374,7400.0,0.0,,home,2026-01-23 13:46:58,delivered,2,2026-01-27 13:46:58,False,False,,,,False,,,False,,,,,
ORD0000104,A000051,D012150,ADDR014180,f865bb911e96822b,PI009742,3360.0,0.0,,fashion,2026-02-07 18:26:15,delivered,3,2026-02-10 18:26:15,False,False,,,,False,,,False,,,,,
ORD0000105,A000051,D012150,ADDR007337,f865bb911e96822b,PI026374,11710.0,1300.08,,electronics,2026-02-13 00:10:21,delivered,1,2026-02-15 00:10:21,False,False,,,,False,,,False,,,,,
ORD0000106,A000052,D015536,ADDR012409,cf1bb41bb16ff0b2,PI014730,7850.0,0.0,,home,2026-02-25 11:07:01,delivered,2,2026-02-26 11:07:01,False,False,,,,False,,,False,,,,,
ORD0000107,A000052,D029545,ADDR000850,cf1bb41bb16ff0b2,PI014730,950.0,0.0,,grocery,2026-02-12 09:20:47,delivered,2,2026-02-14 09:20:47,False,False,,,,False,,,False,,,,,
ORD0000108,A000052,D015536,ADDR000850,cf1bb41bb16ff0b2,PI014730,590.0,39.39,,books,2026-01-20 12:16:37,delivered,2,2026-01-21 12:16:37,False,False,,,,False,,,False,,,,,
ORD0000109,A000053,D009207,ADDR001752,dc4861bb70683439,PI014784,2480.0,367.24,,fashion,2026-01-23 18:00:57,delivered,3,2026-01-26 18:00:57,False,False,,,,False,,,False,,,,,
ORD0000110,A000053,D009207,ADDR001752,dc4861bb70683439,PI014784,2750.0,319.95,,home,2026-01-23 01:35:53,delivered,3,2026-01-25 01:35:53,False,False,,,,False,,,False,,,,,
ORD0000111,A000054,D004432,ADDR006778,f349e90f6eeed005,PI035067,780.0,0.0,,grocery,2026-01-27 20:53:11,delivered,3,2026-01-29 20:53:11,False,False,,,,False,,,False,,,,,
ORD0000112,A000054,D004432,ADDR006778,f349e90f6eeed005,PI035067,1620.0,148.5,,books,2026-01-28 03:01:03,delivered,3,2026-01-29 03:01:03,False,False,,,,False,,,False,,,,,
ORD0000113,A000054,D017523,ADDR006778,f349e90f6eeed005,PI035067,900.0,0.0,,grocery,2026-02-19 15:19:50,delivered,3,2026-02-23 15:19:50,False,False,,,,False,,,False,,,,,
ORD0000114,A000054,D004432,ADDR006778,f349e90f6eeed005,PI035067,710.0,0.0,,grocery,2026-01-28 05:26:47,delivered,1,2026-01-29 05:26:47,False,False,,,,False,,,False,,,,,
ORD0000115,A000054,D004432,ADDR006778,f349e90f6eeed005,PI035067,1690.0,0.0,,home,2026-02-02 10:21:28,delivered,2,2026-02-03 10:21:28,False,False,,,,False,,,False,,,,,
ORD0000116,A000054,D004432,ADDR006778,f349e90f6eeed005,PI035067,460.0,47.79,,books,2026-01-14 02:35:54,delivered,1,2026-01-15 02:35:54,False,False,,,,False,,,False,,,,,
ORD0000117,A000055,D008983,ADDR008320,af4d00174923404f,PI030508,3520.0,0.0,,fashion,2026-01-23 03:13:14,delivered,2,2026-01-27 03:13:14,False,False,,,,False,,,False,,,,,
ORD0000118,A000056,D003004,ADDR014565,d3a02a78c7ad9654,PI029229,1960.0,0.0,,books,2026-02-26 16:21:17,delivered,2,2026-02-28 16:21:17,False,False,,,,False,,,False,,,,,
ORD0000119,A000056,D003004,ADDR014565,d3a02a78c7ad9654,PI029229,3020.0,0.0,,home,2026-02-26 08:47:11,delivered,3,2026-02-28 08:47:11,False,False,,,,False,,,False,,,,,
ORD0000120,A000056,D003004,ADDR014565,d3a02a78c7ad9654,PI029229,14790.0,0.0,,electronics,2026-01-28 23:43:27,delivered,2,2026-01-30 23:43:27,False,False,,,,False,,,False,,,,,
ORD0000121,A000057,D006559,ADDR011793,2dcf1cc87a2ecfc1,PI002726,14180.0,0.0,,electronics,2026-02-07 23:03:28,delivered,3,2026-02-10 23:03:28,False,False,,,,False,,,False,,,,,
ORD0000122,A000057,D006559,ADDR011793,2dcf1cc87a2ecfc1,PI002726,4330.0,0.0,,fashion,2026-02-08 08:44:20,delivered,3,2026-02-12 08:44:20,False,False,,,,False,,,False,,,,,
ORD0000123,A000057,D006559,ADDR011793,2dcf1cc87a2ecfc1,PI002726,1050.0,0.0,,fashion,2026-01-29 08:25:44,delivered,3,2026-01-31 08:25:44,False,False,,,,False,,,False,,,,,
ORD0000124,A000058,D011477,ADDR016250,234c40cc54235ac0,PI007596,1030.0,0.0,,fashion,2026-01-30 16:24:28,delivered,1,2026-02-01 16:24:28,False,False,,,,False,,,False,,,,,
ORD0000125,A000058,D011477,ADDR016250,234c40cc54235ac0,PI036235,2950.0,0.0,,toys,2026-02-24 16:03:47,delivered,2,2026-02-25 16:03:47,False,False,,,,False,,,False,,,,,
ORD0000126,A000059,D017719,ADDR009004,43a999634122dd9d,PI022521,2860.0,191.72,,grocery,2026-02-04 18:09:00,failed,1,,True,False,,,,False,,,False,,,,,
ORD0000127,A000059,D017719,ADDR009004,43a999634122dd9d,PI022885,3850.0,0.0,,toys,2026-02-05 21:48:26,delivered,2,2026-02-07 21:48:26,False,False,,,,False,,,False,,,,,
ORD0000128,A000060,D018999,ADDR010850,498932e9b3397a83,PI004127,3310.0,0.0,,toys,2026-02-17 08:03:01,delivered,1,2026-02-21 08:03:01,False,False,,,,False,,,False,,,,,
ORD0000129,A000060,D018999,ADDR011423,498932e9b3397a83,PI004127,1830.0,0.0,,grocery,2026-02-28 00:34:31,delivered,1,2026-03-02 00:34:31,False,False,,,,False,,,False,,,,,
ORD0000130,A000061,D032187,ADDR016657,b50b00b2adac668b,PI029219,660.0,72.43,,books,2026-02-03 11:29:26,delivered,1,2026-02-07 11:29:26,False,False,,,,False,,,False,,,,,
ORD0000131,A000062,D034551,ADDR005333,92e509e2d87271ea,PI006712,630.0,0.0,,books,2026-02-15 02:25:02,delivered,2,2026-02-17 02:25:02,False,False,,,,False,,,False,,,,,
ORD0000132,A000062,D034754,ADDR005333,92e509e2d87271ea,PI039367,1980.0,0.0,,books,2026-01-23 17:43:12,delivered,3,2026-01-25 17:43:12,False,False,,,,False,,,False,,,,,
ORD0000133,A000063,D004629,ADDR014026,711635470a8a040a,PI036490,2490.0,0.0,,grocery,2026-01-30 17:40:20,failed,2,,True,False,,,,False,,,False,,,,,
