account_id,abuse_ring_id,true_ring_member,ring_type,ring_start_time,ring_end_time
A000316,,False,,,
A000317,,False,,,
A000318,,False,,,
A000319,,False,,,
A000320,,False,,,
A000321,,False,,,
A000322,,False,,,
A000323,,False,,,
A000324,,False,,,
A000325,,False,,,
A000326,,False,,,
A000327,,False,,,
A000328,,False,,,
A000329,,False,,,
A000330,,False,,,
A000331,,False,,,
A000332,,False,,,
A000333,,False,,,
A000334,,False,,,
A000335,,False,,,
A000336,,False,,,
A000337,,False,,,
A000338,,False,,,
A000339,,False,,,
A000340,,False,,,
A000341,,False,,,
A000342,,False,,,
A000343,,False,,,
A000344,,False,,,
A000345,,False,,,
A000346,,False,,,
A000347,,False,,,
A000348,,False,,,
A000349,,False,,,
A000350,,False,,,
A000351,,False,,,
A000352,,False,,,
A000353,,False,,,
A000354,,False,,,
A000355,,False,,,
A000356,,False,,,
A000357,,False,,,
A000358,,False,,,
A000359,,False,,,
A000360,,False,,,
A000361,,False,,,
A000362,,False,,,
A000363,,False,,,
A000364,,False,,,
A000365,,False,,,
A000366,,False,,,
A000367,,False,,,
A000368,,False,,,
A000369,,False,,,
A000370,,False,,,
A000371,,False,,,
A000372,,False,,,
A000373,,False,,,
A000374,,False,,,
A000375,,False,,,
A000376,,False,,,
A000377,,False,,,
A000378,,False,,,
A000379,,False,,,
A000380,,False,,,
A000381,,False,,,
A000382,,False,,,
A000383,,False,,,
A000384,,False,,,
A000385,,False,,,
A000386,,False,,,
A000387,,False,,,
A000388,,False,,,
A000389,,False,,,
A000390,,False,,,
A000391,,False,,,
A000392,,False,,,
A000393,,False,,,
A000394,,False,,,
A000395,,False,,,
A000396,,False,,,
A000397,,False,,,
A000398,,False,,,
A000399,,False,,,
A000400,,False,,,
A000401,,False,,,
A000402,,False,,,
A000403,,False,,,
A000404,,False,,,
A000405,,False,,,
A000406,,False,,,
A000407,,False,,,
A000408,,False,,,
A000409,,False,,,
A000410,,False,,,
A000411,,False,,,
A000412,,False,,,
A000413,,False,,,
A000414,,False,,,
A000415,,False,,,
A000416,,False,,,
A000417,,False,,,
A000418,,False,,,
A000419,,False,,,
A000420,,False,,,
A000421,,False,,,
A000422,,False,,,
A000423,,False,,,
A000424,,False,,,
A000425,,False,,,
A000426,,False,,,
A000427,,False,,,
A000428,,False,,,
A000429,,False,,,
A000430,,False,,,
A000431,,False,,,
A000432,,False,,,
A000433,,False,,,
A000434,,False,,,
A000435,,False,,,
A000436,,False,,,
A000437,,False,,,
A000438,,False,,,
A000439,,False,,,
A000440,,False,,,
A000441,,False,,,
A000442,,False,,,
A000443,,False,,,
A000444,,False,,,
A000445,,False,,,
A000446,,False,,,
A000447,,False,,,
A000448,,False,,,
A000449,,False,,,
A000450,,False,,,
A000451,,False,,,
A000452,,False,,,
A000453,,False,,,
A000454,,False,,,
A000455,,False,,,
A000456,,False,,,
A000457,,False,,,
A000458,,False,,,
A000459,,False,,,
A000460,,False,,,
A000461,,False,,,
A000462,,False,,,
A000463,,False,,,
A000464,,False,,,
A000465,,False,,,
A000466,,False,,,
A000467,,False,,,
A000468,,False,,,
A000469,,False,,,
A000470,,False,,,
A000471,,False,,,
A000472,,False,,,
A000473,,False,,,
A000474,,False,,,
A000475,,False,,,
A000476,,False,,,
A000477,,False,,,
A000478,,False,,,
A000479,,False,,,
A000480,,False,,,
A000481,,False,,,
A000482,,False,,,
A000483,,False,,,
A000484,,False,,,
A000485,,False,,,
A000486,,False,,,
A000487,,False,,,
A000488,,False,,,
A000489,,False,,,
A000490,,False,,,
A000491,,False,,,
A000492,,False,,,
A000493,,False,,,
A000494,,False,,,
A000495,,False,,,
A000496,,False,,,
A000497,,False,,,
A000498,,False,,,
A000499,,False,,,
A000500,,False,,,
A000501,,False,,,
A000502,,False,,,
A000503,,False,,,
A000504,,False,,,
A000505,,False,,,
A000506,,False,,,
A000507,,False,,,
A000508,,False,,,
A000509,,False,,,
A000510,,False,,,
A000511,,False,,,
A000512,,False,,,
A000513,,False,,,
A000514,,False,,,
A000515,,False,,,
A000516,,False,,,
A000517,,False,,,
A000518,,False,,,
A000519,,False,,,
A000520,,False,,,
A000521,,False,,,
A000522,,False,,,
A000523,,False,,,
A000524,,False,,,
A000525,,False,,,
A000526,,False,,,
A000527,,False,,,
A000528,,False,,,
A000529,,False,,,
A000530,,False,,,
A000531,,False,,,
A000532,,False,,,
A000533,,False,,,
A000534,,False,,,
A000535,,False,,,
A000536,,False,,,
A000537,,False,,,
A000538,,False,,,
A000539,,False,,,
A000540,,False,,,
A000541,,False,,,
A000542,,False,,,
A000543,,False,,,
A000544,,False,,,
A000545,,False,,,
A000546,,False,,,
A000547,,False,,,
A000548,,False,,,
A000549,,False,,,
A000550,,False,,,
A000551,,False,,,
A000552,,False,,,
A000553,,False,,,
A000554,,False,,,
A000555,,False,,,
A000556,,False,,,
A000557,,False,,,
A000558,,False,,,
A000559,,False,,,
A000560,,False,,,
A000561,,False,,,
A000562,,False,,,
A000563,,False,,,
A000564,,False,,,
A000565,,False,,,
A000566,,False,,,
A000567,,False,,,
A000568,,False,,,
A000569,,False,,,
A000570,,False,,,
A000571,,False,,,
A000572,,False,,,
A000573,,False,,,
A000574,,False,,,
A000575,,False,,,
A000576,,False,,,
A000577,,False,,,
A000578,,False,,,
A000579,,False,,,
A000580,,False,,,
A000581,,False,,,
A000582,,False,,,
A000583,,False,,,
A000584,,False,,,
A000585,,False,,,
A000586,,False,,,
A000587,,False,,,
A000588,,False,,,
A000589,,False,,,
A000590,,False,,,
A000591,,False,,,
A000592,,False,,,
A000593,,False,,,
A000594,,False,,,
A000595,,False,,,
A000596,,False,,,
A000597,,False,,,
A000598,,False,,,
A000599,,False,,,
A000600,,False,,,
A000601,,False,,,
A000602,,False,,,
A000603,,False,,,
A000604,,False,,,
A000605,,False,,,
A000606,,False,,,
A000607,,False,,,
A000608,,False,,,
A000609,,False,,,
A000610,,False,,,
A000611,,False,,,
A000612,,False,,,
A000613,,False,,,
A000614,,False,,,
A000615,,False,,,
A000616,,False,,,
A000617,,False,,,
A000618,,False,,,
A000619,,False,,,
A000620,,False,,,
A000621,,False,,,
A000622,,False,,,
A000623,,False,,,
A000624,,False,,,
A000625,,False,,,
A000626,,False,,,
A000627,,False,,,
A000628,,False,,,
A000629,,False,,,
A000630,,False,,,
A000631,,False,,,
A000632,,False,,,
A000633,,False,,,
A000634,,False,,,
A000635,,False,,,
A000636,,False,,,
A000637,,False,,,
A000638,,False,,,
A000639,,False,,,
A000640,,False,,,
A000641,,False,,,
A000642,,False,,,
A000643,,False,,,
A000644,,False,,,
A000645,,False,,,
A000646,,False,,,
A000647,,False,,,
A000648,,False,,,
A000649,,False,,,
A000650,,False,,,
A000651,,False,,,
A000652,,False,,,
A000653,,False,,,
A000654,,False,,,
A000655,,False,,,
A000656,,False,,,
A000657,,False,,,
A000658,,False,,,
A000659,,False,,,
A000660,,False,,,
A000661,,False,,,
A000662,,False,,,
A000663,,False,,,
A000664,,False,,,
A000665,,False,,,
A000666,,False,,,
A000667,,False,,,
A000668,,False,,,
A000669,,False,,,
A000670,,False,,,
A000671,,False,,,
A000672,,False,,,
A000673,,False,,,
A000674,,False,,,
A000675,,False,,,
A000676,,False,,,
A000677,,False,,,
A000678,,False,,,
A000679,,False,,,
A000680,,False,,,
A000681,,False,,,
A000682,,False,,,
A000683,,False,,,
A000684,,False,,,
A000685,,False,,,
A000686,,False,,,
A000687,,False,,,
A000688,,False,,,
A000689,,False,,,
A000690,,False,,,
A000691,,False,,,
A000692,,False,,,
A000693,,False,,,
A000694,,False,,,
A000695,,False,,,
A000696,,False,,,
A000697,,False,,,
A000698,,False,,,
A000699,,False,,,
A000700,,False,,,
A000701,,False,,,
A000702,,False,,,
A000703,,False,,,
A000704,,False,,,
A000705,,False,,,
A000706,,False,,,
A000707,,False,,,
A000708,,False,,,
A000709,,False,,,
A000710,,False,,,
A000711,,False,,,
A000712,,False,,,
A000713,,False,,,
A000714,,False,,,
A000715,,False,,,
A000716,,False,,,
A000717,,False,,,
A000718,,False,,,
A000719,,False,,,
A000720,,False,,,
A000721,,False,,,
A000722,,False,,,
A000723,,False,,,
A000724,,False,,,
A000725,,False,,,
A000726,,False,,,
A000727,,False,,,
A000728,,False,,,
A000729,,False,,,
A000730,,False,,,
A000731,,False,,,
A000732,,False,,,
A000733,,False,,,
A000734,,False,,,
A000735,,False,,,
A000736,,False,,,
A000737,,False,,,
A000738,,False,,,
A000739,,False,,,
A000740,,False,,,
A000741,,False,,,
A000742,,False,,,
A000743,,False,,,
A000744,,False,,,
A000745,,False,,,
A000746,,False,,,
A000747,,False,,,
A000748,,False,,,
A000749,,False,,,
A000750,,False,,,
A000751,,False,,,
A000752,,False,,,
A000753,,False,,,
A000754,,False,,,
A000755,,False,,,
A000756,,False,,,
A000757,,False,,,
A000758,,False,,,
A000759,,False,,,
A000760,,False,,,
A000761,,False,,,
A000762,,False,,,
A000763,,False,,,
A000764,,False,,,
A000765,,False,,,
A000766,,False,,,
A000767,,False,,,
A000768,,False,,,
A000769,,False,,,
A000770,,False,,,
A000771,,False,,,
A000772,,False,,,
A000773,,False,,,
A000774,,False,,,
A000775,,False,,,
A000776,,False,,,
A000777,,False,,,
A000778,,False,,,
A000779,,False,,,
A000780,,False,,,
A000781,,False,,,
A000782,,False,,,
A000783,,False,,,
A000784,,False,,,
A000785,,False,,,
A000786,,False,,,
A000787,,False,,,
A000788,,False,,,
A000789,,False,,,
A000790,,False,,,
A000791,,False,,,
A000792,,False,,,
A000793,,False,,,
A000794,,False,,,
A000795,,False,,,
A000796,,False,,,
A000797,,False,,,
A000798,,False,,,
A000799,,False,,,
A000800,,False,,,
A000801,,False,,,
A000802,,False,,,
A000803,,False,,,
A000804,,False,,,
A000805,,False,,,
A000806,,False,,,
A000807,,False,,,
A000808,,False,,,
A000809,,False,,,
A000810,,False,,,
A000811,,False,,,
A000812,,False,,,
A000813,,False,,,
A000814,,False,,,
A000815,,False,,,
A000816,,False,,,
A000817,,False,,,
A000818,,False,,,
A000819,,False,,,
A000820,,False,,,
A000821,,False,,,
A000822,,False,,,
A000823,,False,,,
A000824,,False,,,
A000825,,False,,,
A000826,,False,,,
A000827,,False,,,
A000828,,False,,,
A000829,,False,,,
A000830,,False,,,
A000831,,False,,,
A000832,,False,,,
A000833,,False,,,
A000834,,False,,,
A000835,,False,,,
A000836,,False,,,
A000837,,False,,,
A000838,,False,,,
A000839,,False,,,
A000840,,False,,,
A000841,,False,,,
A000842,,False,,,
A000843,,False,,,
A000844,,False,,,
A000845,,False,,,
A000846,,False,,,
A000847,,False,,,
A000848,,False,,,
A000849,,False,,,
A000850,,False,,,
A000851,,False,,,
A000852,,False,,,
A000853,,False,,,
A000854,,False,,,
A000855,,False,,,
A000856,,False,,,
A000857,,False,,,
A000858,,False,,,
A000859,,False,,,
A000860,,False,,,
A000861,,False,,,
A000862,,False,,,
A000863,,False,,,
A000864,,False,,,
A000865,,False,,,
A000866,,False,,,
A000867,,False,,,
A000868,,False,,,
A000869,,False,,,
A000870,,False,,,
A000871,,False,,,
A000872,,False,,,
A000873,,False,,,
A000874,,False,,,
A000875,,False,,,
A000876,,False,,,
A000877,,False,,,
A000878,,False,,,
A000879,,False,,,
A000880,,False,,,
A000881,,False,,,
A000882,,False,,,
A000883,,False,,,
A000884,,False,,,
A000885,,False,,,
A000886,,False,,,
A000887,,False,,,
A000888,,False,,,
A000889,,False,,,
A000890,,False,,,
A000891,,False,,,
A000892,,False,,,
A000893,,False,,,
A000894,,False,,,
A000895,,False,,,
A000896,,False,,,
A000897,,False,,,
A000898,,False,,,
A000899,,False,,,
A000900,,False,,,
A000901,,False,,,
A000902,,False,,,
A000903,,False,,,
A000904,,False,,,
A000905,,False,,,
A000906,,False,,,
A000907,,False,,,
A000908,,False,,,
A000909,,False,,,
A000910,,False,,,
A000911,,False,,,
A000912,,False,,,
A000913,,False,,,
A000914,,False,,,
A000915,,False,,,
A000916,,False,,,
A000917,,False,,,
A000918,,False,,,
A000919,,False,,,
A000920,,False,,,
A000921,,False,,,
A000922,,False,,,
A000923,,False,,,
A000924,,False,,,
A000925,,False,,,
A000926,,False,,,
A000927,,False,,,
A000928,,False,,,
A000929,,False,,,
A000930,,False,,,
A000931,,False,,,
A000932,,False,,,
A000933,,False,,,
A000934,,False,,,
A000935,,False,,,
A000936,,False,,,
A000937,,False,,,
A000938,,False,,,
A000939,,False,,,
A000940,,False,,,
A000941,,False,,,
A000942,,False,,,
A000943,,False,,,
A000944,,False,,,
A000945,,False,,,
A000946,,False,,,
A000947,,False,,,
A000948,,False,,,
A000949,,False,,,
A000950,,False,,,
A000951,,False,,,
A000952,,False,,,
A000953,,False,,,
A000954,,False,,,
A000955,,False,,,
A000956,,False,,,
A000957,,False,,,
A000958,,False,,,
A000959,,False,,,
A000960,,False,,,
A000961,,False,,,
A000962,,False,,,
A000963,,False,,,
A000964,,False,,,
A000965,,False,,,
A000966,,False,,,
A000967,,False,,,
A000968,,False,,,
A000969,,False,,,
A000970,,False,,,
A000971,,False,,,
A000972,,False,,,
A000973,,False,,,
A000974,,False,,,
A000975,,False,,,
A000976,,False,,,
A000977,,False,,,
A000978,,False,,,
A000979,,False,,,
A000980,,False,,,
A000981,,False,,,
A000982,,False,,,
A000983,,False,,,
A000984,,False,,,
A000985,,False,,,
A000986,,False,,,
A000987,,False,,,
A000988,,False,,,
A000989,,False,,,
A000990,,False,,,
A000991,,False,,,
A000992,,False,,,
A000993,,False,,,
A000994,,False,,,
A000995,,False,,,
A000996,,False,,,
A000997,,False,,,
A000998,,False,,,
A000999,,False,,,
A001000,,False,,,
A001001,,False,,,
A001002,,False,,,
A001003,,False,,,
A001004,,False,,,
A001005,,False,,,
A001006,,False,,,
A001007,,False,,,
A001008,,False,,,
A001009,,False,,,
A001010,,False,,,
A001011,,False,,,
A001012,,False,,,
A001013,,False,,,
A001014,,False,,,
A001015,,False,,,
A001016,,False,,,
A001017,,False,,,
A001018,,False,,,
A001019,,False,,,
A001020,,False,,,
A001021,,False,,,
A001022,,False,,,
A001023,,False,,,
A001024,,False,,,
A001025,,False,,,
A001026,,False,,,
A001027,,False,,,
A001028,,False,,,
A001029,,False,,,
A001030,,False,,,
A001031,,False,,,
A001032,,False,,,
A001033,,False,,,
A001034,,False,,,
A001035,,False,,,
A001036,,False,,,
A001037,,False,,,
A001038,,False,,,
A001039,,False,,,
A001040,,False,,,
A001041,,False,,,
A001042,,False,,,
A001043,,False,,,
A001044,,False,,,
A001045,,False,,,
A001046,,False,,,
A001047,,False,,,
A001048,,False,,,
A001049,,False,,,
A001050,,False,,,
A001051,,False,,,
A001052,,False,,,
A001053,,False,,,
A001054,,False,,,
A001055,,False,,,
A001056,,False,,,
A001057,,False,,,
A001058,,False,,,
A001059,,False,,,
A001060,,False,,,
A001061,,False,,,
A001062,,False,,,
A001063,,False,,,
A001064,,False,,,
A001065,,False,,,
A001066,,False,,,
A001067,,False,,,
A001068,,False,,,
A001069,,False,,,
A001070,,False,,,
A001071,,False,,,
A001072,,False,,,
A001073,,False,,,
A001074,,False,,,
A001075,,False,,,
A001076,,False,,,
A001077,,False,,,
A001078,,False,,,
A001079,,False,,,
A001080,,False,,,
A001081,,False,,,
A001082,,False,,,
A001083,,False,,,
A001084,,False,,,
A001085,,False,,,
A001086,,False,,,
A001087,,False,,,
A001088,,False,,,
A001089,,False,,,
A001090,,False,,,
A001091,,False,,,
A001092,,False,,,
A001093,,False,,,
A001094,,False,,,
A001095,,False,,,
A001096,,False,,,
A001097,,False,,,
A001098,,False,,,
A001099,,False,,,
A001100,,False,,,
A001101,,False,,,
A001102,,False,,,
A001103,,False,,,
A001104,,False,,,
A001105,,False,,,
A001106,,False,,,
A001107,,False,,,
A001108,,False,,,
A001109,,False,,,
A001110,,False,,,
A001111,,False,,,
A001112,,False,,,
A001113,,False,,,
A001114,,False,,,
A001115,,False,,,
A001116,,False,,,
A001117,,False,,,
A001118,,False,,,
A001119,,False,,,
A001120,,False,,,
A001121,,False,,,
A001122,,False,,,
A001123,,False,,,
A001124,,False,,,
A001125,,False,,,
A001126,,False,,,
A001127,,False,,,
A001128,,False,,,
A001129,,False,,,
A001130,,False,,,
A001131,,False,,,
A001132,,False,,,
A001133,,False,,,
A001134,,False,,,
A001135,,False,,,
A001136,,False,,,
A001137,,False,,,
A001138,,False,,,
A001139,,False,,,
A001140,,False,,,
A001141,,False,,,
A001142,,False,,,
A001143,,False,,,
A001144,,False,,,
A001145,,False,,,
A001146,,False,,,
A001147,,False,,,
A001148,,False,,,
A001149,,False,,,
A001150,,False,,,
A001151,,False,,,
A001152,,False,,,
A001153,,False,,,
A001154,,False,,,
A001155,,False,,,
A001156,,False,,,
A001157,,False,,,
A001158,,False,,,
A001159,,False,,,
A001160,,False,,,
A001161,,False,,,
A001162,,False,,,
A001163,,False,,,
A001164,,False,,,
A001165,,False,,,
A001166,,False,,,
A001167,,False,,,
A001168,,False,,,
A001169,,False,,,
A001170,,False,,,
A001171,,False,,,
A001172,,False,,,
A001173,,False,,,
A001174,,False,,,
A001175,,False,,,
A001176,,False,,,
A001177,,False,,,
A001178,,False,,,
A001179,,False,,,
A001180,,False,,,
A001181,,False,,,
A001182,,False,,,
A001183,,False,,,
A001184,,False,,,
A001185,,False,,,
A001186,,False,,,
A001187,,False,,,
A001188,,False,,,
A001189,,False,,,
A001190,,False,,,
A001191,,False,,,
A001192,,False,,,
A001193,,False,,,
A001194,,False,,,
A001195,,False,,,
A001196,,False,,,
A001197,,False,,,
A001198,,False,,,
A001199,,False,,,
A001200,,False,,,
A001201,,False,,,
A001202,,False,,,
A001203,,False,,,
A001204,,False,,,
A001205,,False,,,
A001206,,False,,,
A001207,,False,,,
A001208,,False,,,
A001209,,False,,,
A001210,,False,,,
A001211,,False,,,
A001212,,False,,,
A001213,,False,,,
A001214,,False,,,
A001215,,False,,,
A001216,,False,,,
A001217,,False,,,
A001218,,False,,,
A001219,,False,,,
A001220,,False,,,
A001221,,False,,,
A001222,,False,,,
A001223,,False,,,
A001224,,False,,,
A001225,,False,,,
A001226,,False,,,
A001227,,False,,,
A001228,,False,,,
A001229,,False,,,
A001230,,False,,,
A001231,,False,,,
A001232,,False,,,
A001233,,False,,,
A001234,,False,,,
A001235,,False,,,
A001236,,False,,,
A001237,,False,,,
A001238,,False,,,
A001239,,False,,,
A001240,,False,,,
A001241,,False,,,
A001242,,False,,,
A001243,,False,,,
A001244,,False,,,
A001245,,False,,,
A001246,,False,,,
A001247,,False,,,
A001248,,False,,,
A001249,,False,,,
A001250,,False,,,
A001251,,False,,,
A001252,,False,,,
A001253,,False,,,
A001254,,False,,,
A001255,,False,,,
A001256,,False,,,
A001257,,False,,,
A001258,,False,,,
A001259,,False,,,
A001260,,False,,,
A001261,,False,,,
A001262,,False,,,
A001263,,False,,,
A001264,,False,,,
A001265,,False,,,
A001266,,False,,,
A001267,,False,,,
A001268,,False,,,
A001269,,False,,,
A001270,,False,,,
A001271,,False,,,
A001272,,False,,,
A001273,,False,,,
A001274,,False,,,
A001275,,False,,,
A001276,,False,,,
A001277,,False,,,
A001278,,False,,,
A001279,,False,,,
A001280,,False,,,
A001281,,False,,,
A001282,,False,,,
A001283,,False,,,
A001284,,False,,,
A001285,,False,,,
A001286,,False,,,
A001287,,False,,,
A001288,,False,,,
A001289,,False,,,
A001290,,False,,,
A001291,,False,,,
A001292,,False,,,
A001293,,False,,,
A001294,,False,,,
A001295,,False,,,
A001296,,False,,,
A001297,,False,,,
A001298,,False,,,
A001299,,False,,,
A001300,,False,,,
A001301,,False,,,
A001302,,False,,,
A001303,,False,,,
A001304,,False,,,
A001305,,False,,,
A001306,,False,,,
A001307,,False,,,
A001308,,False,,,
A001309,,False,,,
A001310,,False,,,
A001311,,False,,,
A001312,,False,,,
A001313,,False,,,
A001314,,False,,,
A001315,,False,,,
A001316,,False,,,
A001317,,False,,,
A001318,,False,,,
A001319,,False,,,
A001320,,False,,,
A001321,,False,,,
A001322,,False,,,
A001323,,False,,,
A001324,,False,,,
A001325,,False,,,
A001326,,False,,,
A001327,,False,,,
A001328,,False,,,
A001329,,False,,,
A001330,,False,,,
A001331,,False,,,
A001332,,False,,,
A001333,,False,,,
A001334,,False,,,
A001335,,False,,,
A001336,,False,,,
A001337,,False,,,
A001338,,False,,,
A001339,,False,,,
A001340,,False,,,
A001341,,False,,,
A001342,,False,,,
A001343,,False,,,
A001344,,False,,,
A001345,,False,,,
A001346,,False,,,
A001347,,False,,,
A001348,,False,,,
A001349,,False,,,
A001350,,False,,,
A001351,,False,,,
A001352,,False,,,
A001353,,False,,,
A001354,,False,,,
A001355,,False,,,
A001356,,False,,,
A001357,,False,,,
A001358,,False,,,
A001359,,False,,,
A001360,,False,,,
A001361,,False,,,
A001362,,False,,,
A001363,,False,,,
A001364,,False,,,
A001365,,False,,,
A001366,,False,,,
A001367,,False,,,
A001368,,False,,,
A001369,,False,,,
A001370,,False,,,
A001371,,False,,,
A001372,,False,,,
A001373,,False,,,
A001374,,False,,,
A001375,,False,,,
A001376,,False,,,
A001377,,False,,,
A001378,,False,,,
A001379,,False,,,
A001380,,False,,,
A001381,,False,,,
A001382,,False,,,
A001383,,False,,,
A001384,,False,,,
A001385,,False,,,
A001386,,False,,,
A001387,,False,,,
A001388,,False,,,
A001389,,False,,,
A001390,,False,,,
A001391,,False,,,
