device_id,os_family,browser_family,ip_prefix,first_seen_at
D000099,iOS,Safari,10.140.93.0/24,2026-01-15 00:25:56
D000100,Android,Chrome,10.127.153.0/24,2026-02-25 18:39:43
D000101,Windows,Firefox,10.33.204.0/24,2026-02-24 19:44:29
D000102,Android,Firefox,10.226.246.0/24,2026-02-11 16:48:58
D000103,Windows,Chrome,10.91.66.0/24,2026-02-15 07:38:56
D000104,Linux,Firefox,10.94.215.0/24,2026-01-28 16:23:20
D000105,Windows,Firefox,10.180.116.0/24,2026-02-24 05:20:51
D000106,iOS,Safari,10.36.72.0/24,2026-02-17 05:24:29
D000107,Android,Firefox,10.196.228.0/24,2026-02-28 12:57:25
D000108,Android,Edge,10.52.168.0/24,2026-02-22 01:56:34
D000109,Windows,Firefox,10.78.84.0/24,2026-01-06 04:39:41
D000110,Android,Firefox,10.24.217.0/24,2026-01-13 03:56:38
D000111,Android,Edge,10.250.72.0/24,2026-02-12 14:07:50
D000112,Android,Chrome,10.193.1.0/24,2026-02-07 07:56:20
D000113,Android,Edge,10.242.136.0/24,2026-02-14 06:26:18
D000114,iOS,Chrome,10.242.80.0/24,2026-01-03 20:20:01
D000115,iOS,Chrome,10.40.55.0/24,2026-02-14 16:18:21
D000116,Windows,Chrome,10.120.42.0/24,2026-02-07 10:38:43
D000117,Android,Chrome,10.138.235.0/24,2026-02-22 05:12:10
D000118,Windows,Firefox,10.25.69.0/24,2026-01-28 09:29:00
D000119,Android,Edge,10.243.250.0/24,2026-01-03 05:12:05
D000120,iOS,Chrome,10.247.234.0/24,2026-01-15 19:35:35
D000121,Android,Edge,10.92.59.0/24,2026-02-24 14:29:43
D000122,Android,Firefox,10.94.81.0/24,2026-01-27 10:55:50
D000123,iOS,Safari,10.184.152.0/24,2026-02-12 18:41:36
D000124,iOS,Safari,10.253.101.0/24,2026-02-13 01:16:10
D000125,Android,Edge,10.169.215.0/24,2026-02-09 12:01:44
D000126,iOS,Chrome,10.181.174.0/24,2026-01-03 00:34:01
D000127,Android,Chrome,10.46.46.0/24,2026-01-11 03:25:09
D000128,macOS,Chrome,10.122.7.0/24,2026-02-01 05:57:25
D000129,iOS,Safari,10.240.110.0/24,2026-02-12 19:10:20
D000130,Android,Firefox,10.66.152.0/24,2026-01-24 03:17:51
D000131,iOS,Safari,10.155.131.0/24,2026-02-22 07:00:45
D000132,iOS,Safari,10.222.118.0/24,2026-01-25 17:42:57
D000133,iOS,Chrome,10.247.103.0/24,2026-01-29 12:51:40
D000134,Android,Edge,10.134.121.0/24,2026-01-24 11:34:08
D000135,iOS,Safari,10.80.204.0/24,2026-02-07 04:27:04
D000136,Android,Edge,10.98.126.0/24,2026-01-26 11:48:16
D000137,iOS,Safari,10.231.252.0/24,2026-01-30 22:21:50
D000138,Android,Firefox,10.84.18.0/24,2026-01-03 03:41:03
D000139,iOS,Safari,10.248.225.0/24,2026-01-12 11:31:12
D000140,Linux,Firefox,10.103.94.0/24,2026-02-14 21:36:39
D000141,iOS,Safari,10.85.56.0/24,2026-02-18 18:41:38
D000142,Android,Chrome,10.232.136.0/24,2026-01-01 19:16:27
D000143,Linux,Chrome,10.137.213.0/24,2026-01-27 11:43:59
D000144,Android,Edge,10.117.18.0/24,2026-01-16 16:24:09
D000145,Android,Edge,10.67.113.0/24,2026-01-17 01:49:11
D000146,iOS,Safari,10.93.143.0/24,2026-02-11 16:36:29
D000147,iOS,Chrome,10.46.58.0/24,2026-02-12 20:37:29
D000148,Android,Chrome,10.20.179.0/24,2026-01-26 03:00:49
D000149,macOS,Safari,10.117.64.0/24,2026-02-02 00:06:34
D000150,iOS,Safari,10.244.70.0/24,2026-02-18 18:51:49
D000151,Android,Firefox,10.34.119.0/24,2026-02-16 12:05:27
D000152,Android,Chrome,10.74.98.0/24,2026-02-03 21:34:17
D000153,Windows,Firefox,10.252.92.0/24,2026-01-13 03:12:41
D000154,Android,Edge,10.216.218.0/24,2026-01-18 21:37:26
D000155,iOS,Chrome,10.179.15.0/24,2026-02-24 06:31:40
D000156,Android,Edge,10.94.44.0/24,2026-02-22 04:12:13
D000157,Android,Edge,10.173.127.0/24,2026-02-14 10:40:57
D000158,macOS,Chrome,10.109.128.0/24,2026-02-09 02:10:34
D000159,Android,Edge,10.27.157.0/24,2026-01-25 17:39:14
D000160,Android,Firefox,10.165.54.0/24,2026-02-11 00:45:28
D000161,Android,Chrome,10.48.174.0/24,2026-01-24 09:09:15
D000162,iOS,Safari,10.140.224.0/24,2026-01-30 18:52:30
D000163,Windows,Firefox,10.193.146.0/24,2026-02-21 09:09:37
D000164,Windows,Firefox,10.3.82.0/24,2026-02-17 19:22:33
D000165,iOS,Chrome,10.40.192.0/24,2026-01-06 22:06:38
D000166,iOS,Safari,10.220.225.0/24,2026-01-01 14:16:58
D000167,Android,Edge,10.72.124.0/24,2026-01-01 11:01:18
D000168,iOS,Safari,10.219.9.0/24,2026-01-25 04:45:06
D000169,iOS,Chrome,10.192.69.0/24,2026-02-17 10:07:25
D000170,iOS,Safari,10.44.150.0/24,2026-02-25 09:31:19
D000171,iOS,Chrome,10.180.132.0/24,2026-01-10 01:50:32
D000172,Android,Chrome,10.108.64.0/24,2026-01-09 06:10:30
D000173,Windows,Edge,10.10.30.0/24,2026-01-18 19:51:53
D000174,Android,Firefox,10.85.11.0/24,2026-01-26 03:40:30
D000175,Android,Chrome,10.150.48.0/24,2026-01-29 08:44:51
D000176,Android,Edge,10.91.119.0/24,2026-01-25 08:53:43
D000177,Android,Edge,10.120.158.0/24,2026-01-05 19:29:03
D000178,Android,Edge,10.97.14.0/24,2026-02-09 05:00:37
D000179,Android,Edge,10.69.82.0/24,2026-01-08 18:22:20
D000180,Android,Firefox,10.86.217.0/24,2026-02-27 06:55:23
D000181,Windows,Firefox,10.167.46.0/24,2026-02-17 20:48:05
D000182,iOS,Chrome,10.98.151.0/24,2026-01-02 05:42:27
D000183,Windows,Firefox,10.95.106.0/24,2026-01-09 14:47:21
D000184,iOS,Chrome,10.229.1.0/24,2026-02-13 12:30:48
D000185,Android,Chrome,10.119.142.0/24,2026-02-15 06:50:27
D000186,Windows,Firefox,10.101.149.0/24,2026-02-24 05:05:06
D000187,iOS,Safari,10.128.66.0/24,2026-02-14 03:00:35
D000188,Android,Edge,10.33.229.0/24,2026-02-05 23:43:51
D000189,iOS,Safari,10.213.109.0/24,2026-01-28 22:18:04
D000190,iOS,Safari,10.221.54.0/24,2026-01-03 14:46:55
D000191,Android,Chrome,10.180.93.0/24,2026-01-21 04:38:04
D000192,Android,Firefox,10.183.4.0/24,2026-01-07 13:22:11
D000193,Android,Firefox,10.68.151.0/24,2026-01-16 08:13:48
D000194,Android,Firefox,10.231.150.0/24,2026-01-19 01:19:21
D000195,Android,Chrome,10.116.158.0/24,2026-01-05 09:40:49
D000196,Android,Firefox,10.239.86.0/24,2026-01-01 11:18:40
D000197,Android,Firefox,10.43.175.0/24,2026-01-22 12:35:30
D000198,Android,Edge,10.83.190.0/24,2026-02-28 00:18:57
D000199,macOS,Firefox,10.102.14.0/24,2026-01-15 01:03:03
D000200,Android,Edge,10.204.86.0/24,2026-01-08 01:10:26
D000201,Android,Firefox,10.41.75.0/24,2026-02-16 21:56:37
D000202,iOS,Safari,10.16.148.0/24,2026-02-16 02:40:28
D000203,iOS,Chrome,10.231.56.0/24,2026-01-10 11:38:26
D000204,iOS,Chrome,10.154.13.0/24,2026-02-12 18:45:04
D000205,iOS,Chrome,10.95.163.0/24,2026-02-04 19:16:16
D000206,iOS,Chrome,10.172.168.0/24,2026-01-12 08:07:44
D000207,Android,Edge,10.83.41.0/24,2026-01-20 16:46:17
D000208,macOS,Safari,10.173.91.0/24,2026-01-23 12:25:07
D000209,Android,Chrome,10.23.123.0/24,2026-01-14 02:33:40
D000210,iOS,Chrome,10.101.48.0/24,2026-01-19 17:46:08
D000211,macOS,Firefox,10.5.182.0/24,2026-02-10 18:16:19
D000212,iOS,Chrome,10.17.188.0/24,2026-02-15 18:15:19
D000213,iOS,Chrome,10.47.136.0/24,2026-02-12 12:14:00
D000214,Android,Chrome,10.236.21.0/24,2026-01-14 05:08:55
D000215,Linux,Firefox,10.240.24.0/24,2026-02-19 21:23:01
D000216,iOS,Safari,10.80.7.0/24,2026-01-19 16:52:30
D000217,Windows,Edge,10.209.75.0/24,2026-01-12 11:12:09
D000218,iOS,Chrome,10.157.179.0/24,2026-01-25 03:02:28
D000219,Android,Chrome,10.14.4.0/24,2026-01-24 07:19:39
D000220,Android,Firefox,10.109.166.0/24,2026-01-18 02:50:50
D000221,Windows,Edge,10.113.205.0/24,2026-01-20 22:42:48
D000222,Android,Firefox,10.184.21.0/24,2026-02-19 15:35:13
D000223,iOS,Chrome,10.95.86.0/24,2026-01-19 07:27:35
D000224,Android,Edge,10.99.122.0/24,2026-01-16 19:31:45
D000225,Android,Firefox,10.44.202.0/24,2026-01-16 22:20:04
D000226,iOS,Chrome,10.139.176.0/24,2026-01-08 09:30:14
D000227,Android,Chrome,10.215.153.0/24,2026-02-20 16:45:03
D000228,iOS,Safari,10.25.133.0/24,2026-02-07 09:47:10
D000229,Android,Firefox,10.181.183.0/24,2026-01-14 00:29:26
D000230,Windows,Chrome,10.244.14.0/24,2026-02-11 05:37:30
D000231,Windows,Chrome,10.64.95.0/24,2026-01-29 23:27:24
D000232,Android,Firefox,10.216.23.0/24,2026-01-21 12:55:18
D000233,iOS,Chrome,10.68.48.0/24,2026-02-24 11:22:12
D000234,Android,Edge,10.112.198.0/24,2026-02-06 03:53:34
D000235,macOS,Firefox,10.30.208.0/24,2026-02-27 00:52:37
D000236,macOS,Firefox,10.246.216.0/24,2026-01-19 18:04:12
D000237,Android,Edge,10.66.193.0/24,2026-02-17 18:21:40
D000238,macOS,Chrome,10.87.184.0/24,2026-02-26 07:28:41
D000239,Android,Chrome,10.170.72.0/24,2026-02-12 02:44:20
D000240,iOS,Safari,10.151.55.0/24,2026-01-20 04:41:34
D000241,Android,Chrome,10.243.206.0/24,2026-01-14 21:39:44
D000242,Android,Firefox,10.184.139.0/24,2026-02-12 00:14:47
D000243,iOS,Safari,10.43.215.0/24,2026-01-02 17:33:06
D000244,Windows,Chrome,10.25.173.0/24,2026-02-17 17:08:23
D000245,Android,Chrome,10.56.58.0/24,2026-02-16 19:01:30
D000246,Android,Chrome,10.81.232.0/24,2026-01-19 19:43:34
D000247,macOS,Safari,10.213.140.0/24,2026-02-02 11:21:49
D000248,iOS,Chrome,10.15.206.0/24,2026-02-14 13:43:16
D000249,Android,Edge,10.95.101.0/24,2026-02-06 01:42:31
D000250,Android,Chrome,10.175.37.0/24,2026-02-07 10:12:06
D000251,Android,Edge,10.29.214.0/24,2026-02-06 16:02:07
D000252,Android,Edge,10.229.108.0/24,2026-02-23 08:26:34
D000253,Android,Edge,10.234.99.0/24,2026-02-20 21:20:07
D000254,Android,Chrome,10.30.140.0/24,2026-01-27 02:02:54
D000255,Android,Chrome,10.56.183.0/24,2026-01-18 10:36:11
D000256,Android,Firefox,10.16.12.0/24,2026-02-04 15:45:14
D000257,iOS,Safari,10.73.107.0/24,2026-02-11 08:32:34
D000258,Android,Edge,10.50.217.0/24,2026-01-01 19:01:59
D000259,Android,Chrome,10.8.220.0/24,2026-02-13 13:51:55
D000260,iOS,Chrome,10.181.20.0/24,2026-01-07 01:33:34
D000261,Windows,Edge,10.239.67.0/24,2026-01-20 14:09:55
D000262,iOS,Safari,10.88.191.0/24,2026-01-28 11:13:49
D000263,Android,Firefox,10.167.222.0/24,2026-02-21 19:17:06
D000264,iOS,Chrome,10.146.19.0/24,2026-02-01 17:07:46
D000265,iOS,Safari,10.178.200.0/24,2026-02-04 12:16:21
D000266,Android,Firefox,10.75.226.0/24,2026-02-26 22:30:56
D000267,macOS,Chrome,10.217.136.0/24,2026-02-14 19:20:35
D000268,Android,Firefox,10.240.68.0/24,2026-01-11 07:36:17
D000269,iOS,Chrome,10.201.122.0/24,2026-02-07 09:11:41
D000270,Android,Firefox,10.26.200.0/24,2026-02-20 06:28:09
D000271,Android,Chrome,10.10.105.0/24,2026-02-26 02:29:19
D000272,Android,Firefox,10.193.245.0/24,2026-02-01 18:43:36
D000273,macOS,Firefox,10.252.132.0/24,2026-01-06 23:05:56
D000274,Linux,Chrome,10.15.20.0/24,2026-02-19 04:38:08
D000275,Android,Edge,10.242.206.0/24,2026-02-12 21:24:24
D000276,iOS,Chrome,10.25.200.0/24,2026-01-06 00:49:57
D000277,Android,Chrome,10.145.86.0/24,2026-02-19 20:06:20
D000278,Android,Edge,10.135.12.0/24,2026-02-21 21:45:39
D000279,Windows,Chrome,10.251.228.0/24,2026-01-02 08:58:47
D000280,Android,Edge,10.38.176.0/24,2026-02-17 15:43:53
D000281,Windows,Edge,10.108.211.0/24,2026-01-18 04:41:27
D000282,iOS,Safari,10.80.83.0/24,2026-01-18 20:53:50
D000283,Android,Firefox,10.175.86.0/24,2026-01-12 06:52:39
D000284,Android,Chrome,10.166.147.0/24,2026-02-10 20:18:01
D000285,macOS,Chrome,10.82.99.0/24,2026-01-22 14:32:13
D000286,macOS,Chrome,10.183.119.0/24,2026-01-19 16:29:39
D000287,macOS,Firefox,10.139.202.0/24,2026-02-22 01:53:01
D000288,Android,Chrome,10.58.75.0/24,2026-01-01 05:18:13
D000289,iOS,Chrome,10.200.35.0/24,2026-01-20 06:18:10
D000290,Android,Firefox,10.118.176.0/24,2026-01-14 00:25:20
D000291,Android,Chrome,10.211.152.0/24,2026-02-17 10:05:21
D000292,iOS,Safari,10.201.112.0/24,2026-02-13 20:45:25
D000293,Windows,Edge,10.216.46.0/24,2026-02-12 08:29:09
D000294,macOS,Safari,10.32.189.0/24,2026-01-18 23:53:14
D000295,iOS,Safari,10.212.117.0/24,2026-01-12 13:16:02
D000296,Windows,Edge,10.194.11.0/24,2026-02-23 01:56:20
D000297,Android,Firefox,10.225.132.0/24,2026-01-15 14:17:40
D000298,macOS,Chrome,10.205.152.0/24,2026-02-15 10:17:35
D000299,Android,Edge,10.233.93.0/24,2026-01-03 09:33:37
D000300,Android,Edge,10.179.255.0/24,2026-02-08 22:40:21
D000301,macOS,Firefox,10.26.12.0/24,2026-01-25 09:58:57
D000302,Android,Chrome,10.248.181.0/24,2026-01-09 12:57:53
D000303,Windows,Firefox,10.161.150.0/24,2026-02-20 05:31:21
D000304,macOS,Safari,10.206.247.0/24,2026-01-15 21:02:53
D000305,Windows,Chrome,10.134.205.0/24,2026-02-08 13:05:11
D000306,Android,Firefox,10.208.57.0/24,2026-01-27 05:21:31
D000307,Windows,Firefox,10.109.244.0/24,2026-02-06 09:01:24
D000308,Android,Chrome,10.23.4.0/24,2026-02-26 05:24:16
D000309,iOS,Chrome,10.44.208.0/24,2026-02-05 06:23:36
D000310,Windows,Firefox,10.153.41.0/24,2026-01-27 11:00:04
D000311,Windows,Edge,10.12.253.0/24,2026-02-07 08:48:12
D000312,Android,Firefox,10.165.160.0/24,2026-01-18 03:16:36
D000313,Android,Chrome,10.249.64.0/24,2026-02-20 23:44:58
D000314,macOS,Chrome,10.196.99.0/24,2026-01-04 19:55:36
D000315,iOS,Safari,10.97.10.0/24,2026-01-20 17:21:08
D000316,Android,Firefox,10.46.20.0/24,2026-01-09 05:27:37
D000317,Android,Chrome,10.182.118.0/24,2026-02-24 21:28:09
D000318,Android,Chrome,10.27.215.0/24,2026-01-14 01:09:36
D000319,Windows,Firefox,10.89.98.0/24,2026-02-09 02:33:29
D000320,Android,Edge,10.193.37.0/24,2026-02-08 15:43:36
D000321,Android,Chrome,10.238.245.0/24,2026-01-31 20:05:11
D000322,Android,Chrome,10.145.38.0/24,2026-01-25 12:06:00
D000323,macOS,Chrome,10.79.249.0/24,2026-02-22 07:00:56
D000324,Windows,Edge,10.174.141.0/24,2026-01-11 20:18:25
D000325,Android,Edge,10.221.131.0/24,2026-02-03 15:53:15
D000326,macOS,Firefox,10.132.115.0/24,2026-02-04 21:23:58
D000327,Linux,Firefox,10.183.6.0/24,2026-01-22 05:48:09
D000328,Windows,Chrome,10.75.167.0/24,2026-01-31 23:30:26
D000329,Android,Edge,10.254.16.0/24,2026-02-25 03:17:05
D000330,Windows,Edge,10.102.156.0/24,2026-02-12 23:35:40
D000331,Android,Edge,10.99.169.0/24,2026-02-17 11:13:09
D000332,Android,Edge,10.12.137.0/24,2026-02-09 00:05:09
D000333,Windows,Edge,10.98.39.0/24,2026-02-09 19:20:30
D000334,macOS,Safari,10.25.52.0/24,2026-02-19 00:00:40
D000335,iOS,Chrome,10.108.255.0/24,2026-01-04 01:13:27
D000336,Android,Firefox,10.203.196.0/24,2026-02-01 23:25:17
D000337,Android,Chrome,10.59.24.0/24,2026-02-20 00:13:51
D000338,Android,Firefox,10.24.166.0/24,2026-02-27 10:14:18
D000339,Android,Edge,10.203.72.0/24,2026-01-01 18:07:40
D000340,Android,Edge,10.86.250.0/24,2026-02-20 16:56:47
D000341,Windows,Firefox,10.78.234.0/24,2026-02-16 11:04:33
D000342,Windows,Firefox,10.131.227.0/24,2026-01-30 23:10:07
D000343,iOS,Safari,10.42.146.0/24,2026-02-17 22:49:41
D000344,iOS,Safari,10.217.238.0/24,2026-02-18 02:59:42
D000345,Windows,Edge,10.199.97.0/24,2026-02-25 17:20:32
D000346,iOS,Chrome,10.211.147.0/24,2026-02-17 06:41:56
D000347,Android,Chrome,10.144.0.0/24,2026-02-13 01:14:36
D000348,Android,Chrome,10.135.185.0/24,2026-01-01 04:01:17
D000349,Android,Firefox,10.124.50.0/24,2026-01-19 02:36:46
D000350,Windows,Chrome,10.163.92.0/24,2026-01-16 18:50:12
D000351,Android,Firefox,10.65.192.0/24,2026-01-31 15:00:32
D000352,Windows,Edge,10.154.32.0/24,2026-01-04 07:02:16
D000353,Android,Edge,10.245.205.0/24,2026-02-23 08:07:45
D000354,Windows,Edge,10.72.161.0/24,2026-01-02 07:23:18
D000355,Android,Firefox,10.95.197.0/24,2026-02-09 21:00:03
D000356,Android,Chrome,10.236.58.0/24,2026-02-13 09:58:38
D000357,macOS,Firefox,10.221.79.0/24,2026-01-26 09:12:12
D000358,iOS,Safari,10.216.164.0/24,2026-01-13 00:41:13
D000359,Android,Firefox,10.78.38.0/24,2026-01-26 19:26:10
D000360,iOS,Safari,10.67.117.0/24,2026-01-27 01:57:23
D000361,iOS,Safari,10.211.84.0/24,2026-01-14 09:20:25
D000362,Windows,Chrome,10.240.161.0/24,2026-01-25 03:56:24
D000363,iOS,Chrome,10.2.136.0/24,2026-02-11 21:39:25
D000364,Windows,Edge,10.5.98.0/24,2026-02-19 18:38:00
D000365,Android,Firefox,10.215.5.0/24,2026-02-01 23:20:14
D000366,Android,Chrome,10.240.91.0/24,2026-02-06 03:05:56
D000367,Android,Edge,10.196.49.0/24,2026-01-11 18:16:36
D000368,macOS,Firefox,10.42.154.0/24,2026-01-29 18:31:25
D000369,iOS,Chrome,10.144.4.0/24,2026-02-01 11:08:42
D000370,Android,Firefox,10.182.217.0/24,2026-01-10 04:16:21
D000371,Windows,Chrome,10.9.237.0/24,2026-02-19 16:24:26
D000372,Windows,Chrome,10.203.254.0/24,2026-01-18 12:27:07
D000373,Windows,Chrome,10.176.7.0/24,2026-02-27 03:27:16
D000374,Android,Firefox,10.202.53.0/24,2026-02-06 18:35:47
D000375,Linux,Chrome,10.113.5.0/24,2026-01-17 11:59:31
D000376,Windows,Edge,10.83.63.0/24,2026-02-11 11:08:53
D000377,Android,Chrome,10.242.15.0/24,2026-02-01 00:57:29
D000378,Android,Chrome,10.210.231.0/24,2026-01-04 16:27:47
D000379,Android,Edge,10.214.208.0/24,2026-01-20 01:57:15
D000380,Android,Chrome,10.150.247.0/24,2026-01-16 00:28:53
D000381,Linux,Chrome,10.210.175.0/24,2026-02-22 11:04:20
D000382,Windows,Firefox,10.226.231.0/24,2026-01-20 22:34:42
D000383,iOS,Safari,10.232.184.0/24,2026-02-10 11:18:22
D000384,Linux,Firefox,10.221.86.0/24,2026-01-05 04:26:53
D000385,iOS,Safari,10.70.172.0/24,2026-02-21 15:04:43
D000386,macOS,Chrome,10.145.92.0/24,2026-01-04 10:19:37
D000387,Android,Firefox,10.48.130.0/24,2026-02-01 05:27:05
D000388,Linux,Chrome,10.87.94.0/24,2026-02-13 07:18:25
D000389,Windows,Edge,10.212.7.0/24,2026-01-09 19:43:47
D000390,Android,Chrome,10.57.35.0/24,2026-01-18 12:56:50
D000391,Android,Edge,10.138.197.0/24,2026-02-13 17:09:25
D000392,Android,Edge,10.163.95.0/24,2026-02-02 04:33:01
D000393,Android,Edge,10.61.220.0/24,2026-01-15 05:56:31
D000394,iOS,Chrome,10.160.152.0/24,2026-01-18 18:44:45
D000395,Android,Firefox,10.68.117.0/24,2026-01-03 08:54:15
D000396,Windows,Firefox,10.179.9.0/24,2026-02-09 13:39:22
