dispute_id,order_id,account_id,dispute_created_at,dispute_phase,dispute_reason_code,dispute_reason_category,respond_by,proof_of_service,explanation_letter,refund_confirmation,access_activity_log,refund_cancellation_policy,terms_and_conditions
DIS0000020,ORD0005440,A002706,2026-02-23 19:52:31,pre_arbitration,item_not_received,customer_dispute,2026-03-02 19:52:31,True,True,True,False,True,True
DIS0000021,ORD0005762,A002890,2026-03-01 08:16:36,pre_arbitration,item_not_received,customer_dispute,2026-03-08 08:16:36,False,False,True,True,True,True
DIS0000022,ORD0006070,A003041,2026-02-23 00:19:13,pre_arbitration,duplicate_charge,customer_dispute,2026-03-02 00:19:13,True,True,True,False,True,False
DIS0000023,ORD0006108,A003062,2026-02-22 12:41:32,retrieval,item_not_received,customer_dispute,2026-03-01 12:41:32,True,False,True,False,True,True
DIS0000024,ORD0006384,A003207,2026-02-04 23:09:58,retrieval,unauthorized_transaction,customer_dispute,2026-02-11 23:09:58,True,False,True,True,True,True
DIS0000025,ORD0006466,A003243,2026-02-15 13:34:03,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-22 13:34:03,False,True,True,True,True,True
DIS0000026,ORD0006632,A003331,2026-02-15 14:07:26,retrieval,unauthorized_transaction,customer_dispute,2026-02-22 14:07:26,True,False,False,True,True,True
DIS0000027,ORD0006939,A003472,2026-02-05 18:04:44,pre_arbitration,item_not_received,customer_dispute,2026-02-12 18:04:44,False,False,True,True,True,True
DIS0000028,ORD0007005,A003505,2026-02-18 09:44:47,retrieval,unauthorized_transaction,customer_dispute,2026-02-25 09:44:47,True,True,True,False,False,True
DIS0000029,ORD0007097,A003560,2026-02-08 21:44:56,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-15 21:44:56,True,False,True,False,False,True
DIS0000030,ORD0008184,A004065,2026-01-26 10:40:45,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-02 10:40:45,False,True,True,True,True,False
DIS0000031,ORD0008691,A004320,2026-02-19 06:06:03,retrieval,item_not_received,customer_dispute,2026-02-26 06:06:03,False,True,True,False,True,True
DIS0000032,ORD0009204,A004592,2026-02-21 12:11:23,pre_arbitration,duplicate_charge,customer_dispute,2026-02-28 12:11:23,False,False,True,True,False,False
DIS0000033,ORD0009412,A004709,2026-02-16 08:49:02,retrieval,duplicate_charge,customer_dispute,2026-02-23 08:49:02,True,True,True,False,True,True
DIS0000034,ORD0009436,A004720,2026-01-14 05:01:22,pre_arbitration,item_not_received,customer_dispute,2026-01-21 05:01:22,False,False,True,False,True,True
DIS0000035,ORD0009657,A004835,2026-02-07 23:56:06,pre_arbitration,duplicate_charge,customer_dispute,2026-02-14 23:56:06,True,False,False,False,True,True
DIS0000036,ORD0009957,A004992,2026-02-26 06:09:50,pre_arbitration,unauthorized_transaction,customer_dispute,2026-03-05 06:09:50,True,False,True,True,False,True
DIS0000037,ORD0010014,A005023,2026-01-26 05:48:50,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-02 05:48:50,True,True,True,True,True,True
DIS0000038,ORD0010176,A005117,2026-02-27 03:11:19,pre_arbitration,item_not_received,customer_dispute,2026-03-06 03:11:19,True,True,False,True,True,True
DIS0000039,ORD0010275,A005164,2026-02-23 14:34:37,retrieval,unauthorized_transaction,customer_dispute,2026-03-02 14:34:37,False,True,True,False,False,True
DIS0000040,ORD0011621,A005819,2026-01-13 15:30:15,retrieval,item_not_received,customer_dispute,2026-01-20 15:30:15,True,True,True,False,False,True
DIS0000041,ORD0011933,A005975,2026-02-17 01:27:34,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-24 01:27:34,True,True,False,False,True,True
DIS0000042,ORD0011988,A006004,2026-02-07 16:00:41,pre_arbitration,duplicate_charge,customer_dispute,2026-02-14 16:00:41,True,True,False,True,True,False
DIS0000043,ORD0012152,A006107,2026-01-19 08:53:53,pre_arbitration,unauthorized_transaction,customer_dispute,2026-01-26 08:53:53,True,False,False,False,True,True
DIS0000044,ORD0012188,A006118,2026-02-06 04:56:24,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-13 04:56:24,True,True,True,False,True,False
DIS0000045,ORD0012288,A006175,2026-02-14 13:33:57,pre_arbitration,item_not_received,customer_dispute,2026-02-21 13:33:57,False,True,False,False,True,True
DIS0000046,ORD0012556,A006305,2026-02-05 12:30:40,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-12 12:30:40,True,True,False,True,False,True
DIS0000047,ORD0012864,A006452,2026-02-24 01:42:46,pre_arbitration,unauthorized_transaction,customer_dispute,2026-03-03 01:42:46,True,True,False,True,True,True
DIS0000048,ORD0013468,A006770,2026-02-04 11:34:27,retrieval,unauthorized_transaction,customer_dispute,2026-02-11 11:34:27,True,True,False,True,True,False
DIS0000049,ORD0013746,A006905,2026-02-17 06:37:45,pre_arbitration,item_not_received,customer_dispute,2026-02-24 06:37:45,True,False,True,True,True,True
DIS0000050,ORD0013953,A007026,2026-02-11 15:37:54,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-18 15:37:54,True,True,False,True,True,True
DIS0000051,ORD0013960,A007031,2026-02-03 02:20:39,retrieval,item_not_received,customer_dispute,2026-02-10 02:20:39,True,False,False,False,True,True
DIS0000052,ORD0013966,A007035,2026-02-27 19:22:56,pre_arbitration,duplicate_charge,customer_dispute,2026-03-06 19:22:56,False,False,True,False,True,True
DIS0000053,ORD0014039,A007071,2026-02-13 11:02:55,pre_arbitration,item_not_received,customer_dispute,2026-02-20 11:02:55,True,False,False,False,False,False
DIS0000054,ORD0014118,A007112,2026-02-11 09:57:50,retrieval,duplicate_charge,customer_dispute,2026-02-18 09:57:50,True,True,False,True,True,True
DIS0000055,ORD0014585,A007335,2026-02-19 18:30:43,pre_arbitration,duplicate_charge,customer_dispute,2026-02-26 18:30:43,True,False,True,True,True,True
DIS0000056,ORD0014623,A007348,2026-02-13 14:12:07,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-20 14:12:07,True,False,False,False,True,True
DIS0000057,ORD0014716,A007400,2026-02-27 16:29:32,pre_arbitration,unauthorized_transaction,customer_dispute,2026-03-06 16:29:32,True,False,True,True,False,False
DIS0000058,ORD0014750,A007410,2026-02-20 18:35:04,retrieval,unauthorized_transaction,customer_dispute,2026-02-27 18:35:04,True,True,True,True,True,True
DIS0000059,ORD0014849,A007458,2026-02-08 05:22:19,retrieval,duplicate_charge,customer_dispute,2026-02-15 05:22:19,True,True,True,True,True,False
DIS0000060,ORD0015233,A007652,2026-01-30 22:31:08,pre_arbitration,duplicate_charge,customer_dispute,2026-02-06 22:31:08,True,False,True,True,False,True
DIS0000061,ORD0015243,A007659,2026-02-03 00:30:25,pre_arbitration,item_not_received,customer_dispute,2026-02-10 00:30:25,True,True,False,False,True,True
DIS0000062,ORD0015366,A007716,2026-03-04 10:45:46,pre_arbitration,duplicate_charge,customer_dispute,2026-03-11 10:45:46,True,True,True,False,False,True
DIS0000063,ORD0015686,A007898,2026-02-24 18:51:58,retrieval,unauthorized_transaction,customer_dispute,2026-03-03 18:51:58,True,False,False,False,False,False
DIS0000064,ORD0015828,A007993,2026-02-20 10:22:36,pre_arbitration,item_not_received,customer_dispute,2026-02-27 10:22:36,False,False,False,True,True,True
DIS0000065,ORD0015922,A008036,2026-02-04 18:40:50,pre_arbitration,duplicate_charge,customer_dispute,2026-02-11 18:40:50,True,True,False,False,True,True
DIS0000066,ORD0016240,A008204,2026-02-11 20:10:32,pre_arbitration,item_not_received,customer_dispute,2026-02-18 20:10:32,True,False,False,False,True,True
DIS0000067,ORD0016630,A008383,2026-02-16 22:11:40,pre_arbitration,duplicate_charge,customer_dispute,2026-02-23 22:11:40,True,False,False,True,False,True
DIS0000068,ORD0017144,A008646,2026-02-20 16:14:31,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-27 16:14:31,True,True,True,True,False,True
DIS0000069,ORD0017705,A008905,2026-02-16 15:37:00,retrieval,duplicate_charge,customer_dispute,2026-02-23 15:37:00,True,False,True,False,True,True
DIS0000070,ORD0017713,A008909,2026-02-17 22:04:01,pre_arbitration,duplicate_charge,customer_dispute,2026-02-24 22:04:01,False,False,True,True,True,True
DIS0000071,ORD0018363,A009254,2026-02-18 05:41:13,pre_arbitration,duplicate_charge,customer_dispute,2026-02-25 05:41:13,False,False,True,False,True,True
DIS0000072,ORD0019348,A009751,2026-02-19 14:39:08,retrieval,duplicate_charge,customer_dispute,2026-02-26 14:39:08,True,False,True,False,True,True
DIS0000073,ORD0019747,A009957,2026-02-26 05:14:58,retrieval,unauthorized_transaction,customer_dispute,2026-03-05 05:14:58,True,True,True,False,True,True
DIS0000074,ORD0019914,A010035,2026-02-09 23:09:48,retrieval,item_not_received,customer_dispute,2026-02-16 23:09:48,True,True,True,False,True,True
DIS0000075,ORD0020028,A010094,2026-02-26 15:48:49,retrieval,unauthorized_transaction,customer_dispute,2026-03-05 15:48:49,True,True,True,False,True,True
DIS0000076,ORD0020269,A010218,2026-02-16 00:19:33,pre_arbitration,duplicate_charge,customer_dispute,2026-02-23 00:19:33,False,True,True,True,True,False
DIS0000077,ORD0020550,A010347,2026-02-11 10:37:10,pre_arbitration,item_not_received,customer_dispute,2026-02-18 10:37:10,True,False,True,True,True,True
DIS0000078,ORD0020573,A010360,2026-02-08 23:42:33,pre_arbitration,item_not_received,customer_dispute,2026-02-15 23:42:33,False,True,True,True,True,True
DIS0000079,ORD0021266,A010692,2026-01-15 16:16:40,retrieval,item_not_received,customer_dispute,2026-01-22 16:16:40,True,True,False,True,True,True
DIS0000080,ORD0021736,A010929,2026-03-04 00:38:01,retrieval,item_not_received,customer_dispute,2026-03-11 00:38:01,False,False,False,False,False,True
DIS0000081,ORD0021927,A011027,2026-02-27 15:18:26,retrieval,duplicate_charge,customer_dispute,2026-03-06 15:18:26,True,True,True,False,False,False
DIS0000082,ORD0022162,A011151,2026-02-22 13:19:41,retrieval,duplicate_charge,customer_dispute,2026-03-01 13:19:41,True,True,True,True,True,True
DIS0000083,ORD0022414,A011278,2026-02-26 16:57:37,retrieval,duplicate_charge,customer_dispute,2026-03-05 16:57:37,False,True,True,False,True,True
DIS0000084,ORD0022619,A011386,2026-02-19 18:34:15,pre_arbitration,item_not_received,customer_dispute,2026-02-26 18:34:15,True,True,True,True,True,True
DIS0000085,ORD0022661,A011417,2026-02-07 00:09:39,retrieval,item_not_received,customer_dispute,2026-02-14 00:09:39,True,False,True,False,True,True
DIS0000086,ORD0022751,A011472,2026-02-08 07:22:37,retrieval,unauthorized_transaction,customer_dispute,2026-02-15 07:22:37,True,False,True,True,False,True
DIS0000087,ORD0022962,A011565,2026-01-17 08:25:10,retrieval,duplicate_charge,customer_dispute,2026-01-24 08:25:10,False,False,True,True,True,True
DIS0000088,ORD0023205,A011691,2026-03-04 00:23:03,pre_arbitration,item_not_received,customer_dispute,2026-03-11 00:23:03,True,True,False,True,True,True
DIS0000089,ORD0023324,A011749,2026-02-17 21:28:00,pre_arbitration,item_not_received,customer_dispute,2026-02-24 21:28:00,True,True,False,False,False,True
DIS0000090,ORD0023470,A011830,2026-02-11 16:11:45,retrieval,duplicate_charge,customer_dispute,2026-02-18 16:11:45,False,False,False,False,True,True
DIS0000091,ORD0023482,A011837,2026-03-04 16:09:43,pre_arbitration,duplicate_charge,customer_dispute,2026-03-11 16:09:43,True,True,True,True,True,True
DIS0000092,ORD0023690,A011938,2026-01-25 21:26:53,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-01 21:26:53,True,False,True,True,True,True
DIS0000093,ORD0023711,A011948,2026-02-10 20:08:51,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-17 20:08:51,True,False,True,True,True,True
DIS0000094,ORD0023797,A011992,2026-02-24 01:17:39,pre_arbitration,unauthorized_transaction,customer_dispute,2026-03-03 01:17:39,True,True,True,True,True,False
DIS0000095,ORD0024136,A012141,2026-02-25 06:11:04,retrieval,duplicate_charge,customer_dispute,2026-03-04 06:11:04,False,False,True,False,False,True
DIS0000096,ORD0024265,A012211,2026-02-03 18:51:13,pre_arbitration,item_not_received,customer_dispute,2026-02-10 18:51:13,False,True,True,True,True,True
DIS0000097,ORD0024348,A012259,2026-01-31 20:27:03,retrieval,item_not_received,customer_dispute,2026-02-07 20:27:03,False,False,True,False,True,True
DIS0000098,ORD0024436,A012292,2026-01-27 04:20:15,retrieval,unauthorized_transaction,customer_dispute,2026-02-03 04:20:15,True,False,True,False,True,False
DIS0000099,ORD0024592,A012365,2026-03-03 23:16:11,pre_arbitration,unauthorized_transaction,customer_dispute,2026-03-10 23:16:11,True,True,True,True,True,True
DIS0000100,ORD0025003,A012582,2026-02-15 09:32:50,retrieval,unauthorized_transaction,customer_dispute,2026-02-22 09:32:50,True,True,True,True,True,True
DIS0000101,ORD0025131,A012646,2026-01-30 17:32:43,retrieval,item_not_received,customer_dispute,2026-02-06 17:32:43,False,False,True,False,True,True
DIS0000102,ORD0025512,A012854,2026-02-21 18:14:37,retrieval,item_not_received,customer_dispute,2026-02-28 18:14:37,True,True,True,False,True,True
DIS0000103,ORD0025609,A012899,2026-02-24 02:47:58,pre_arbitration,duplicate_charge,customer_dispute,2026-03-03 02:47:58,True,False,True,False,True,True
DIS0000104,ORD0025687,A012936,2026-03-02 07:36:35,pre_arbitration,duplicate_charge,customer_dispute,2026-03-09 07:36:35,False,False,True,False,True,True
DIS0000105,ORD0025728,A012952,2026-02-23 13:45:25,retrieval,unauthorized_transaction,customer_dispute,2026-03-02 13:45:25,True,True,True,False,False,True
DIS0000106,ORD0026567,A013372,2026-03-04 14:10:34,pre_arbitration,unauthorized_transaction,customer_dispute,2026-03-11 14:10:34,True,True,True,False,True,True
DIS0000107,ORD0027053,A013623,2026-02-13 03:28:44,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-20 03:28:44,False,False,False,True,False,True
DIS0000108,ORD0027190,A013691,2026-03-04 00:37:53,pre_arbitration,item_not_received,customer_dispute,2026-03-11 00:37:53,True,True,True,False,True,True
DIS0000109,ORD0027263,A013735,2026-01-09 06:13:07,retrieval,duplicate_charge,customer_dispute,2026-01-16 06:13:07,True,True,False,True,False,True
DIS0000110,ORD0027386,A013791,2026-02-17 23:54:36,retrieval,item_not_received,customer_dispute,2026-02-24 23:54:36,True,False,True,False,True,True
DIS0000111,ORD0027588,A013890,2026-02-05 12:03:35,pre_arbitration,duplicate_charge,customer_dispute,2026-02-12 12:03:35,True,True,True,True,True,True
DIS0000112,ORD0027695,A013932,2026-02-01 22:11:38,pre_arbitration,duplicate_charge,customer_dispute,2026-02-08 22:11:38,True,False,False,True,True,False
DIS0000113,ORD0027817,A013998,2026-03-01 08:14:04,retrieval,item_not_received,customer_dispute,2026-03-08 08:14:04,True,True,False,True,False,True
DIS0000114,ORD0028068,A014131,2026-02-13 18:13:32,retrieval,item_not_received,customer_dispute,2026-02-20 18:13:32,False,True,False,False,True,False
DIS0000115,ORD0028280,A014220,2026-01-16 23:42:21,pre_arbitration,item_not_received,customer_dispute,2026-01-23 23:42:21,True,False,True,True,True,True
DIS0000116,ORD0028335,A014243,2026-02-14 20:31:54,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-21 20:31:54,True,False,False,False,True,True
DIS0000117,ORD0029083,A014616,2026-01-31 22:42:54,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-07 22:42:54,True,True,False,True,True,True
DIS0000118,ORD0029133,A014645,2026-03-03 10:07:12,pre_arbitration,duplicate_charge,customer_dispute,2026-03-10 10:07:12,True,True,False,True,True,True
DIS0000119,ORD0029420,A014800,2026-02-16 03:39:28,retrieval,unauthorized_transaction,customer_dispute,2026-02-23 03:39:28,True,False,True,False,True,True
DIS0000120,ORD0029744,A014944,2026-03-03 10:58:58,pre_arbitration,unauthorized_transaction,customer_dispute,2026-03-10 10:58:58,False,False,True,False,True,False
DIS0000121,ORD0029799,A014971,2026-01-20 07:13:53,pre_arbitration,unauthorized_transaction,customer_dispute,2026-01-27 07:13:53,True,False,True,False,True,True
DIS0000122,ORD0030238,A015183,2026-02-15 06:46:51,pre_arbitration,item_not_received,customer_dispute,2026-02-22 06:46:51,True,True,True,False,False,False
DIS0000123,ORD0030303,A015211,2026-01-25 20:58:07,retrieval,item_not_received,customer_dispute,2026-02-01 20:58:07,True,True,False,False,True,False
DIS0000124,ORD0030528,A015315,2026-02-18 13:27:45,retrieval,item_not_received,customer_dispute,2026-02-25 13:27:45,True,True,True,True,False,True
DIS0000125,ORD0030549,A015323,2026-02-17 04:23:37,retrieval,duplicate_charge,customer_dispute,2026-02-24 04:23:37,True,True,True,True,True,True
DIS0000126,ORD0030573,A015336,2026-02-19 07:58:37,pre_arbitration,duplicate_charge,customer_dispute,2026-02-26 07:58:37,True,True,False,False,False,True
DIS0000127,ORD0030845,A015463,2026-02-15 09:18:43,retrieval,unauthorized_transaction,customer_dispute,2026-02-22 09:18:43,True,True,False,False,True,False
DIS0000128,ORD0030869,A015481,2026-02-26 04:05:24,pre_arbitration,item_not_received,customer_dispute,2026-03-05 04:05:24,True,True,True,False,True,True
DIS0000129,ORD0030935,A015513,2026-02-13 14:32:02,retrieval,duplicate_charge,customer_dispute,2026-02-20 14:32:02,True,False,True,False,True,True
DIS0000130,ORD0031118,A015615,2026-01-31 07:01:23,retrieval,item_not_received,customer_dispute,2026-02-07 07:01:23,True,True,True,True,True,False
DIS0000131,ORD0031191,A015651,2026-02-26 18:55:42,pre_arbitration,duplicate_charge,customer_dispute,2026-03-05 18:55:42,False,True,True,False,True,True
DIS0000132,ORD0031532,A015807,2026-02-25 02:38:28,retrieval,unauthorized_transaction,customer_dispute,2026-03-04 02:38:28,True,True,False,True,True,True
DIS0000133,ORD0031763,A015919,2026-02-05 20:32:10,pre_arbitration,item_not_received,customer_dispute,2026-02-12 20:32:10,False,True,True,False,True,True
DIS0000134,ORD0032225,A016149,2026-02-27 01:34:16,retrieval,unauthorized_transaction,customer_dispute,2026-03-06 01:34:16,False,True,True,False,False,True
DIS0000135,ORD0032521,A016291,2026-02-10 22:38:05,pre_arbitration,duplicate_charge,customer_dispute,2026-02-17 22:38:05,True,True,True,True,True,True
DIS0000136,ORD0032722,A016391,2026-03-03 10:30:54,retrieval,unauthorized_transaction,customer_dispute,2026-03-10 10:30:54,True,True,True,True,False,True
DIS0000137,ORD0032777,A016406,2026-02-22 05:32:03,pre_arbitration,item_not_received,customer_dispute,2026-03-01 05:32:03,True,False,True,False,True,True
DIS0000138,ORD0032895,A016472,2026-01-19 14:08:36,retrieval,unauthorized_transaction,customer_dispute,2026-01-26 14:08:36,False,False,False,True,True,False
DIS0000139,ORD0033201,A016627,2026-02-12 15:47:53,pre_arbitration,duplicate_charge,customer_dispute,2026-02-19 15:47:53,True,False,False,False,True,True
DIS0000140,ORD0033263,A016651,2026-01-27 14:46:05,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-03 14:46:05,True,True,True,False,False,True
DIS0000141,ORD0033545,A016776,2026-02-06 13:56:19,retrieval,unauthorized_transaction,customer_dispute,2026-02-13 13:56:19,True,True,True,True,True,True
DIS0000142,ORD0033651,A016837,2026-02-13 18:40:49,pre_arbitration,item_not_received,customer_dispute,2026-02-20 18:40:49,True,False,False,False,True,True
DIS0000143,ORD0033947,A016967,2026-03-02 10:17:36,retrieval,item_not_received,customer_dispute,2026-03-09 10:17:36,True,True,True,True,False,True
DIS0000144,ORD0033992,A016986,2026-01-26 07:21:11,retrieval,duplicate_charge,customer_dispute,2026-02-02 07:21:11,True,False,True,True,True,True
DIS0000145,ORD0034698,A017375,2026-03-06 16:14:30,pre_arbitration,item_not_received,customer_dispute,2026-03-13 16:14:30,True,False,True,True,True,True
DIS0000146,ORD0034819,A017424,2026-02-08 23:52:27,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-15 23:52:27,True,True,True,False,True,True
DIS0000147,ORD0034866,A017455,2026-02-01 09:36:18,retrieval,duplicate_charge,customer_dispute,2026-02-08 09:36:18,True,True,True,True,False,True
DIS0000148,ORD0035048,A017553,2026-02-12 23:03:16,retrieval,unauthorized_transaction,customer_dispute,2026-02-19 23:03:16,True,False,True,False,True,True
DIS0000149,ORD0035417,A017733,2026-02-15 18:04:12,retrieval,item_not_received,customer_dispute,2026-02-22 18:04:12,True,False,False,False,True,True
DIS0000150,ORD0035480,A017772,2026-02-12 10:39:18,retrieval,item_not_received,customer_dispute,2026-02-19 10:39:18,False,True,True,False,True,True
DIS0000151,ORD0035656,A017860,2026-02-16 03:15:40,retrieval,duplicate_charge,customer_dispute,2026-02-23 03:15:40,False,True,True,False,False,True
DIS0000152,ORD0035721,A017896,2026-02-25 11:06:13,pre_arbitration,item_not_received,customer_dispute,2026-03-04 11:06:13,True,False,False,False,True,True
DIS0000153,ORD0036192,A018146,2026-03-02 13:44:01,pre_arbitration,duplicate_charge,customer_dispute,2026-03-09 13:44:01,True,True,True,False,True,True
DIS0000154,ORD0036211,A018155,2026-02-13 22:36:20,pre_arbitration,item_not_received,customer_dispute,2026-02-20 22:36:20,False,False,True,False,True,False
DIS0000155,ORD0036355,A018221,2026-01-27 12:28:42,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-03 12:28:42,False,False,True,False,True,True
DIS0000156,ORD0036375,A018239,2026-01-24 11:28:35,retrieval,duplicate_charge,customer_dispute,2026-01-31 11:28:35,True,True,False,True,True,True
DIS0000157,ORD0036676,A018380,2026-01-24 09:04:34,retrieval,item_not_received,customer_dispute,2026-01-31 09:04:34,True,False,False,True,True,False
DIS0000158,ORD0036690,A018388,2026-01-15 15:07:54,retrieval,duplicate_charge,customer_dispute,2026-01-22 15:07:54,False,True,True,False,True,False
DIS0000159,ORD0037011,A018560,2026-02-26 20:43:18,retrieval,unauthorized_transaction,customer_dispute,2026-03-05 20:43:18,True,True,False,True,True,True
DIS0000160,ORD0037354,A018732,2026-02-04 02:00:50,retrieval,item_not_received,customer_dispute,2026-02-11 02:00:50,False,False,False,True,True,False
DIS0000161,ORD0037363,A018738,2026-02-09 09:43:15,retrieval,duplicate_charge,customer_dispute,2026-02-16 09:43:15,True,False,True,True,False,True
DIS0000162,ORD0037833,A018973,2026-02-06 05:35:12,retrieval,duplicate_charge,customer_dispute,2026-02-13 05:35:12,False,False,False,True,True,True
DIS0000163,ORD0038008,A019055,2026-01-28 15:57:21,pre_arbitration,duplicate_charge,customer_dispute,2026-02-04 15:57:21,True,True,False,False,True,True
DIS0000164,ORD0038187,A019140,2026-02-26 22:29:36,retrieval,duplicate_charge,customer_dispute,2026-03-05 22:29:36,True,True,True,False,True,False
DIS0000165,ORD0038331,A019225,2026-02-02 06:59:28,retrieval,item_not_received,customer_dispute,2026-02-09 06:59:28,True,True,True,True,True,True
DIS0000166,ORD0038678,A019391,2026-02-17 20:42:36,pre_arbitration,item_not_received,customer_dispute,2026-02-24 20:42:36,True,True,False,False,True,True
DIS0000167,ORD0038703,A019404,2026-02-12 14:05:37,retrieval,item_not_received,customer_dispute,2026-02-19 14:05:37,False,True,True,True,True,False
DIS0000168,ORD0038995,A019532,2026-02-05 03:13:44,pre_arbitration,item_not_received,customer_dispute,2026-02-12 03:13:44,True,False,False,True,True,True
DIS0000169,ORD0039673,A019874,2026-02-27 01:44:40,retrieval,duplicate_charge,customer_dispute,2026-03-06 01:44:40,False,True,True,False,True,True
DIS0000170,ORD0039717,A019899,2026-02-12 10:15:03,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-19 10:15:03,False,False,True,False,True,True
DIS0000171,ORD0039778,A019937,2026-03-02 10:41:42,retrieval,unauthorized_transaction,customer_dispute,2026-03-09 10:41:42,False,True,True,True,True,True
DIS0000172,ORD0040128,A020137,2026-02-11 18:13:40,pre_arbitration,item_not_received,customer_dispute,2026-02-18 18:13:40,True,False,False,True,True,True
DIS0000173,ORD0040138,A020142,2026-02-25 04:28:58,pre_arbitration,duplicate_charge,customer_dispute,2026-03-04 04:28:58,True,True,True,True,True,True
DIS0000174,ORD0040194,A020165,2026-03-02 01:37:16,pre_arbitration,item_not_received,customer_dispute,2026-03-09 01:37:16,True,True,False,False,False,True
DIS0000175,ORD0040780,A020448,2026-02-23 08:37:03,pre_arbitration,item_not_received,customer_dispute,2026-03-02 08:37:03,False,False,False,True,True,False
DIS0000176,ORD0040882,A020505,2026-02-09 05:25:22,pre_arbitration,unauthorized_transaction,customer_dispute,2026-02-16 05:25:22,False,True,True,False,True,True
