refund_id,order_id,account_id,refund_timestamp,refund_amount,refund_reason,refund_status,refund_method
REF0000024,ORD0000765,A000380,2026-02-04 03:57:49,2650.0,changed_mind,processed,bank_transfer
REF0000025,ORD0000794,A000401,2026-01-26 01:35:09,6920.0,changed_mind,processed,bank_transfer
REF0000026,ORD0000796,A000402,2026-02-18 12:17:28,1740.0,not_as_described,processed,original_payment
REF0000027,ORD0000810,A000408,2026-02-24 04:11:57,1460.0,not_as_described,processed,original_payment
REF0000028,ORD0000825,A000415,2026-02-11 17:12:18,4840.0,not_as_described,processed,wallet
REF0000029,ORD0000840,A000424,2026-02-13 19:43:23,1430.0,size_fit,processed,bank_transfer
REF0000030,ORD0000871,A000435,2026-02-24 17:46:23,1340.0,changed_mind,processed,bank_transfer
REF0000031,ORD0000971,A000484,2026-01-15 02:14:50,6150.0,size_fit,processed,bank_transfer
REF0000032,ORD0000997,A000495,2026-01-20 23:36:23,8940.0,changed_mind,processed,wallet
REF0000033,ORD0001068,A000533,2026-03-03 14:20:29,3740.0,changed_mind,processed,original_payment
REF0000034,ORD0001100,A000552,2026-02-24 07:59:30,4620.0,size_fit,processed,wallet
REF0000035,ORD0001157,A000578,2026-02-06 12:24:24,2820.0,size_fit,processed,bank_transfer
REF0000036,ORD0001160,A000580,2026-02-02 03:30:16,3260.0,not_as_described,processed,original_payment
REF0000037,ORD0001220,A000609,2026-02-04 16:09:36,1220.0,size_fit,processed,wallet
REF0000038,ORD0001313,A000660,2026-02-06 13:26:48,670.0,not_as_described,processed,original_payment
REF0000039,ORD0001314,A000661,2026-03-04 22:43:57,5300.0,size_fit,processed,bank_transfer
REF0000040,ORD0001317,A000664,2026-02-27 04:04:27,940.0,not_as_described,processed,original_payment
REF0000041,ORD0001322,A000667,2026-02-08 21:14:18,6380.0,changed_mind,processed,bank_transfer
REF0000042,ORD0001381,A000689,2026-02-21 11:02:57,2860.0,size_fit,processed,wallet
REF0000043,ORD0001432,A000712,2026-02-02 20:50:41,450.0,changed_mind,processed,bank_transfer
REF0000044,ORD0001616,A000797,2026-02-26 13:54:26,2110.0,size_fit,processed,wallet
REF0000045,ORD0001659,A000817,2026-03-04 06:08:57,19260.0,not_as_described,processed,original_payment
REF0000046,ORD0001728,A000842,2026-02-25 05:05:22,4650.0,changed_mind,processed,original_payment
REF0000047,ORD0001742,A000847,2026-02-23 20:40:35,2640.0,changed_mind,processed,bank_transfer
REF0000048,ORD0001836,A000895,2026-02-23 22:23:01,3120.0,changed_mind,processed,wallet
REF0000049,ORD0001893,A000924,2026-01-13 23:46:00,3880.0,changed_mind,processed,original_payment
REF0000050,ORD0001901,A000929,2026-02-06 21:16:00,16680.0,changed_mind,processed,wallet
REF0000051,ORD0001910,A000929,2026-02-27 04:20:02,2740.0,size_fit,processed,bank_transfer
REF0000052,ORD0001928,A000946,2026-03-01 23:25:09,2970.0,not_as_described,processed,wallet
REF0000053,ORD0001948,A000958,2026-03-03 22:56:36,2580.0,not_as_described,processed,wallet
REF0000054,ORD0001951,A000960,2026-01-17 13:27:05,1860.0,not_as_described,processed,wallet
REF0000055,ORD0002017,A000985,2026-02-12 09:19:49,2420.0,not_as_described,processed,bank_transfer
REF0000056,ORD0002022,A000989,2026-02-03 00:06:57,970.0,changed_mind,processed,bank_transfer
REF0000057,ORD0002030,A000991,2026-02-11 10:54:43,2240.0,size_fit,processed,bank_transfer
REF0000058,ORD0002037,A000993,2026-02-08 12:45:59,1000.0,changed_mind,processed,original_payment
REF0000059,ORD0002051,A001006,2026-01-28 20:38:43,7210.0,size_fit,processed,original_payment
REF0000060,ORD0002079,A001017,2026-02-14 22:59:15,7050.0,not_as_described,processed,bank_transfer
REF0000061,ORD0002096,A001026,2026-01-30 14:34:48,2700.0,size_fit,processed,wallet
REF0000062,ORD0002117,A001037,2026-02-17 06:59:18,2870.0,not_as_described,processed,original_payment
REF0000063,ORD0002121,A001040,2026-03-06 05:54:49,1550.0,size_fit,processed,wallet
REF0000064,ORD0002129,A001043,2026-02-17 09:17:55,2100.0,size_fit,processed,original_payment
REF0000065,ORD0002151,A001052,2026-02-13 13:07:30,2170.0,changed_mind,processed,wallet
REF0000066,ORD0002275,A001120,2026-02-18 11:34:52,2430.0,size_fit,processed,bank_transfer
REF0000067,ORD0002295,A001130,2026-02-05 10:53:00,4840.0,size_fit,processed,bank_transfer
REF0000068,ORD0002298,A001131,2026-02-10 14:13:21,4930.0,not_as_described,processed,bank_transfer
REF0000069,ORD0002320,A001141,2026-02-10 08:09:31,1510.0,changed_mind,processed,original_payment
REF0000070,ORD0002349,A001160,2026-02-15 04:27:24,2310.0,size_fit,processed,wallet
REF0000071,ORD0002383,A001172,2026-03-01 05:35:44,2820.0,changed_mind,processed,bank_transfer
REF0000072,ORD0002393,A001178,2026-03-04 09:56:29,3980.0,size_fit,processed,wallet
REF0000073,ORD0002500,A001234,2026-02-07 22:09:43,1280.0,changed_mind,processed,wallet
REF0000074,ORD0002533,A001255,2026-02-14 11:39:04,2250.0,size_fit,processed,original_payment
REF0000075,ORD0002538,A001258,2026-01-16 01:32:43,1450.0,size_fit,processed,original_payment
REF0000076,ORD0002556,A001266,2026-02-06 13:08:36,2160.0,not_as_described,processed,wallet
REF0000077,ORD0002559,A001269,2026-02-04 02:59:47,2560.0,not_as_described,processed,bank_transfer
REF0000078,ORD0002570,A001278,2026-02-19 06:33:06,2950.0,changed_mind,processed,wallet
REF0000079,ORD0002580,A001280,2026-02-28 22:21:43,4970.0,changed_mind,processed,wallet
REF0000080,ORD0002584,A001283,2026-02-12 07:17:47,3610.0,size_fit,processed,wallet
REF0000081,ORD0002604,A001294,2026-02-14 08:50:48,7160.0,changed_mind,processed,original_payment
REF0000082,ORD0002697,A001336,2026-02-28 05:29:37,1850.0,not_as_described,processed,wallet
REF0000083,ORD0002718,A001346,2026-02-23 13:25:43,7460.0,not_as_described,processed,wallet
REF0000084,ORD0002730,A001350,2026-01-23 01:13:54,2450.0,size_fit,processed,original_payment
REF0000085,ORD0002749,A001359,2026-02-06 23:15:48,480.0,size_fit,processed,original_payment
REF0000086,ORD0002814,A001392,2026-01-25 05:41:08,4870.0,not_as_described,processed,wallet
REF0000087,ORD0002869,A001417,2026-02-26 01:59:56,1950.0,changed_mind,processed,wallet
REF0000088,ORD0002872,A001417,2026-02-20 13:55:19,1120.0,changed_mind,processed,wallet
REF0000089,ORD0002879,A001421,2026-02-24 14:01:54,3140.0,size_fit,processed,original_payment
REF0000090,ORD0002886,A001423,2026-02-03 13:46:48,3310.0,changed_mind,processed,bank_transfer
REF0000091,ORD0002918,A001444,2026-02-10 18:18:41,2680.0,changed_mind,processed,wallet
REF0000092,ORD0002939,A001458,2026-03-07 00:10:58,2660.0,changed_mind,processed,original_payment
REF0000093,ORD0002957,A001471,2026-01-27 12:26:20,1090.0,size_fit,processed,original_payment
REF0000094,ORD0003037,A001514,2026-02-24 12:25:32,1670.0,size_fit,processed,original_payment
REF0000095,ORD0003070,A001538,2026-01-28 07:46:50,6000.0,size_fit,processed,bank_transfer
REF0000096,ORD0003150,A001565,2026-03-05 22:27:57,4610.0,size_fit,processed,wallet
REF0000097,ORD0003178,A001579,2026-02-01 01:25:21,7380.0,not_as_described,processed,original_payment
REF0000098,ORD0003191,A001586,2026-01-18 16:42:45,2570.0,not_as_described,processed,bank_transfer
REF0000099,ORD0003206,A001591,2026-02-28 02:40:51,4360.0,changed_mind,processed,wallet
REF0000100,ORD0003254,A001608,2026-02-13 19:06:43,2560.0,changed_mind,processed,original_payment
REF0000101,ORD0003281,A001625,2026-01-22 21:56:02,4990.0,not_as_described,processed,bank_transfer
REF0000102,ORD0003299,A001636,2026-02-02 03:03:50,3950.0,size_fit,processed,original_payment
REF0000103,ORD0003307,A001638,2026-02-14 01:59:54,1400.0,changed_mind,processed,original_payment
REF0000104,ORD0003320,A001644,2026-02-26 07:15:16,5560.0,size_fit,processed,bank_transfer
REF0000105,ORD0003332,A001648,2026-02-02 20:10:00,2130.0,size_fit,processed,bank_transfer
REF0000106,ORD0003350,A001657,2026-03-03 23:39:58,650.0,size_fit,processed,wallet
REF0000107,ORD0003352,A001657,2026-02-23 22:25:07,1840.0,changed_mind,processed,bank_transfer
REF0000108,ORD0003371,A001663,2026-02-16 04:32:18,980.0,size_fit,processed,bank_transfer
REF0000109,ORD0003376,A001668,2026-01-29 00:19:18,4970.0,not_as_described,processed,wallet
REF0000110,ORD0003438,A001698,2026-02-26 12:52:18,3040.0,size_fit,processed,original_payment
REF0000111,ORD0003452,A001704,2026-01-28 05:22:41,3300.0,size_fit,processed,wallet
REF0000112,ORD0003453,A001705,2026-01-30 04:18:24,4040.0,changed_mind,processed,wallet
REF0000113,ORD0003458,A001706,2026-02-10 18:03:55,1210.0,changed_mind,processed,bank_transfer
REF0000114,ORD0003462,A001707,2026-02-20 14:23:25,1310.0,size_fit,processed,original_payment
REF0000115,ORD0003531,A001745,2026-02-27 21:09:38,2770.0,changed_mind,processed,bank_transfer
REF0000116,ORD0003605,A001785,2026-02-08 18:34:25,2690.0,not_as_described,processed,wallet
REF0000117,ORD0003641,A001807,2026-02-06 00:55:04,1930.0,size_fit,processed,bank_transfer
REF0000118,ORD0003690,A001826,2026-02-27 01:05:03,4100.0,not_as_described,processed,wallet
REF0000119,ORD0003792,A001877,2026-03-01 12:26:42,960.0,size_fit,processed,original_payment
REF0000120,ORD0003800,A001880,2026-02-22 09:36:32,1180.0,changed_mind,processed,original_payment
REF0000121,ORD0003823,A001895,2026-02-02 07:39:59,4050.0,size_fit,processed,original_payment
REF0000122,ORD0003861,A001919,2026-02-07 17:35:08,1790.0,not_as_described,processed,original_payment
REF0000123,ORD0003876,A001930,2026-02-17 18:23:04,440.0,not_as_described,processed,original_payment
REF0000124,ORD0003878,A001931,2026-03-06 22:11:38,970.0,changed_mind,processed,wallet
REF0000125,ORD0003885,A001933,2026-02-27 10:47:24,2250.0,changed_mind,processed,bank_transfer
REF0000126,ORD0003933,A001955,2026-02-22 02:06:22,690.0,size_fit,processed,wallet
REF0000127,ORD0003995,A001982,2026-02-15 03:45:09,1310.0,size_fit,processed,wallet
REF0000128,ORD0004074,A002021,2026-02-24 07:06:44,2920.0,not_as_described,processed,original_payment
REF0000129,ORD0004135,A002047,2026-03-04 12:01:03,2730.0,not_as_described,processed,wallet
REF0000130,ORD0004142,A002051,2026-02-24 23:12:52,3060.0,changed_mind,processed,wallet
REF0000131,ORD0004146,A002052,2026-01-25 03:41:13,360.0,changed_mind,processed,original_payment
REF0000132,ORD0004155,A002058,2026-02-22 08:41:20,1260.0,size_fit,processed,bank_transfer
REF0000133,ORD0004166,A002063,2026-02-27 12:49:59,1800.0,size_fit,processed,original_payment
REF0000134,ORD0004221,A002091,2026-02-01 07:40:01,7340.0,size_fit,processed,bank_transfer
REF0000135,ORD0004247,A002100,2026-01-31 05:59:48,1670.0,size_fit,processed,wallet
REF0000136,ORD0004256,A002105,2026-02-01 04:45:01,2860.0,not_as_described,processed,original_payment
REF0000137,ORD0004280,A002114,2026-02-04 17:56:29,1240.0,size_fit,processed,original_payment
REF0000138,ORD0004304,A002126,2026-02-01 03:20:41,2260.0,changed_mind,processed,original_payment
REF0000139,ORD0004314,A002131,2026-02-05 05:28:04,1460.0,size_fit,processed,bank_transfer
REF0000140,ORD0004336,A002151,2026-02-20 01:24:24,2280.0,changed_mind,processed,original_payment
REF0000141,ORD0004337,A002151,2026-02-17 20:06:10,4370.0,not_as_described,processed,original_payment
REF0000142,ORD0004379,A002171,2026-01-28 21:50:31,700.0,changed_mind,processed,bank_transfer
REF0000143,ORD0004402,A002180,2026-01-26 12:18:49,3870.0,not_as_described,processed,bank_transfer
REF0000144,ORD0004417,A002191,2026-02-14 17:22:17,1610.0,not_as_described,processed,wallet
REF0000145,ORD0004418,A002191,2026-02-27 17:02:06,3640.0,not_as_described,processed,bank_transfer
REF0000146,ORD0004429,A002195,2026-02-21 13:32:11,700.0,not_as_described,processed,wallet
REF0000147,ORD0004449,A002202,2026-02-02 19:51:22,1530.0,not_as_described,processed,wallet
REF0000148,ORD0004500,A002236,2026-02-11 10:28:04,5150.0,not_as_described,processed,original_payment
REF0000149,ORD0004541,A002261,2026-02-27 08:42:58,2090.0,not_as_described,processed,bank_transfer
REF0000150,ORD0004552,A002266,2026-02-22 04:56:36,1440.0,changed_mind,processed,wallet
REF0000151,ORD0004558,A002268,2026-02-16 13:46:23,1090.0,size_fit,processed,bank_transfer
REF0000152,ORD0004567,A002272,2026-02-18 10:49:11,4500.0,changed_mind,processed,bank_transfer
REF0000153,ORD0004641,A002314,2026-02-22 14:43:56,2970.0,changed_mind,processed,bank_transfer
REF0000154,ORD0004643,A002314,2026-02-20 12:30:53,540.0,changed_mind,processed,original_payment
REF0000155,ORD0004672,A002327,2026-02-28 13:35:03,1740.0,changed_mind,processed,wallet
REF0000156,ORD0004745,A002363,2026-02-22 22:08:34,1000.0,not_as_described,processed,original_payment
REF0000157,ORD0004772,A002376,2026-02-23 15:58:35,3270.0,not_as_described,processed,wallet
REF0000158,ORD0004774,A002376,2026-01-14 00:12:05,3310.0,not_as_described,processed,bank_transfer
REF0000159,ORD0004791,A002382,2026-03-07 10:48:33,7600.0,changed_mind,processed,wallet
REF0000160,ORD0004815,A002390,2026-02-10 15:21:58,4710.0,changed_mind,processed,original_payment
REF0000161,ORD0004837,A002399,2026-02-23 11:14:11,380.0,size_fit,processed,wallet
REF0000162,ORD0004965,A002473,2026-02-25 02:08:56,1020.0,size_fit,processed,wallet
REF0000163,ORD0004990,A002488,2026-02-15 17:51:33,710.0,not_as_described,processed,wallet
REF0000164,ORD0005029,A002512,2026-01-30 18:54:49,2130.0,changed_mind,processed,bank_transfer
REF0000165,ORD0005137,A002562,2026-01-23 08:25:40,4600.0,changed_mind,processed,bank_transfer
REF0000166,ORD0005155,A002570,2026-02-22 12:32:45,3350.0,not_as_described,processed,original_payment
REF0000167,ORD0005177,A002584,2026-01-29 21:00:37,1160.0,not_as_described,processed,bank_transfer
REF0000168,ORD0005182,A002586,2026-02-12 05:21:59,15880.0,not_as_described,processed,bank_transfer
REF0000169,ORD0005186,A002587,2026-02-13 04:23:11,4370.0,not_as_described,processed,bank_transfer
REF0000170,ORD0005205,A002594,2026-01-30 20:11:59,2800.0,changed_mind,processed,bank_transfer
REF0000171,ORD0005304,A002647,2026-02-23 06:06:45,1390.0,size_fit,processed,original_payment
REF0000172,ORD0005372,A002676,2026-02-09 18:10:59,2800.0,changed_mind,processed,bank_transfer
REF0000173,ORD0005416,A002699,2026-01-19 14:28:04,10790.0,size_fit,processed,wallet
REF0000174,ORD0005423,A002700,2026-02-19 21:51:42,1090.0,not_as_described,processed,bank_transfer
REF0000175,ORD0005450,A002716,2026-02-04 14:25:47,2490.0,not_as_described,processed,original_payment
REF0000176,ORD0005480,A002734,2026-02-16 14:26:40,2680.0,size_fit,processed,bank_transfer
REF0000177,ORD0005481,A002734,2026-02-15 16:46:33,5490.0,changed_mind,processed,original_payment
REF0000178,ORD0005539,A002771,2026-02-13 01:43:53,17920.0,size_fit,processed,bank_transfer
REF0000179,ORD0005571,A002787,2026-02-13 19:51:02,2440.0,not_as_described,processed,original_payment
REF0000180,ORD0005593,A002792,2026-02-09 21:45:31,2460.0,changed_mind,processed,wallet
REF0000181,ORD0005624,A002807,2026-02-13 06:15:11,12340.0,size_fit,processed,original_payment
REF0000182,ORD0005661,A002825,2026-02-03 13:12:06,6680.0,not_as_described,processed,bank_transfer
REF0000183,ORD0005685,A002841,2026-02-21 10:18:05,3670.0,size_fit,processed,bank_transfer
REF0000184,ORD0005775,A002898,2026-02-13 11:06:03,1070.0,size_fit,processed,wallet
REF0000185,ORD0005852,A002931,2026-03-02 23:30:52,2080.0,changed_mind,processed,wallet
REF0000186,ORD0005861,A002938,2026-01-23 19:36:57,2680.0,changed_mind,processed,bank_transfer
REF0000187,ORD0005894,A002954,2026-03-06 08:21:13,1880.0,not_as_described,processed,wallet
REF0000188,ORD0005921,A002970,2026-03-05 13:53:06,4580.0,changed_mind,processed,bank_transfer
REF0000189,ORD0005944,A002976,2026-02-14 15:43:07,5390.0,not_as_described,processed,wallet
REF0000190,ORD0005960,A002985,2026-02-21 01:25:34,590.0,size_fit,processed,wallet
REF0000191,ORD0006012,A003011,2026-02-24 19:48:48,2450.0,not_as_described,processed,bank_transfer
REF0000192,ORD0006033,A003021,2026-02-06 14:14:23,4150.0,not_as_described,processed,original_payment
REF0000193,ORD0006041,A003026,2026-02-27 18:31:49,1600.0,size_fit,processed,wallet
REF0000194,ORD0006054,A003035,2026-02-10 04:57:18,7530.0,changed_mind,processed,original_payment
REF0000195,ORD0006055,A003035,2026-02-18 05:43:40,470.0,size_fit,processed,original_payment
REF0000196,ORD0006072,A003042,2026-03-05 12:35:49,4680.0,size_fit,processed,wallet
REF0000197,ORD0006119,A003070,2026-02-13 02:51:58,9030.0,changed_mind,processed,wallet
REF0000198,ORD0006127,A003073,2026-02-10 05:23:42,12340.0,changed_mind,processed,original_payment
REF0000199,ORD0006158,A003095,2026-02-19 11:05:37,820.0,size_fit,processed,wallet
REF0000200,ORD0006180,A003103,2026-01-27 19:11:12,1920.0,size_fit,processed,bank_transfer
REF0000201,ORD0006208,A003119,2026-02-19 14:24:04,2480.0,changed_mind,processed,original_payment
REF0000202,ORD0006210,A003120,2026-02-10 09:04:56,290.0,size_fit,processed,wallet
REF0000203,ORD0006242,A003138,2026-03-04 02:46:53,4530.0,not_as_described,processed,original_payment
REF0000204,ORD0006269,A003150,2026-02-27 06:43:47,780.0,not_as_described,processed,bank_transfer
REF0000205,ORD0006273,A003152,2026-02-06 18:14:01,9500.0,changed_mind,processed,bank_transfer
REF0000206,ORD0006274,A003153,2026-02-22 13:18:29,3760.0,size_fit,processed,original_payment
REF0000207,ORD0006402,A003213,2026-02-13 15:51:10,4390.0,size_fit,processed,wallet
REF0000208,ORD0006410,A003217,2026-02-09 20:15:08,2090.0,size_fit,processed,bank_transfer
REF0000209,ORD0006425,A003227,2026-02-22 00:51:34,9740.0,not_as_described,processed,bank_transfer
REF0000210,ORD0006488,A003257,2026-02-24 07:20:11,890.0,changed_mind,processed,wallet
REF0000211,ORD0006495,A003258,2026-02-09 22:35:48,280.0,size_fit,processed,wallet
REF0000212,ORD0006527,A003275,2026-02-04 12:25:51,12260.0,size_fit,processed,wallet
REF0000213,ORD0006546,A003286,2026-03-06 17:31:34,2280.0,changed_mind,processed,original_payment
REF0000214,ORD0006586,A003311,2026-03-03 07:25:02,2720.0,size_fit,processed,original_payment
REF0000215,ORD0006600,A003317,2026-01-21 23:07:54,340.0,size_fit,processed,original_payment
REF0000216,ORD0006609,A003323,2026-02-24 11:12:56,920.0,size_fit,processed,original_payment
REF0000217,ORD0006622,A003326,2026-02-20 17:42:13,1450.0,not_as_described,processed,wallet
REF0000218,ORD0006624,A003327,2026-02-24 18:54:44,3140.0,not_as_described,processed,wallet
REF0000219,ORD0006640,A003334,2026-02-17 04:49:20,2090.0,not_as_described,processed,bank_transfer
REF0000220,ORD0006647,A003336,2026-01-27 19:01:42,3950.0,changed_mind,processed,bank_transfer
REF0000221,ORD0006678,A003352,2026-02-08 14:29:30,2920.0,changed_mind,processed,wallet
REF0000222,ORD0006726,A003369,2026-02-22 10:13:53,3830.0,changed_mind,processed,bank_transfer
REF0000223,ORD0006736,A003378,2026-02-10 12:11:52,3200.0,changed_mind,processed,wallet
REF0000224,ORD0006743,A003382,2026-01-31 17:29:01,16400.0,size_fit,processed,original_payment
REF0000225,ORD0006750,A003386,2026-02-12 03:04:14,1760.0,changed_mind,processed,bank_transfer
REF0000226,ORD0006823,A003420,2026-02-10 02:31:46,2430.0,size_fit,processed,original_payment
REF0000227,ORD0006826,A003422,2026-01-25 12:11:15,2670.0,changed_mind,processed,bank_transfer
REF0000228,ORD0006876,A003441,2026-03-01 16:07:27,2640.0,not_as_described,processed,wallet
REF0000229,ORD0006897,A003451,2026-01-13 18:11:42,1760.0,size_fit,processed,original_payment
REF0000230,ORD0006975,A003486,2026-02-05 22:40:40,18950.0,changed_mind,processed,wallet
REF0000231,ORD0007008,A003507,2026-02-18 08:04:53,3460.0,size_fit,processed,wallet
REF0000232,ORD0007012,A003510,2026-03-04 17:22:33,1670.0,size_fit,processed,wallet
REF0000233,ORD0007017,A003515,2026-02-20 12:06:13,5230.0,size_fit,processed,wallet
REF0000234,ORD0007018,A003516,2026-02-15 07:05:32,2420.0,not_as_described,processed,wallet
REF0000235,ORD0007030,A003520,2026-01-24 03:01:18,2830.0,size_fit,processed,wallet
REF0000236,ORD0007061,A003539,2026-01-15 22:04:41,2780.0,changed_mind,processed,wallet
REF0000237,ORD0007099,A003561,2026-02-06 20:05:32,14340.0,size_fit,processed,original_payment
REF0000238,ORD0007121,A003568,2026-02-28 09:20:12,370.0,size_fit,processed,bank_transfer
REF0000239,ORD0007175,A003589,2026-01-24 07:17:11,1050.0,size_fit,processed,bank_transfer
REF0000240,ORD0007202,A003603,2026-02-22 22:03:08,6950.0,size_fit,processed,original_payment
REF0000241,ORD0007263,A003632,2026-01-30 18:01:35,2040.0,size_fit,processed,bank_transfer
REF0000242,ORD0007272,A003634,2026-02-15 04:37:26,9390.0,changed_mind,processed,wallet
REF0000243,ORD0007321,A003658,2026-03-04 08:11:47,1650.0,not_as_described,processed,original_payment
REF0000244,ORD0007391,A003685,2026-02-25 09:31:10,3890.0,not_as_described,processed,wallet
REF0000245,ORD0007405,A003701,2026-01-21 00:14:46,910.0,not_as_described,processed,original_payment
REF0000246,ORD0007434,A003713,2026-03-03 17:13:48,4400.0,changed_mind,processed,original_payment
REF0000247,ORD0007462,A003729,2026-02-03 21:08:50,1060.0,changed_mind,processed,bank_transfer
REF0000248,ORD0007465,A003730,2026-03-05 11:50:49,850.0,not_as_described,processed,bank_transfer
REF0000249,ORD0007487,A003738,2026-02-07 06:47:22,1390.0,changed_mind,processed,bank_transfer
REF0000250,ORD0007489,A003739,2026-02-19 06:49:35,1320.0,size_fit,processed,wallet
REF0000251,ORD0007499,A003742,2026-02-15 16:23:43,820.0,size_fit,processed,bank_transfer
REF0000252,ORD0007519,A003753,2026-01-15 22:20:13,1620.0,size_fit,processed,bank_transfer
REF0000253,ORD0007549,A003768,2026-03-01 07:19:18,1700.0,changed_mind,processed,wallet
REF0000254,ORD0007566,A003778,2026-02-25 17:43:03,2240.0,size_fit,processed,bank_transfer
REF0000255,ORD0007574,A003779,2026-02-16 02:46:11,12500.0,size_fit,processed,wallet
REF0000256,ORD0007577,A003783,2026-02-24 09:30:31,2960.0,size_fit,processed,original_payment
REF0000257,ORD0007578,A003783,2026-02-13 05:49:29,18070.0,not_as_described,processed,original_payment
REF0000258,ORD0007635,A003802,2026-02-23 22:56:38,1200.0,changed_mind,processed,original_payment
REF0000259,ORD0007640,A003803,2026-02-17 09:52:37,560.0,changed_mind,processed,bank_transfer
REF0000260,ORD0007684,A003829,2026-02-08 08:00:59,2080.0,size_fit,processed,original_payment
REF0000261,ORD0007690,A003832,2026-01-18 23:46:21,8280.0,not_as_described,processed,bank_transfer
REF0000262,ORD0007757,A003860,2026-02-08 16:41:04,1700.0,not_as_described,processed,bank_transfer
REF0000263,ORD0007765,A003864,2026-03-02 18:13:47,1220.0,changed_mind,processed,bank_transfer
REF0000264,ORD0007809,A003887,2026-02-13 17:16:55,2960.0,size_fit,processed,bank_transfer
REF0000265,ORD0007861,A003913,2026-02-22 05:35:02,2920.0,size_fit,processed,bank_transfer
REF0000266,ORD0007866,A003917,2026-01-23 09:23:31,2820.0,changed_mind,processed,bank_transfer
REF0000267,ORD0007870,A003920,2026-02-11 12:55:21,3790.0,changed_mind,processed,wallet
REF0000268,ORD0007881,A003926,2026-02-17 14:24:37,3850.0,size_fit,processed,original_payment
REF0000269,ORD0007928,A003954,2026-02-14 00:45:27,3900.0,size_fit,processed,original_payment
REF0000270,ORD0007973,A003972,2026-02-14 09:54:08,1790.0,not_as_described,processed,wallet
REF0000271,ORD0008003,A003984,2026-02-11 14:51:02,2080.0,not_as_described,processed,wallet
REF0000272,ORD0008014,A003991,2026-02-22 08:01:00,1000.0,size_fit,processed,bank_transfer
REF0000273,ORD0008034,A004001,2026-01-22 16:25:08,2800.0,changed_mind,processed,wallet
REF0000274,ORD0008076,A004024,2026-01-29 06:25:31,1710.0,not_as_described,processed,wallet
REF0000275,ORD0008105,A004034,2026-03-09 20:01:34,2360.0,not_as_described,processed,original_payment
REF0000276,ORD0008183,A004065,2026-02-21 19:18:42,2210.0,size_fit,processed,wallet
REF0000277,ORD0008200,A004072,2026-02-16 14:29:15,3890.0,not_as_described,processed,bank_transfer
REF0000278,ORD0008293,A004116,2026-02-17 18:56:12,10300.0,size_fit,processed,original_payment
REF0000279,ORD0008298,A004121,2026-01-28 11:56:04,2660.0,not_as_described,processed,wallet
REF0000280,ORD0008312,A004131,2026-02-05 00:37:25,7230.0,size_fit,processed,wallet
REF0000281,ORD0008320,A004137,2026-03-04 10:36:13,940.0,size_fit,processed,bank_transfer
REF0000282,ORD0008348,A004143,2026-01-24 05:43:47,3450.0,size_fit,processed,wallet
REF0000283,ORD0008430,A004183,2026-01-22 09:37:14,2480.0,size_fit,processed,bank_transfer
REF0000284,ORD0008431,A004184,2026-02-26 05:57:04,2910.0,not_as_described,processed,bank_transfer
