refund_id,order_id,account_id,refund_timestamp,refund_amount,refund_reason,refund_status,refund_method
REF0000054,ORD0001625,A000803,2026-01-19 19:00:00,6176.0,not_as_described,processed,bank_transfer
REF0000055,ORD0001626,A000803,2026-01-19 05:00:00,7412.0,not_as_described,processed,original_payment
REF0000056,ORD0001629,A000804,2026-01-16 23:00:00,6528.0,not_as_described,processed,original_payment
REF0000057,ORD0001630,A000804,2026-01-20 18:00:00,7342.0,not_as_described,processed,wallet
REF0000058,ORD0001632,A000805,2026-01-16 05:00:00,7974.0,size_fit,processed,wallet
REF0000059,ORD0001633,A000805,2026-01-20 01:00:00,5072.0,not_as_described,processed,original_payment
REF0000060,ORD0001634,A000805,2026-01-21 22:00:00,8108.0,size_fit,processed,bank_transfer
REF0000061,ORD0001637,A000806,2026-01-16 23:00:00,8070.0,size_fit,processed,wallet
REF0000062,ORD0001638,A000806,2026-01-20 20:00:00,7857.0,not_as_described,processed,original_payment
REF0000063,ORD0001639,A000806,2026-01-23 11:00:00,6505.0,size_fit,processed,bank_transfer
REF0000064,ORD0001641,A000807,2026-01-18 00:00:00,7035.0,size_fit,processed,bank_transfer
REF0000065,ORD0001643,A000807,2026-01-24 05:00:00,7498.0,not_as_described,processed,wallet
REF0000066,ORD0001644,A000808,2026-01-23 15:08:00,644.0,not_as_described,processed,original_payment
REF0000067,ORD0001645,A000808,2026-01-22 17:06:00,958.0,not_as_described,processed,original_payment
REF0000068,ORD0001646,A000808,2026-01-23 19:00:00,1239.0,not_as_described,processed,wallet
REF0000069,ORD0001647,A000809,2026-01-23 15:27:00,562.0,not_as_described,processed,original_payment
REF0000070,ORD0001648,A000809,2026-01-22 17:19:00,655.0,not_as_described,processed,wallet
REF0000071,ORD0001649,A000809,2026-01-22 19:44:00,1170.0,not_as_described,processed,original_payment
REF0000072,ORD0001651,A000810,2026-01-22 17:34:00,1313.0,not_as_described,processed,original_payment
REF0000073,ORD0001652,A000811,2026-01-22 16:09:00,1844.0,not_as_described,processed,wallet
REF0000074,ORD0001654,A000812,2026-01-23 16:27:00,845.0,not_as_described,processed,bank_transfer
REF0000075,ORD0001655,A000812,2026-01-22 18:11:00,1744.0,not_as_described,processed,bank_transfer
REF0000076,ORD0001659,A000814,2026-01-22 16:52:00,1069.0,not_as_described,processed,original_payment
REF0000077,ORD0001660,A000814,2026-01-22 18:33:00,1746.0,not_as_described,processed,original_payment
REF0000078,ORD0001661,A000815,2026-01-23 17:14:00,980.0,not_as_described,processed,wallet
REF0000079,ORD0001666,A000817,2026-01-23 17:15:00,1332.0,not_as_described,processed,wallet
REF0000080,ORD0001670,A000818,2026-01-22 21:52:00,934.0,not_as_described,processed,bank_transfer
REF0000081,ORD0001672,A000819,2026-01-22 19:48:00,599.0,not_as_described,processed,bank_transfer
REF0000082,ORD0001673,A000819,2026-01-22 21:54:00,1885.0,not_as_described,processed,wallet
REF0000083,ORD0001674,A000820,2026-01-22 18:00:00,583.0,not_as_described,processed,original_payment
REF0000084,ORD0001675,A000820,2026-01-22 20:15:00,1704.0,not_as_described,processed,original_payment
REF0000085,ORD0001676,A000820,2026-01-23 22:26:00,1776.0,not_as_described,processed,original_payment
REF0000086,ORD0001677,A000821,2026-01-22 18:23:00,510.0,not_as_described,processed,wallet
REF0000087,ORD0001678,A000821,2026-01-23 20:40:00,577.0,not_as_described,processed,original_payment
REF0000088,ORD0001679,A000822,2026-01-23 18:47:00,1441.0,not_as_described,processed,original_payment
REF0000089,ORD0001680,A000822,2026-01-23 20:46:00,1271.0,not_as_described,processed,bank_transfer
REF0000090,ORD0001681,A000822,2026-01-22 22:50:00,874.0,not_as_described,processed,bank_transfer
REF0000091,ORD0001683,A000823,2026-01-23 20:53:00,1923.0,not_as_described,processed,wallet
REF0000092,ORD0001688,A000825,2026-01-23 21:44:00,1897.0,not_as_described,processed,bank_transfer
REF0000093,ORD0001689,A000826,2026-01-23 19:46:00,1358.0,not_as_described,processed,bank_transfer
REF0000094,ORD0001692,A000827,2026-01-23 22:06:00,1607.0,not_as_described,processed,bank_transfer
REF0000095,ORD0001706,A000834,2026-02-17 14:30:59,1571.0,size_fit,processed,bank_transfer
REF0000096,ORD0001710,A000835,2026-02-17 14:35:50,3594.0,not_as_described,processed,original_payment
REF0000097,ORD0001711,A000836,2026-02-15 14:39:26,1965.0,not_as_described,processed,bank_transfer
REF0000098,ORD0001713,A000836,2026-02-17 14:01:13,4152.0,not_as_described,processed,bank_transfer
REF0000099,ORD0001716,A000837,2026-02-17 14:08:27,3025.0,not_as_described,processed,bank_transfer
REF0000100,ORD0001717,A000838,2026-02-17 14:38:24,3403.0,not_as_described,processed,wallet
REF0000101,ORD0001718,A000838,2026-02-17 14:35:19,4261.0,not_as_described,processed,bank_transfer
REF0000102,ORD0001722,A000839,2026-02-18 14:39:14,2443.0,not_as_described,processed,bank_transfer
REF0000103,ORD0001724,A000840,2026-02-18 14:19:49,3618.0,not_as_described,processed,bank_transfer
REF0000104,ORD0001726,A000841,2026-02-17 14:28:55,3422.0,size_fit,processed,bank_transfer
REF0000105,ORD0001728,A000841,2026-02-19 14:40:48,4470.0,not_as_described,processed,bank_transfer
REF0000106,ORD0001729,A000842,2026-02-18 14:19:18,2042.0,not_as_described,processed,wallet
REF0000107,ORD0001730,A000842,2026-02-19 14:12:29,4486.0,not_as_described,processed,bank_transfer
REF0000108,ORD0001734,A000843,2026-02-19 14:20:34,2996.0,not_as_described,processed,wallet
REF0000109,ORD0001747,A000904,2026-01-22 06:00:00,2314.0,size_fit,processed,bank_transfer
REF0000110,ORD0001749,A000904,2026-01-22 06:00:00,3489.0,size_fit,processed,bank_transfer
REF0000111,ORD0001753,A000906,2026-01-29 06:00:00,4247.0,not_as_described,processed,bank_transfer
REF0000112,ORD0001763,A000909,2026-01-29 06:00:00,1945.0,not_as_described,processed,wallet
