order_id,account_id,device_id,address_id,phone_hash,instrument_id,amount,discount_amount,coupon_code,category,order_timestamp,delivery_status,delivery_attempts,delivery_timestamp,rto_flag,return_flag,return_reason_code,return_timestamp,return_lag_hours,refund_flag,refund_amount,refund_timestamp,dispute_flag,dispute_phase,dispute_reason_code,dispute_reason_category,evidence_availability
ORD0000086,A000043,D000661,ADDR000152,f6f4a68288333f4f,PI001089,2460.0,0.0,,fashion,2026-02-15 07:58:14,delivered,2,2026-02-17 07:58:14,False,False,,,,False,,,False,,,,
ORD0000087,A000044,D000265,ADDR000160,46b441fc4489be50,PI001183,1690.0,0.0,,toys,2026-01-06 06:18:14,delivered,3,2026-01-08 06:18:14,False,False,,,,False,,,False,,,,
ORD0000088,A000044,D000265,ADDR000160,46b441fc4489be50,PI001183,2810.0,0.0,,fashion,2026-02-22 07:02:45,delivered,1,2026-02-23 07:02:45,False,False,,,,False,,,False,,,,
ORD0000089,A000045,D000459,ADDR000515,79f86f4875c06871,PI000248,1590.0,630.39,RARE_911,books,2026-02-18 22:30:08,failed,2,,True,False,,,,False,,,False,,,,
ORD0000090,A000045,D000459,ADDR000515,79f86f4875c06871,PI000248,1380.0,0.0,,fashion,2026-02-03 18:19:15,delivered,3,2026-02-07 18:19:15,False,False,,,,False,,,False,,,,
ORD0000091,A000045,D000459,ADDR000243,79f86f4875c06871,PI000248,1710.0,0.0,,grocery,2026-02-12 14:29:18,delivered,1,2026-02-13 14:29:18,False,False,,,,False,,,False,,,,
ORD0000092,A000047,D000882,ADDR000100,c51932f616c667e4,PI000110,1310.0,0.0,,books,2026-01-25 22:08:07,delivered,1,2026-01-26 22:08:07,False,False,,,,False,,,False,,,,
ORD0000093,A000047,D000307,ADDR000278,c51932f616c667e4,PI000936,1730.0,0.0,,books,2026-01-19 21:04:15,delivered,1,2026-01-22 21:04:15,False,False,,,,False,,,False,,,,
ORD0000094,A000048,D000608,ADDR000532,c3d91fc24855e048,PI001118,9820.0,0.0,,electronics,2026-02-23 17:26:21,failed,1,,True,False,,,,False,,,False,,,,
ORD0000095,A000048,D000608,ADDR000337,c3d91fc24855e048,PI001118,4800.0,0.0,,fashion,2026-02-23 23:51:02,delivered,1,2026-02-24 23:51:02,False,False,,,,False,,,False,,,,
ORD0000096,A000049,D000609,ADDR000227,69466860f39785df,PI000491,2770.0,233.06,,fashion,2026-02-07 10:50:27,delivered,2,2026-02-11 10:50:27,False,False,,,,False,,,False,,,,
ORD0000097,A000049,D000118,ADDR000227,69466860f39785df,PI000491,5460.0,0.0,,home,2026-02-16 01:51:17,pending,2,,False,False,,,,False,,,False,,,,
ORD0000098,A000049,D000609,ADDR000477,69466860f39785df,PI000756,11950.0,0.0,,electronics,2026-02-16 15:15:29,delivered,2,2026-02-20 15:15:29,False,False,,,,False,,,False,,,,
ORD0000099,A000049,D000118,ADDR000227,69466860f39785df,PI000756,710.0,0.0,,grocery,2026-02-09 14:46:43,pending,2,,False,False,,,,False,,,False,,,,
ORD0000100,A000050,D000262,ADDR000359,73afe270492b086c,PI000661,2240.0,121.02,,home,2026-02-13 19:32:57,delivered,3,2026-02-15 19:32:57,False,False,,,,False,,,False,,,,
ORD0000101,A000051,D000554,ADDR000226,4d478ab5292ba827,PI000131,1660.0,0.0,,toys,2026-02-04 00:49:21,delivered,3,2026-02-06 00:49:21,False,False,,,,False,,,False,,,,
ORD0000102,A000051,D000640,ADDR000100,4d478ab5292ba827,PI000131,16890.0,0.0,,electronics,2026-01-31 12:46:24,delivered,3,2026-02-01 12:46:24,False,False,,,,False,,,False,,,,
ORD0000103,A000052,D001131,ADDR000084,378122aeb7dc425a,PI000037,7400.0,0.0,,home,2026-01-20 08:26:16,delivered,2,2026-01-24 08:26:16,False,False,,,,False,,,False,,,,
ORD0000104,A000052,D001131,ADDR000036,378122aeb7dc425a,PI001249,3360.0,0.0,,fashion,2026-02-05 21:21:17,delivered,3,2026-02-08 21:21:17,False,False,,,,False,,,False,,,,
ORD0000105,A000052,D001131,ADDR000084,378122aeb7dc425a,PI000037,11710.0,1300.08,,electronics,2026-02-11 14:12:50,delivered,1,2026-02-13 14:12:50,False,False,,,,False,,,False,,,,
ORD0000106,A000053,D000764,ADDR000323,6b6eb81125fd9036,PI000046,7850.0,0.0,,home,2026-02-26 06:16:42,delivered,2,2026-02-27 06:16:42,False,False,,,,False,,,False,,,,
ORD0000107,A000053,D000242,ADDR000200,6b6eb81125fd9036,PI000046,950.0,0.0,,grocery,2026-02-16 03:20:14,delivered,2,2026-02-18 03:20:14,False,False,,,,False,,,False,,,,
ORD0000108,A000053,D000764,ADDR000200,6b6eb81125fd9036,PI000046,590.0,39.39,,books,2026-01-29 10:12:46,delivered,2,2026-01-30 10:12:46,False,False,,,,False,,,False,,,,
ORD0000109,A000054,D000789,ADDR000514,3d406a42f3234309,PI000698,2480.0,367.24,,fashion,2026-01-20 02:57:29,delivered,3,2026-01-23 02:57:29,False,False,,,,False,,,False,,,,
ORD0000110,A000054,D000789,ADDR000514,3d406a42f3234309,PI000698,2750.0,319.95,,home,2026-01-19 08:53:50,delivered,3,2026-01-21 08:53:50,False,False,,,,False,,,False,,,,
ORD0000111,A000055,D000320,ADDR000371,d9cfa3465b313f82,PI000982,780.0,0.0,,grocery,2026-01-27 19:33:30,delivered,3,2026-01-29 19:33:30,False,False,,,,False,,,False,,,,
ORD0000112,A000055,D000320,ADDR000371,d9cfa3465b313f82,PI000982,1620.0,148.5,,books,2026-01-28 01:41:59,delivered,3,2026-01-29 01:41:59,False,False,,,,False,,,False,,,,
ORD0000113,A000055,D000684,ADDR000371,d9cfa3465b313f82,PI000982,900.0,0.0,,grocery,2026-02-19 14:56:37,delivered,3,2026-02-23 14:56:37,False,False,,,,False,,,False,,,,
ORD0000114,A000055,D000320,ADDR000371,d9cfa3465b313f82,PI000982,710.0,0.0,,grocery,2026-01-28 04:07:59,delivered,1,2026-01-29 04:07:59,False,False,,,,False,,,False,,,,
ORD0000115,A000055,D000320,ADDR000371,d9cfa3465b313f82,PI000982,1690.0,0.0,,home,2026-02-02 09:15:34,delivered,2,2026-02-03 09:15:34,False,False,,,,False,,,False,,,,
ORD0000116,A000055,D000320,ADDR000371,d9cfa3465b313f82,PI000982,460.0,47.79,,books,2026-01-14 00:42:05,delivered,1,2026-01-15 00:42:05,False,False,,,,False,,,False,,,,
ORD0000117,A000056,D000173,ADDR000547,3edceec12461082a,PI000222,3520.0,0.0,,fashion,2026-01-21 12:02:26,delivered,2,2026-01-25 12:02:26,False,False,,,,False,,,False,,,,
ORD0000118,A000057,D000537,ADDR000054,a711a761d1e7e9b0,PI000351,1960.0,0.0,,books,2026-02-26 06:09:25,delivered,2,2026-02-28 06:09:25,False,False,,,,False,,,False,,,,
ORD0000119,A000057,D000537,ADDR000054,a711a761d1e7e9b0,PI000351,3020.0,0.0,,home,2026-02-25 21:12:06,delivered,3,2026-02-27 21:12:06,False,False,,,,False,,,False,,,,
ORD0000120,A000057,D000537,ADDR000054,a711a761d1e7e9b0,PI000351,14790.0,0.0,,electronics,2026-01-23 07:19:38,delivered,2,2026-01-25 07:19:38,False,False,,,,False,,,False,,,,
ORD0000121,A000058,D000943,ADDR000238,e80d8e5a3ac74b9d,PI001160,14180.0,0.0,,electronics,2026-02-15 00:14:33,delivered,3,2026-02-18 00:14:33,False,False,,,,False,,,False,,,,
ORD0000122,A000058,D000943,ADDR000238,e80d8e5a3ac74b9d,PI001160,4330.0,0.0,,fashion,2026-02-15 06:40:48,delivered,3,2026-02-19 06:40:48,False,False,,,,False,,,False,,,,
ORD0000123,A000058,D000943,ADDR000238,e80d8e5a3ac74b9d,PI001160,1050.0,0.0,,fashion,2026-02-08 14:53:15,delivered,3,2026-02-10 14:53:15,False,False,,,,False,,,False,,,,
ORD0000124,A000059,D000927,ADDR000568,3a802c118b1cc4c8,PI001153,1030.0,0.0,,fashion,2026-01-25 12:51:42,delivered,1,2026-01-27 12:51:42,False,False,,,,False,,,False,,,,
ORD0000125,A000059,D000927,ADDR000568,3a802c118b1cc4c8,PI000174,2950.0,0.0,,toys,2026-02-23 21:48:45,delivered,2,2026-02-24 21:48:45,False,False,,,,False,,,False,,,,
ORD0000126,A000060,D001138,ADDR000025,f934a32574b8659c,PI000992,2860.0,191.72,,grocery,2026-02-12 02:19:49,failed,1,,True,False,,,,False,,,False,,,,
ORD0000127,A000060,D001138,ADDR000025,f934a32574b8659c,PI000767,3850.0,0.0,,toys,2026-02-12 21:36:47,delivered,2,2026-02-14 21:36:47,False,False,,,,False,,,False,,,,
ORD0000128,A000061,D000522,ADDR000189,4db431ce33f02aa8,PI001387,3310.0,0.0,,toys,2026-02-08 23:25:44,delivered,1,2026-02-12 23:25:44,False,False,,,,False,,,False,,,,
ORD0000129,A000061,D000522,ADDR000532,4db431ce33f02aa8,PI001387,1830.0,0.0,,grocery,2026-02-27 07:47:18,delivered,1,2026-03-01 07:47:18,False,False,,,,False,,,False,,,,
ORD0000130,A000062,D000133,ADDR000189,589db8e7e286278c,PI000870,660.0,72.43,,books,2026-02-03 16:00:53,delivered,1,2026-02-07 16:00:53,False,False,,,,False,,,False,,,,
ORD0000131,A000063,D000857,ADDR000563,059c5acbcab15627,PI000590,630.0,0.0,,books,2026-02-16 16:46:17,delivered,2,2026-02-18 16:46:17,False,False,,,,False,,,False,,,,
ORD0000132,A000063,D000474,ADDR000563,059c5acbcab15627,PI000730,1980.0,0.0,,books,2026-01-27 21:46:55,delivered,3,2026-01-29 21:46:55,False,False,,,,False,,,False,,,,
ORD0000133,A000064,D000923,ADDR000111,37e56a301b98cfd1,PI000431,2490.0,0.0,,grocery,2026-02-03 17:44:34,failed,2,,True,False,,,,False,,,False,,,,
ORD0000134,A000064,D000923,ADDR000004,37e56a301b98cfd1,PI000337,1340.0,0.0,,fashion,2026-02-05 04:46:46,delivered,1,2026-02-07 04:46:46,False,False,,,,False,,,False,,,,
ORD0000135,A000064,D000923,ADDR000004,37e56a301b98cfd1,PI000431,3870.0,0.0,,fashion,2026-01-30 09:07:34,delivered,2,2026-02-03 09:07:34,False,False,,,,False,,,False,,,,
ORD0000136,A000064,D000923,ADDR000111,37e56a301b98cfd1,PI000431,3430.0,0.0,,fashion,2026-02-16 04:10:29,delivered,1,2026-02-19 04:10:29,False,False,,,,False,,,False,,,,
