account_id,abuse_ring_id,true_ring_member,ring_type,ring_start_time,ring_end_time
A000316,,False,,,
A000317,,False,,,
A000318,,False,,,
A000319,,False,,,
A000320,,False,,,
A000321,,False,,,
A000322,,False,,,
A000323,,False,,,
A000324,,False,,,
A000325,,False,,,
A000326,,False,,,
A000327,,False,,,
A000328,,False,,,
A000329,,False,,,
A000330,,False,,,
A000331,,False,,,
A000332,,False,,,
A000333,,False,,,
A000334,,False,,,
A000335,,False,,,
A000336,,False,,,
A000337,,False,,,
A000338,,False,,,
A000339,,False,,,
A000340,,False,,,
A000341,,False,,,
A000342,,False,,,
A000343,,False,,,
A000344,,False,,,
A000345,,False,,,
A000346,,False,,,
A000347,,False,,,
A000348,,False,,,
A000349,,False,,,
A000350,,False,,,
A000351,,False,,,
A000352,,False,,,
A000353,,False,,,
A000354,,False,,,
A000355,,False,,,
A000356,,False,,,
A000357,,False,,,
A000358,,False,,,
A000359,,False,,,
A000360,,False,,,
A000361,,False,,,
A000362,,False,,,
A000363,,False,,,
A000364,,False,,,
A000365,,False,,,
A000366,,False,,,
A000367,,False,,,
A000368,,False,,,
A000369,,False,,,
A000370,,False,,,
A000371,,False,,,
A000372,,False,,,
A000373,,False,,,
A000374,,False,,,
A000375,,False,,,
A000376,,False,,,
A000377,,False,,,
A000378,,False,,,
A000379,,False,,,
A000380,,False,,,
A000381,,False,,,
A000382,,False,,,
A000383,,False,,,
A000384,,False,,,
A000385,,False,,,
A000386,,False,,,
A000387,,False,,,
A000388,,False,,,
A000389,,False,,,
A000390,,False,,,
A000391,,False,,,
A000392,,False,,,
A000393,,False,,,
A000394,,False,,,
A000395,,False,,,
A000396,,False,,,
A000397,,False,,,
A000398,,False,,,
A000399,,False,,,
A000400,,False,,,
A000401,,False,,,
A000402,,False,,,
A000403,,False,,,
A000404,,False,,,
A000405,,False,,,
A000406,,False,,,
A000407,,False,,,
A000408,,False,,,
A000409,,False,,,
A000410,,False,,,
A000411,,False,,,
A000412,,False,,,
A000413,,False,,,
A000414,,False,,,
A000415,,False,,,
A000416,,False,,,
A000417,,False,,,
A000418,,False,,,
A000419,,False,,,
A000420,,False,,,
A000421,,False,,,
A000422,,False,,,
A000423,,False,,,
A000424,,False,,,
A000425,,False,,,
A000426,,False,,,
A000427,,False,,,
A000428,,False,,,
A000429,,False,,,
A000430,,False,,,
A000431,,False,,,
A000432,,False,,,
A000433,,False,,,
A000434,,False,,,
A000435,,False,,,
A000436,,False,,,
A000437,,False,,,
A000438,,False,,,
A000439,,False,,,
A000440,,False,,,
A000441,,False,,,
A000442,,False,,,
A000443,,False,,,
A000444,,False,,,
A000445,,False,,,
A000446,,False,,,
A000447,,False,,,
A000448,,False,,,
A000449,,False,,,
A000450,,False,,,
A000451,,False,,,
A000452,,False,,,
A000453,,False,,,
A000454,,False,,,
A000455,,False,,,
A000456,,False,,,
A000457,,False,,,
A000458,,False,,,
A000459,,False,,,
A000460,,False,,,
A000461,,False,,,
A000462,,False,,,
A000463,,False,,,
A000464,,False,,,
A000465,,False,,,
A000466,,False,,,
A000467,,False,,,
A000468,,False,,,
A000469,,False,,,
A000470,,False,,,
A000471,,False,,,
A000472,,False,,,
A000473,,False,,,
A000474,,False,,,
A000475,,False,,,
A000476,,False,,,
A000477,,False,,,
A000478,,False,,,
A000479,,False,,,
A000480,,False,,,
A000481,,False,,,
A000482,,False,,,
A000483,,False,,,
A000484,,False,,,
A000485,,False,,,
A000486,,False,,,
A000487,,False,,,
A000488,,False,,,
A000489,,False,,,
A000490,,False,,,
A000491,,False,,,
A000492,,False,,,
A000493,,False,,,
A000494,,False,,,
A000495,,False,,,
A000496,,False,,,
A000497,,False,,,
A000498,,False,,,
A000499,,False,,,
A000500,,False,,,
A000501,,False,,,
A000502,,False,,,
A000503,,False,,,
A000504,,False,,,
A000505,,False,,,
A000506,,False,,,
A000507,,False,,,
A000508,,False,,,
A000509,,False,,,
A000510,,False,,,
A000511,,False,,,
A000512,,False,,,
A000513,,False,,,
A000514,,False,,,
A000515,,False,,,
A000516,,False,,,
A000517,,False,,,
A000518,,False,,,
A000519,,False,,,
A000520,,False,,,
A000521,,False,,,
A000522,,False,,,
A000523,,False,,,
A000524,,False,,,
A000525,,False,,,
A000526,,False,,,
A000527,,False,,,
A000528,,False,,,
A000529,,False,,,
A000530,,False,,,
A000531,,False,,,
A000532,,False,,,
A000533,,False,,,
A000534,,False,,,
A000535,,False,,,
A000536,,False,,,
A000537,,False,,,
A000538,,False,,,
A000539,,False,,,
A000540,,False,,,
A000541,,False,,,
A000542,,False,,,
A000543,,False,,,
A000544,,False,,,
A000545,,False,,,
A000546,,False,,,
A000547,,False,,,
A000548,,False,,,
A000549,,False,,,
A000550,,False,,,
A000551,,False,,,
A000552,,False,,,
A000553,,False,,,
A000554,,False,,,
A000555,,False,,,
A000556,,False,,,
A000557,,False,,,
A000558,,False,,,
A000559,,False,,,
A000560,,False,,,
A000561,,False,,,
A000562,,False,,,
A000563,,False,,,
A000564,,False,,,
A000565,,False,,,
A000566,,False,,,
A000567,,False,,,
A000568,,False,,,
A000569,,False,,,
A000570,,False,,,
A000571,,False,,,
A000572,,False,,,
A000573,,False,,,
A000574,,False,,,
A000575,,False,,,
A000576,,False,,,
A000577,,False,,,
A000578,,False,,,
A000579,,False,,,
A000580,,False,,,
A000581,,False,,,
A000582,,False,,,
A000583,,False,,,
A000584,,False,,,
A000585,,False,,,
A000586,,False,,,
A000587,,False,,,
A000588,,False,,,
A000589,,False,,,
A000590,,False,,,
A000591,,False,,,
A000592,,False,,,
A000593,,False,,,
A000594,,False,,,
A000595,,False,,,
A000596,,False,,,
A000597,,False,,,
A000598,,False,,,
A000599,,False,,,
A000600,,False,,,
A000601,,False,,,
A000602,,False,,,
A000603,,False,,,
A000604,,False,,,
A000605,,False,,,
A000606,,False,,,
A000607,,False,,,
A000608,,False,,,
A000609,,False,,,
A000610,,False,,,
A000611,,False,,,
A000612,,False,,,
A000613,,False,,,
A000614,,False,,,
A000615,,False,,,
A000616,,False,,,
A000617,,False,,,
A000618,,False,,,
A000619,,False,,,
A000620,,False,,,
A000621,,False,,,
A000622,,False,,,
A000623,,False,,,
A000624,,False,,,
A000625,,False,,,
A000626,,False,,,
A000627,,False,,,
A000628,,False,,,
A000629,,False,,,
A000630,,False,,,
A000631,,False,,,
A000632,,False,,,
A000633,,False,,,
A000634,,False,,,
A000635,,False,,,
A000636,,False,,,
A000637,,False,,,
A000638,,False,,,
A000639,,False,,,
A000640,,False,,,
A000641,,False,,,
A000642,,False,,,
A000643,,False,,,
A000644,,False,,,
A000645,,False,,,
A000646,,False,,,
A000647,,False,,,
A000648,,False,,,
A000649,,False,,,
A000650,,False,,,
A000651,,False,,,
A000652,,False,,,
A000653,,False,,,
A000654,,False,,,
A000655,,False,,,
A000656,,False,,,
A000657,,False,,,
A000658,,False,,,
A000659,,False,,,
A000660,,False,,,
A000661,,False,,,
A000662,,False,,,
A000663,,False,,,
A000664,,False,,,
A000665,,False,,,
A000666,,False,,,
A000667,,False,,,
A000668,,False,,,
A000669,,False,,,
A000670,,False,,,
A000671,,False,,,
A000672,,False,,,
A000673,,False,,,
A000674,,False,,,
A000675,,False,,,
A000676,,False,,,
A000677,,False,,,
A000678,,False,,,
A000679,,False,,,
A000680,,False,,,
A000681,,False,,,
A000682,,False,,,
A000683,,False,,,
A000684,,False,,,
A000685,,False,,,
A000686,,False,,,
A000687,,False,,,
A000688,,False,,,
A000689,,False,,,
A000690,,False,,,
A000691,,False,,,
A000692,,False,,,
A000693,,False,,,
A000694,,False,,,
A000695,,False,,,
A000696,,False,,,
A000697,,False,,,
A000698,,False,,,
A000699,,False,,,
A000700,,False,,,
A000701,,False,,,
A000702,,False,,,
A000703,,False,,,
A000704,,False,,,
A000705,,False,,,
A000706,,False,,,
A000707,,False,,,
A000708,,False,,,
A000709,,False,,,
A000710,,False,,,
A000711,,False,,,
A000712,,False,,,
A000713,,False,,,
A000714,,False,,,
A000715,,False,,,
A000716,,False,,,
A000717,,False,,,
A000718,,False,,,
A000719,,False,,,
A000720,,False,,,
A000721,,False,,,
A000722,,False,,,
A000723,,False,,,
A000724,,False,,,
A000725,,False,,,
A000726,,False,,,
A000727,,False,,,
A000728,,False,,,
A000729,,False,,,
A000730,,False,,,
A000731,,False,,,
A000732,,False,,,
A000733,,False,,,
A000734,,False,,,
A000735,,False,,,
A000736,,False,,,
A000737,,False,,,
A000738,,False,,,
A000739,,False,,,
A000740,,False,,,
A000741,,False,,,
A000742,,False,,,
A000743,,False,,,
A000744,,False,,,
A000745,,False,,,
A000746,,False,,,
A000747,,False,,,
A000748,,False,,,
A000749,,False,,,
A000750,,False,,,
A000751,,False,,,
A000752,,False,,,
A000753,,False,,,
A000754,,False,,,
A000755,,False,,,
A000756,,False,,,
A000757,,False,,,
A000758,,False,,,
A000759,,False,,,
A000760,,False,,,
A000761,,False,,,
A000762,,False,,,
A000763,,False,,,
A000764,,False,,,
A000765,,False,,,
A000766,,False,,,
A000767,,False,,,
A000768,,False,,,
A000769,,False,,,
A000770,,False,,,
A000771,,False,,,
A000772,,False,,,
A000773,,False,,,
A000774,,False,,,
A000775,,False,,,
A000776,,False,,,
A000777,,False,,,
A000778,,False,,,
A000779,,False,,,
A000780,,False,,,
A000781,,False,,,
A000782,,False,,,
A000783,,False,,,
A000784,,False,,,
A000785,,False,,,
A000786,,False,,,
A000787,,False,,,
A000788,,False,,,
A000789,,False,,,
A000790,,False,,,
A000791,,False,,,
A000792,,False,,,
A000793,,False,,,
A000794,,False,,,
A000795,,False,,,
A000796,,False,,,
A000797,,False,,,
A000798,,False,,,
A000799,,False,,,
A000800,R001,True,wardrobing,2026-01-10 00:00:00,2026-01-22 00:00:00
A000801,R001,True,wardrobing,2026-01-10 02:00:00,2026-01-22 02:00:00
A000802,R001,True,wardrobing,2026-01-10 04:00:00,2026-01-22 04:00:00
A000803,R001,True,wardrobing,2026-01-10 06:00:00,2026-01-22 06:00:00
A000804,R001,True,wardrobing,2026-01-10 08:00:00,2026-01-22 08:00:00
A000805,R001,True,wardrobing,2026-01-10 10:00:00,2026-01-22 10:00:00
A000806,R001,True,wardrobing,2026-01-10 12:00:00,2026-01-22 12:00:00
A000807,R001,True,wardrobing,2026-01-10 14:00:00,2026-01-22 14:00:00
A000808,R002,True,promo_refund_farming,2026-01-20 09:00:00,2026-01-26 09:00:00
A000809,R002,True,promo_refund_farming,2026-01-20 09:15:00,2026-01-26 09:15:00
A000810,R002,True,promo_refund_farming,2026-01-20 09:30:00,2026-01-26 09:30:00
A000811,R002,True,promo_refund_farming,2026-01-20 09:45:00,2026-01-26 09:45:00
A000812,R002,True,promo_refund_farming,2026-01-20 10:00:00,2026-01-26 10:00:00
A000813,R002,True,promo_refund_farming,2026-01-20 10:15:00,2026-01-26 10:15:00
A000814,R002,True,promo_refund_farming,2026-01-20 10:30:00,2026-01-26 10:30:00
A000815,R002,True,promo_refund_farming,2026-01-20 10:45:00,2026-01-26 10:45:00
A000816,R002,True,promo_refund_farming,2026-01-20 11:00:00,2026-01-26 11:00:00
A000817,R002,True,promo_refund_farming,2026-01-20 11:15:00,2026-01-26 11:15:00
A000818,R002,True,promo_refund_farming,2026-01-20 11:30:00,2026-01-26 11:30:00
A000819,R002,True,promo_refund_farming,2026-01-20 11:45:00,2026-01-26 11:45:00
A000820,R002,True,promo_refund_farming,2026-01-20 12:00:00,2026-01-26 12:00:00
A000821,R002,True,promo_refund_farming,2026-01-20 12:15:00,2026-01-26 12:15:00
A000822,R002,True,promo_refund_farming,2026-01-20 12:30:00,2026-01-26 12:30:00
A000823,R002,True,promo_refund_farming,2026-01-20 12:45:00,2026-01-26 12:45:00
A000824,R002,True,promo_refund_farming,2026-01-20 13:00:00,2026-01-26 13:00:00
A000825,R002,True,promo_refund_farming,2026-01-20 13:15:00,2026-01-26 13:15:00
A000826,R002,True,promo_refund_farming,2026-01-20 13:30:00,2026-01-26 13:30:00
A000827,R002,True,promo_refund_farming,2026-01-20 13:45:00,2026-01-26 13:45:00
A000828,R003,True,friendly_fraud,2026-02-01 00:00:00,2026-02-09 00:00:00
A000829,R003,True,friendly_fraud,2026-02-01 04:00:00,2026-02-09 04:00:00
A000830,R003,True,friendly_fraud,2026-02-01 08:00:00,2026-02-09 08:00:00
A000831,R003,True,friendly_fraud,2026-02-01 12:00:00,2026-02-09 12:00:00
A000832,R003,True,friendly_fraud,2026-02-01 16:00:00,2026-02-09 16:00:00
A000833,R003,True,friendly_fraud,2026-02-01 20:00:00,2026-02-09 20:00:00
A000834,R004,True,subtle_distributed,2026-02-10 00:00:00,2026-02-18 00:00:00
A000835,R004,True,subtle_distributed,2026-02-10 06:00:00,2026-02-18 06:00:00
A000836,R004,True,subtle_distributed,2026-02-10 12:00:00,2026-02-18 12:00:00
A000837,R004,True,subtle_distributed,2026-02-10 18:00:00,2026-02-18 18:00:00
A000838,R004,True,subtle_distributed,2026-02-11 00:00:00,2026-02-19 00:00:00
A000839,R004,True,subtle_distributed,2026-02-11 06:00:00,2026-02-19 06:00:00
A000840,R004,True,subtle_distributed,2026-02-11 12:00:00,2026-02-19 12:00:00
A000841,R004,True,subtle_distributed,2026-02-11 18:00:00,2026-02-19 18:00:00
A000842,R004,True,subtle_distributed,2026-02-12 00:00:00,2026-02-20 00:00:00
A000843,R004,True,subtle_distributed,2026-02-12 06:00:00,2026-02-20 06:00:00
A000844,,False,,,
A000845,,False,,,
A000846,,False,,,
A000847,,False,,,
A000848,,False,,,
A000849,,False,,,
A000850,,False,,,
A000851,,False,,,
A000852,,False,,,
A000853,,False,,,
A000854,,False,,,
A000855,,False,,,
A000856,,False,,,
A000857,,False,,,
A000858,,False,,,
A000859,,False,,,
A000860,,False,,,
A000861,,False,,,
A000862,,False,,,
A000863,,False,,,
A000864,,False,,,
A000865,,False,,,
A000866,,False,,,
A000867,,False,,,
A000868,,False,,,
A000869,,False,,,
A000870,,False,,,
A000871,,False,,,
A000872,,False,,,
A000873,,False,,,
A000874,,False,,,
A000875,,False,,,
A000876,,False,,,
A000877,,False,,,
A000878,,False,,,
A000879,,False,,,
A000880,,False,,,
A000881,,False,,,
A000882,,False,,,
A000883,,False,,,
A000884,,False,,,
A000885,,False,,,
A000886,,False,,,
A000887,,False,,,
A000888,,False,,,
A000889,,False,,,
A000890,,False,,,
A000891,,False,,,
A000892,,False,,,
A000893,,False,,,
A000894,,False,,,
A000895,,False,,,
A000896,,False,,,
A000897,,False,,,
A000898,,False,,,
A000899,,False,,,
A000900,,False,,,
A000901,,False,,,
A000902,,False,,,
A000903,,False,,,
A000904,,False,,,
A000905,,False,,,
A000906,,False,,,
A000907,,False,,,
A000908,,False,,,
A000909,,False,,,
A000910,,False,,,
A000911,,False,,,
A000912,,False,,,
A000913,,False,,,
A000914,,False,,,
A000915,,False,,,
A000916,,False,,,
A000917,,False,,,
A000918,,False,,,
A000919,,False,,,
A000920,,False,,,
A000921,,False,,,
A000922,,False,,,
A000923,,False,,,
A000924,,False,,,
A000925,,False,,,
A000926,,False,,,
A000927,,False,,,
A000928,,False,,,
A000929,,False,,,
A000930,,False,,,
A000931,,False,,,
A000932,,False,,,
A000933,,False,,,
A000934,,False,,,
A000935,,False,,,
A000936,,False,,,
A000937,,False,,,
A000938,,False,,,
A000939,,False,,,
A000940,,False,,,
A000941,,False,,,
A000942,,False,,,
A000943,,False,,,
A000944,,False,,,
A000945,,False,,,
A000946,,False,,,
A000947,,False,,,
A000948,,False,,,
A000949,,False,,,
A000950,,False,,,
A000951,,False,,,
A000952,,False,,,
A000953,,False,,,
A000954,,False,,,
A000955,,False,,,
A000956,,False,,,
A000957,,False,,,
A000958,,False,,,
A000959,,False,,,
A000960,,False,,,
A000961,,False,,,
A000962,,False,,,
A000963,,False,,,
A000964,,False,,,
A000965,,False,,,
A000966,,False,,,
A000967,,False,,,
A000968,,False,,,
A000969,,False,,,
A000970,,False,,,
A000971,,False,,,
A000972,,False,,,
A000973,,False,,,
A000974,,False,,,
A000975,,False,,,
A000976,,False,,,
A000977,,False,,,
A000978,,False,,,
A000979,,False,,,
A000980,,False,,,
A000981,,False,,,
A000982,,False,,,
A000983,,False,,,
A000984,,False,,,
A000985,,False,,,
A000986,,False,,,
A000987,,False,,,
A000988,,False,,,
A000989,,False,,,
A000990,,False,,,
A000991,,False,,,
A000992,,False,,,
A000993,,False,,,
A000994,,False,,,
A000995,,False,,,
A000996,,False,,,
A000997,,False,,,
A000998,,False,,,
A000999,,False,,,
