account_id,total_orders,total_amount,avg_order_value,distinct_devices,distinct_addresses,distinct_phones,distinct_payment_instruments,total_delivered_orders,total_failed_orders,total_pending_orders,coupon_usage_rate,discount_dependency_score,total_returns,avg_return_lag_hours,total_refunds,total_refund_amount,total_disputes,return_rate,refund_rate,dispute_rate,account_age_days,orders_last_24h,orders_last_7d,orders_last_30d,refunds_last_24h,refunds_last_7d,refunds_last_30d,return_rate_last_30d,transaction_burst_score,refund_burst_score,account_creation_burst_score,accounts_per_device,shared_device_count,accounts_per_address,shared_address_count,accounts_per_phone,shared_phone_count,accounts_per_instrument,shared_instrument_count,shared_ip_prefix_count
A000010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93667824074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000011,4.0,10350.0,2587.5,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.02501813880126183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.41008101851852,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,58,3.0,4.0,6.0,10.0,4.0,3.0,2.0,1.0,0.0
A000012,1.0,1080.0,1080.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13043518518518518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.109548611111112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0
A000013,2.0,19760.0,9880.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.047695312499999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.998692129629628,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,973,1.0,0.0,2.0,2.0,3.0,2.0,4.0,3.0,0.0
A000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.68482638888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000015,3.0,3250.0,1083.3333333333333,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.04931578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.71875,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,81,2.0,1.0,6.0,10.0,3.0,2.0,2.0,2.0,0.0
A000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.34034722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000017,2.0,6350.0,3175.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.04904600484261501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.426875,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83,1.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0
A000018,4.0,17740.0,4435.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.03476999080541591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.564050925925926,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78,3.0,4.0,3.5,5.0,1.0,0.0,2.5,3.0,0.0
A000019,1.0,3680.0,3680.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.72969907407408,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78,2.0,1.0,12.0,11.0,4.0,3.0,4.0,3.0,0.0
A000020,3.0,9170.0,3056.6666666666665,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.01763308457711443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.246689814814815,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,71,2.5,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0
A000021,2.0,13980.0,6990.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,28.40189814814815,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,71,2.0,1.0,7.0,6.0,4.0,3.0,2.0,1.0,0.0
A000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.739456018518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000023,2.0,22320.0,11160.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.03242142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.25666666666667,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58,4.0,3.0,4.0,6.0,1.0,0.0,3.0,2.0,0.0
A000024,2.0,6330.0,3165.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.57472222222222,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,82,3.0,2.0,4.5,7.0,1.0,0.0,2.0,2.0,0.0
A000025,3.0,5890.0,1963.3333333333333,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.01851937984496124,1.0,120.0,1.0,1800.0,0.0,0.3333333333333333,0.3333333333333333,0.0,46.232280092592596,0.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,93,9.5,17.0,4.0,3.0,3.0,2.0,6.0,5.0,0.0
A000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.629502314814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000027,2.0,6110.0,3055.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.575393518518517,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65,2.0,1.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0
A000028,1.0,2600.0,2600.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.10871153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.736828703703704,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0
A000029,1.0,4680.0,4680.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.32407051282051286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.692314814814814,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79,3.0,2.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0
A000030,3.0,13210.0,4403.333333333333,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.3333333333333333,0.14515551005151708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37871527777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70,4.0,6.0,4.0,3.0,4.0,3.0,3.5,5.0,1.0
A000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.661828703703705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000032,3.0,8510.0,2836.6666666666665,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.04995786864931847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.052824074074074,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84,6.0,10.0,6.0,5.0,2.0,1.0,2.0,1.0,3.0
A000033,1.0,8320.0,8320.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.207627314814815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67,2.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,0.0
A000034,1.0,5100.0,5100.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.657916666666665,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
A000035,2.0,6150.0,3075.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.78650462962963,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71,10.0,9.0,18.0,17.0,9.0,8.0,7.5,13.0,2.0
A000036,1.0,9500.0,9500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.32454861111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0
A000037,1.0,2630.0,2630.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.550196759259258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71,2.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0
A000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.337418981481484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.50650462962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000040,2.0,9010.0,4505.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.10165584415584417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2512037037037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74,5.0,4.0,4.0,6.0,1.0,0.0,2.0,1.0,1.0
A000041,4.0,19520.0,4880.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.016960986703988802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61630787037037,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,74,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0
A000042,2.0,6650.0,3325.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04385680190930787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.703275462962964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,5.0,4.0,10.5,19.0,7.0,6.0,3.0,2.0,0.0
A000043,1.0,1690.0,1690.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.815034722222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79,1.0,0.0,2.0,1.0,4.0,3.0,2.0,1.0,0.0
A000044,3.0,4680.0,1560.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.13215723270440252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.373576388888885,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63,4.0,3.0,8.5,15.0,4.0,3.0,12.0,11.0,0.0
A000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.782986111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000046,2.0,3040.0,1520.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.92252314814815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80,3.0,4.0,7.5,13.0,1.0,0.0,4.5,7.0,0.0
A000047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.33519675925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000048,4.0,20890.0,5222.5,2.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.021034296028880867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21269675925926,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,83,1.0,0.0,13.0,24.0,1.0,0.0,3.0,4.0,0.0
A000049,1.0,2240.0,2240.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.054026785714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.251307870370372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
A000050,2.0,18550.0,9275.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18554398148148,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65,5.0,8.0,3.0,4.0,4.0,3.0,1.0,0.0,1.0
A000051,3.0,22470.0,7490.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.03700768573868488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.839872685185185,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,80,1.0,0.0,3.5,5.0,7.0,6.0,1.5,1.0,0.0
A000052,2.0,1540.0,770.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.03338135593220339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.337858796296295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2.0,2.0,10.0,9.0,5.0,4.0,4.0,3.0,2.0
A000053,2.0,5230.0,2615.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.13221304985337243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.84606481481482,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72,2.0,1.0,4.0,3.0,11.0,10.0,4.0,3.0,0.0
A000054,6.0,6160.0,1026.6666666666667,2.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.03259299516908212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.133599537037036,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,65,3.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,0.0
A000055,1.0,3520.0,3520.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.21478009259259,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0
A000056,1.0,14790.0,14790.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.30555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72,3.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0
A000057,3.0,19560.0,6520.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.34135416666667,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,73,2.0,1.0,15.0,14.0,7.0,6.0,5.0,4.0,0.0
A000058,1.0,1030.0,1030.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.793645833333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0
A000059,2.0,6710.0,3355.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.033517482517482516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.605555555555554,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0
A000060,1.0,3310.0,3310.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.79650462962963,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73,2.0,1.0,3.0,2.0,1.0,0.0,4.0,3.0,0.0
A000061,1.0,660.0,660.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.10974242424242425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.58295138888889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80,6.0,5.0,18.0,17.0,5.0,4.0,4.0,3.0,1.0
A000062,2.0,2610.0,1305.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.17979166666667,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80,5.0,8.0,24.0,23.0,4.0,3.0,4.5,7.0,1.0
A000063,4.0,11130.0,2782.5,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,120.0,1.0,3870.0,0.0,0.3333333333333333,0.25,0.0,38.950381944444445,0.0,1.0,4.0,0.0,0.0,1.0,0.25,0.0,0.0,72,3.0,2.0,6.5,11.0,5.0,4.0,2.5,3.0,1.0
A000064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39130787037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000065,1.0,3760.0,3760.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.054510638297872345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.50743055555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66,4.0,3.0,4.0,3.0,2.0,1.0,5.0,4.0,0.0
A000066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.170636574074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000067,3.0,5630.0,1876.6666666666667,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.10496527777778,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,83,1.0,0.0,3.5,5.0,4.0,3.0,4.0,6.0,0.0
A000068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.73489583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000069,2.0,10640.0,5320.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.28976851851852,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70,5.0,4.0,11.0,10.0,5.0,4.0,1.5,1.0,1.0
A000070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.426944444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000071,1.0,1950.0,1950.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.2938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.210185185185185,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75,1.0,0.0,2.0,1.0,8.0,7.0,5.0,4.0,0.0
A000072,2.0,10070.0,5035.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04354521276595745,1.0,96.0,1.0,4430.0,0.0,0.5,0.5,0.0,47.701655092592596,0.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,58,4.0,3.0,7.0,6.0,7.0,6.0,5.0,4.0,0.0
A000073,3.0,4620.0,1540.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.204664351851854,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72,5.0,4.0,7.0,6.0,9.0,8.0,7.0,6.0,1.0
A000074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.58306712962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000075,1.0,1570.0,1570.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.13146990740741,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72,2.0,1.0,9.0,8.0,5.0,4.0,8.0,7.0,0.0
A000076,2.0,5210.0,2605.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1396875,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58,6.0,5.0,4.0,6.0,3.0,2.0,5.5,9.0,0.0
A000077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.873587962962965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
