account_id_1,account_id_2,edge_type,weight
A000015,A013275,shares_address,0.7
A000015,A013298,shares_payment_instrument,1.0
A000015,A014080,shares_address,0.7
A000015,A014468,shares_device,1.0
A000015,A016434,shares_address,0.7
A000015,A017862,shares_address,0.7
A000015,A020206,shares_address,0.7
A000015,A021282,shares_payment_instrument,1.0
A000015,A022215,shares_phone,1.0
A000015,A022695,shares_address,0.7
A000015,A023106,shares_address,0.7
A000017,A002623,shares_address,0.7
A000017,A014773,shares_address,0.7
A000017,A018927,shares_phone,1.0
A000017,A023316,shares_address,0.7
A000018,A001215,shares_address,0.7
A000018,A002394,shares_payment_instrument,1.0
A000018,A003566,shares_address,0.7
A000018,A005874,shares_device,1.0
A000018,A006694,shares_device,1.0
A000018,A007222,shares_address,0.7
A000018,A009349,shares_address,0.7
A000018,A013440,shares_device,1.0
A000018,A014107,shares_payment_instrument,1.0
A000018,A022784,shares_payment_instrument,1.0
A000018,A023600,shares_address,0.7
A000018,A023793,shares_device,1.0
A000019,A000021,shares_phone,1.0
A000019,A000937,shares_address,0.7
A000019,A002025,shares_address,0.7
A000019,A002381,shares_address,0.7
A000019,A005202,shares_phone,1.0
A000019,A006902,shares_address,0.7
A000019,A007893,shares_payment_instrument,1.0
A000019,A015542,shares_address,0.7
A000019,A016770,shares_payment_instrument,1.0
A000019,A017479,shares_address,0.7
A000019,A017631,shares_address,0.7
A000019,A019084,shares_device,1.0
A000019,A019541,shares_address,0.7
A000019,A021123,shares_address,0.7
A000019,A021596,shares_address,0.7
A000019,A021822,shares_payment_instrument,1.0
A000019,A022140,shares_address,0.7
A000019,A023393,shares_phone,1.0
A000020,A001755,shares_phone,1.0
A000020,A003422,shares_device,1.0
A000020,A003885,shares_device,1.0
A000020,A015761,shares_address,0.7
A000020,A021295,shares_device,1.0
A000020,A021312,shares_phone,1.0
A000021,A003560,shares_address,0.7
A000021,A004752,shares_address,0.7
A000021,A005073,shares_device,1.0
A000021,A005202,shares_phone,1.0
A000021,A005834,shares_address,0.7
A000021,A005889,shares_payment_instrument,1.0
A000021,A008633,shares_address,0.7
A000021,A010107,shares_address,0.7
A000021,A013182,shares_address,0.7
A000021,A023393,shares_phone,1.0
A000023,A005878,shares_address,0.7
A000023,A006847,shares_address,0.7
A000023,A007926,shares_address,0.7
A000023,A011689,shares_address,0.7
A000023,A014408,shares_payment_instrument,1.0
A000023,A014542,shares_address,0.7
A000023,A016178,shares_payment_instrument,1.0
A000023,A016778,shares_device,1.0
A000023,A018924,shares_device,1.0
A000023,A022511,shares_device,1.0
A000023,A022712,shares_address,0.7
A000024,A002855,shares_address,0.7
A000024,A003159,shares_device,1.0
A000024,A009257,shares_address,0.7
A000024,A009847,shares_address,0.7
A000024,A010216,shares_payment_instrument,1.0
A000024,A010867,shares_device,1.0
A000024,A012166,shares_address,0.7
A000024,A013112,shares_payment_instrument,1.0
A000024,A014358,shares_address,0.7
A000024,A015408,shares_address,0.7
A000024,A021010,shares_address,0.7
A000025,A000212,shares_device,1.0
A000025,A000448,shares_phone,1.0
A000025,A001843,shares_device,1.0
A000025,A002520,shares_device,1.0
A000025,A004311,shares_device,1.0
A000025,A004465,shares_payment_instrument,1.0
A000025,A005820,shares_device,1.0
A000025,A008729,shares_device,1.0
A000025,A009862,shares_address,0.7
A000025,A009983,shares_device,1.0
A000025,A009987,shares_device,1.0
A000025,A010570,shares_device,1.0
A000025,A010657,shares_device,1.0
A000025,A012938,shares_device,1.0
A000025,A013583,shares_address,0.7
A000025,A013979,shares_address,0.7
A000025,A014115,shares_phone,1.0
A000025,A014547,shares_device,1.0
A000025,A016330,shares_payment_instrument,1.0
A000025,A016505,shares_payment_instrument,1.0
A000025,A017081,shares_device,1.0
A000025,A017581,shares_payment_instrument,1.0
A000025,A017666,shares_device,1.0
A000025,A017683,shares_device,1.0
A000025,A019334,shares_payment_instrument,1.0
A000025,A020999,shares_device,1.0
A000025,A023378,shares_device,1.0
A000027,A002390,shares_payment_instrument,1.0
A000027,A003295,shares_payment_instrument,1.0
A000027,A013003,shares_payment_instrument,1.0
A000027,A013477,shares_device,1.0
A000027,A021755,shares_phone,1.0
A000028,A008954,shares_address,0.7
A000028,A012988,shares_device,1.0
A000028,A019367,shares_address,0.7
A000029,A001252,shares_phone,1.0
A000029,A004613,shares_device,1.0
A000029,A005809,shares_address,0.7
A000029,A006926,shares_phone,1.0
A000029,A007178,shares_device,1.0
A000029,A007680,shares_phone,1.0
A000029,A008219,shares_address,0.7
A000029,A010089,shares_phone,1.0
A000029,A011146,shares_address,0.7
A000029,A011659,shares_address,0.7
A000030,A001258,shares_device,1.0
A000030,A001328,shares_phone,1.0
A000030,A004095,shares_payment_instrument,1.0
A000030,A004366,shares_device,1.0
A000030,A005390,shares_payment_instrument,1.0
A000030,A005623,shares_phone,1.0
A000030,A006907,shares_device,1.0
A000030,A007943,shares_address,0.7
A000030,A007973,shares_address,0.7
A000030,A008443,shares_device,1.0
A000030,A009467,shares_payment_instrument,1.0
A000030,A011513,shares_phone,1.0
A000030,A012413,shares_payment_instrument,1.0
A000030,A012469,shares_payment_instrument,1.0
A000030,A017553,shares_coupon,0.2
A000030,A018616,shares_address,0.7
A000030,A021706,shares_device,1.0
A000030,A022327,shares_coupon,0.2
A000030,A023464,shares_device,1.0
A000032,A000551,shares_device,1.0
A000032,A000872,shares_address,0.7
A000032,A002700,shares_address,0.7
A000032,A003190,shares_device,1.0
A000032,A005062,shares_device,1.0
A000032,A005225,shares_address,0.7
A000032,A007361,shares_phone,1.0
A000032,A009804,shares_device,1.0
A000032,A011738,shares_device,1.0
A000032,A014565,shares_device,1.0
A000032,A016360,shares_device,1.0
A000032,A017662,shares_payment_instrument,1.0
A000032,A017789,shares_device,1.0
A000032,A019119,shares_address,0.7
A000032,A020368,shares_device,1.0
A000032,A020519,shares_device,1.0
A000032,A020580,shares_address,0.7
A000033,A000373,shares_device,1.0
A000033,A000460,shares_address,0.7
A000033,A001108,shares_address,0.7
A000033,A003161,shares_address,0.7
A000033,A009022,shares_phone,1.0
A000033,A013776,shares_payment_instrument,1.0
A000033,A014722,shares_phone,1.0
A000033,A018702,shares_phone,1.0
A000033,A018891,shares_address,0.7
A000034,A002161,shares_device,1.0
A000034,A014740,shares_device,1.0
A000034,A015372,shares_phone,1.0
A000034,A015897,shares_address,0.7
A000034,A021195,shares_payment_instrument,1.0
A000035,A001662,shares_phone,1.0
A000035,A002641,shares_payment_instrument,1.0
A000035,A003115,shares_phone,1.0
A000035,A003354,shares_device,1.0
A000035,A003924,shares_address,0.7
A000035,A004189,shares_address,0.7
A000035,A004684,shares_address,0.7
A000035,A004708,shares_address,0.7
A000035,A004712,shares_device,1.0
A000035,A004864,shares_address,0.7
A000035,A005010,shares_payment_instrument,1.0
A000035,A005739,shares_address,0.7
A000035,A005792,shares_device,1.0
A000035,A006408,shares_payment_instrument,1.0
A000035,A006468,shares_payment_instrument,1.0
A000035,A006889,shares_phone,1.0
A000035,A006915,shares_payment_instrument,1.0
A000035,A007856,shares_address,0.7
A000035,A008563,shares_address,0.7
A000035,A008710,shares_address,0.7
A000035,A008839,shares_payment_instrument,1.0
A000035,A009071,shares_phone,1.0
A000035,A009236,shares_device,1.0
A000035,A009571,shares_device,1.0
A000035,A009992,shares_address,0.7
A000035,A010631,shares_payment_instrument,1.0
A000035,A011484,shares_phone,1.0
A000035,A011534,shares_address,0.7
A000035,A011947,shares_device,1.0
A000035,A012642,shares_address,0.7
A000035,A013194,shares_device,1.0
A000035,A014612,shares_device,1.0
A000035,A014796,shares_address,0.7
A000035,A014831,shares_phone,1.0
A000035,A015146,shares_address,0.7
A000035,A016039,shares_payment_instrument,1.0
A000035,A016621,shares_address,0.7
A000035,A019851,shares_device,1.0
A000035,A020108,shares_payment_instrument,1.0
A000035,A020216,shares_payment_instrument,1.0
A000035,A020847,shares_payment_instrument,1.0
A000035,A021123,shares_phone,1.0
A000035,A021360,shares_phone,1.0
A000035,A021370,shares_address,0.7
A000035,A021710,shares_payment_instrument,1.0
A000035,A022734,shares_payment_instrument,1.0
A000036,A002301,shares_phone,1.0
A000036,A004420,shares_device,1.0
A000036,A007441,shares_address,0.7
A000036,A008355,shares_payment_instrument,1.0
A000036,A013012,shares_payment_instrument,1.0
A000036,A018313,shares_phone,1.0
A000036,A018955,shares_device,1.0
A000036,A020120,shares_device,1.0
A000037,A001702,shares_address,0.7
A000037,A006385,shares_address,0.7
A000037,A010157,shares_ip_prefix,0.3
A000037,A017126,shares_payment_instrument,1.0
A000037,A019411,shares_device,1.0
A000040,A000125,shares_device,1.0
A000040,A003888,shares_address,0.7
A000040,A005422,shares_address,0.7
A000040,A007243,shares_address,0.7
A000040,A007349,shares_address,0.7
A000040,A008650,shares_device,1.0
A000040,A009135,shares_payment_instrument,1.0
A000040,A011600,shares_address,0.7
A000040,A012752,shares_address,0.7
A000040,A019599,shares_device,1.0
A000040,A023486,shares_device,1.0
A000041,A002981,shares_address,0.7
A000041,A004627,shares_device,1.0
A000041,A005997,shares_address,0.7
A000041,A010741,shares_phone,1.0
A000041,A012339,shares_phone,1.0
A000041,A015114,shares_address,0.7
A000041,A017834,shares_device,1.0
A000041,A018782,shares_address,0.7
A000041,A019509,shares_payment_instrument,1.0
A000042,A000697,shares_address,0.7
A000042,A002719,shares_address,0.7
A000042,A003953,shares_address,0.7
A000042,A005016,shares_address,0.7
A000042,A006819,shares_address,0.7
A000042,A006829,shares_address,0.7
A000042,A006931,shares_phone,1.0
A000042,A008787,shares_address,0.7
A000042,A009033,shares_address,0.7
A000042,A009081,shares_phone,1.0
A000042,A009334,shares_device,1.0
A000042,A009464,shares_payment_instrument,1.0
A000042,A010422,shares_address,0.7
A000042,A011051,shares_address,0.7
A000042,A013451,shares_device,1.0
A000042,A014074,shares_address,0.7
A000042,A014177,shares_address,0.7
A000042,A014594,shares_address,0.7
A000042,A015027,shares_address,0.7
A000042,A015332,shares_payment_instrument,1.0
A000042,A015795,shares_address,0.7
A000042,A016246,shares_address,0.7
A000042,A016490,shares_phone,1.0
A000042,A016637,shares_device,1.0
A000042,A016890,shares_phone,1.0
A000042,A017470,shares_phone,1.0
A000042,A018840,shares_address,0.7
A000042,A019953,shares_address,0.7
A000042,A020604,shares_device,1.0
A000042,A022364,shares_phone,1.0
A000042,A022782,shares_address,0.7
A000043,A000169,shares_phone,1.0
A000043,A005305,shares_phone,1.0
A000043,A007405,shares_phone,1.0
A000043,A011753,shares_address,0.7
A000043,A018442,shares_payment_instrument,1.0
A000044,A004283,shares_payment_instrument,1.0
A000044,A005564,shares_coupon,0.2
A000044,A006230,shares_payment_instrument,1.0
A000044,A007401,shares_device,1.0
A000044,A008340,shares_address,0.7
A000044,A008517,shares_payment_instrument,1.0
A000044,A008977,shares_device,1.0
A000044,A009032,shares_address,0.7
A000044,A009551,shares_payment_instrument,1.0
A000044,A009701,shares_phone,1.0
A000044,A009944,shares_device,1.0
A000044,A010068,shares_coupon,0.2
A000044,A010322,shares_address,0.7
A000044,A010754,shares_payment_instrument,1.0
A000044,A011595,shares_address,0.7
A000044,A011971,shares_coupon,0.2
A000044,A013255,shares_address,0.7
A000044,A013837,shares_address,0.7
A000044,A014327,shares_address,0.7
A000044,A014650,shares_phone,1.0
A000044,A014991,shares_address,0.7
A000044,A015677,shares_payment_instrument,1.0
A000044,A016381,shares_payment_instrument,1.0
A000044,A016603,shares_address,0.7
A000044,A017786,shares_payment_instrument,1.0
A000044,A018367,shares_payment_instrument,1.0
A000044,A018545,shares_payment_instrument,1.0
A000044,A018843,shares_address,0.7
A000044,A019983,shares_phone,1.0
A000044,A020081,shares_address,0.7
A000044,A020110,shares_address,0.7
A000044,A020291,shares_address,0.7
A000044,A020446,shares_coupon,0.2
A000044,A020754,shares_address,0.7
A000044,A021534,shares_payment_instrument,1.0
A000044,A022541,shares_address,0.7
A000044,A022727,shares_coupon,0.2
A000046,A001283,shares_payment_instrument,1.0
A000046,A002025,shares_address,0.7
A000046,A002603,shares_address,0.7
A000046,A004720,shares_address,0.7
A000046,A005400,shares_payment_instrument,1.0
A000046,A006598,shares_device,1.0
A000046,A006722,shares_device,1.0
A000046,A007762,shares_device,1.0
A000046,A007905,shares_address,0.7
A000046,A008270,shares_address,0.7
A000046,A009029,shares_address,0.7
A000046,A010344,shares_address,0.7
A000046,A011529,shares_payment_instrument,1.0
A000046,A011686,shares_payment_instrument,1.0
A000046,A011822,shares_address,0.7
A000046,A011850,shares_device,1.0
A000046,A016551,shares_address,0.7
A000046,A018525,shares_payment_instrument,1.0
A000046,A018552,shares_address,0.7
A000046,A019727,shares_payment_instrument,1.0
A000046,A020300,shares_address,0.7
A000046,A020772,shares_address,0.7
A000046,A021105,shares_address,0.7
A000046,A021131,shares_payment_instrument,1.0
A000048,A000479,shares_address,0.7
A000048,A001414,shares_address,0.7
A000048,A001722,shares_address,0.7
A000048,A002550,shares_address,0.7
A000048,A003381,shares_address,0.7
A000048,A003847,shares_address,0.7
A000048,A006374,shares_payment_instrument,1.0
A000048,A006594,shares_address,0.7
A000048,A007555,shares_payment_instrument,1.0
A000048,A008154,shares_payment_instrument,1.0
A000048,A009941,shares_address,0.7
A000048,A010338,shares_address,0.7
A000048,A011440,shares_address,0.7
A000048,A011777,shares_address,0.7
A000048,A011871,shares_address,0.7
A000048,A012105,shares_address,0.7
A000048,A012533,shares_address,0.7
A000048,A014009,shares_address,0.7
A000048,A014057,shares_address,0.7
A000048,A016105,shares_address,0.7
A000048,A016381,shares_address,0.7
A000048,A017198,shares_address,0.7
A000048,A018137,shares_address,0.7
A000048,A018975,shares_address,0.7
A000048,A019022,shares_payment_instrument,1.0
A000048,A020086,shares_address,0.7
A000048,A020365,shares_address,0.7
A000048,A022933,shares_address,0.7
A000049,A000341,shares_phone,1.0
A000049,A000440,shares_phone,1.0
A000049,A002022,shares_address,0.7
A000049,A002464,shares_address,0.7
A000049,A008279,shares_payment_instrument,1.0
A000049,A012895,shares_address,0.7
A000049,A016569,shares_phone,1.0
A000049,A020057,shares_address,0.7
A000049,A023008,shares_address,0.7
A000050,A004888,shares_device,1.0
A000050,A008540,shares_device,1.0
A000050,A008832,shares_address,0.7
A000050,A011182,shares_phone,1.0
A000050,A011570,shares_phone,1.0
A000050,A011612,shares_address,0.7
A000050,A013283,shares_device,1.0
A000050,A014339,shares_address,0.7
A000050,A015371,shares_device,1.0
A000050,A016883,shares_address,0.7
A000050,A018428,shares_device,1.0
A000050,A018479,shares_device,1.0
A000050,A020056,shares_phone,1.0
A000050,A021598,shares_device,1.0
A000050,A023206,shares_device,1.0
A000051,A004275,shares_address,0.7
A000051,A007816,shares_phone,1.0
A000051,A008134,shares_address,0.7
A000051,A010486,shares_phone,1.0
A000051,A012011,shares_address,0.7
A000051,A012028,shares_phone,1.0
A000051,A013187,shares_phone,1.0
A000051,A013927,shares_address,0.7
A000051,A014840,shares_phone,1.0
A000051,A015823,shares_phone,1.0
A000051,A016741,shares_address,0.7
A000051,A019798,shares_payment_instrument,1.0
A000052,A000570,shares_device,1.0
A000052,A001405,shares_phone,1.0
A000052,A004092,shares_address,0.7
A000052,A004636,shares_phone,1.0
A000052,A006314,shares_address,0.7
A000052,A007442,shares_phone,1.0
A000052,A008020,shares_phone,1.0
A000052,A009937,shares_payment_instrument,1.0
A000052,A010056,shares_payment_instrument,1.0
A000052,A010567,shares_payment_instrument,1.0
A000052,A011806,shares_device,1.0
A000052,A014740,shares_address,0.7
A000052,A015211,shares_address,0.7
A000052,A019137,shares_address,0.7
A000052,A020750,shares_address,0.7
A000052,A021721,shares_address,0.7
A000052,A023322,shares_address,0.7
A000052,A023697,shares_address,0.7
A000053,A000405,shares_phone,1.0
A000053,A001653,shares_device,1.0
A000053,A002676,shares_payment_instrument,1.0
A000053,A003218,shares_payment_instrument,1.0
A000053,A006038,shares_phone,1.0
A000053,A006193,shares_phone,1.0
A000053,A006519,shares_phone,1.0
A000053,A008182,shares_phone,1.0
A000053,A008887,shares_address,0.7
A000053,A010667,shares_address,0.7
A000053,A015651,shares_phone,1.0
A000053,A016882,shares_address,0.7
A000053,A017866,shares_phone,1.0
A000053,A018155,shares_phone,1.0
A000053,A018506,shares_phone,1.0
A000053,A018556,shares_phone,1.0
A000053,A022008,shares_payment_instrument,1.0
A000054,A006041,shares_device,1.0
A000054,A008331,shares_address,0.7
A000054,A008634,shares_device,1.0
A000054,A009320,shares_payment_instrument,1.0
A000054,A011434,shares_phone,1.0
A000054,A011591,shares_address,0.7
A000054,A014271,shares_device,1.0
A000054,A017999,shares_payment_instrument,1.0
A000054,A018740,shares_payment_instrument,1.0
A000054,A020093,shares_device,1.0
A000055,A000951,shares_device,1.0
A000055,A002358,shares_phone,1.0
A000055,A008168,shares_phone,1.0
A000055,A015416,shares_address,0.7
A000055,A017900,shares_payment_instrument,1.0
A000055,A019022,shares_device,1.0
A000055,A019857,shares_payment_instrument,1.0
A000055,A020822,shares_device,1.0
A000055,A022835,shares_address,0.7
A000056,A001013,shares_device,1.0
A000056,A008299,shares_address,0.7
A000056,A013557,shares_device,1.0
A000056,A016156,shares_phone,1.0
A000056,A017687,shares_address,0.7
A000057,A001314,shares_payment_instrument,1.0
A000057,A001351,shares_address,0.7
A000057,A003139,shares_phone,1.0
A000057,A004126,shares_address,0.7
A000057,A004372,shares_payment_instrument,1.0
A000057,A004864,shares_address,0.7
A000057,A007077,shares_address,0.7
A000057,A007473,shares_address,0.7
A000057,A008423,shares_phone,1.0
A000057,A008881,shares_payment_instrument,1.0
A000057,A009074,shares_payment_instrument,1.0
A000057,A010708,shares_phone,1.0
A000057,A012382,shares_address,0.7
A000057,A012389,shares_address,0.7
A000057,A012655,shares_address,0.7
A000057,A012878,shares_address,0.7
A000057,A014380,shares_address,0.7
A000057,A015148,shares_phone,1.0
A000057,A015292,shares_device,1.0
A000057,A015888,shares_address,0.7
A000057,A017870,shares_phone,1.0
A000057,A018801,shares_address,0.7
A000057,A021183,shares_address,0.7
A000057,A023005,shares_address,0.7
A000057,A023549,shares_phone,1.0
A000058,A001094,shares_phone,1.0
A000058,A012320,shares_payment_instrument,1.0
A000059,A001064,shares_device,1.0
A000059,A016427,shares_payment_instrument,1.0
A000059,A018502,shares_payment_instrument,1.0
A000060,A001070,shares_payment_instrument,1.0
A000060,A001956,shares_payment_instrument,1.0
A000060,A002217,shares_address,0.7
A000060,A006450,shares_payment_instrument,1.0
A000060,A010873,shares_device,1.0
A000060,A018506,shares_address,0.7
A000061,A000296,shares_address,0.7
A000061,A000541,shares_address,0.7
A000061,A000563,shares_device,1.0
A000061,A000800,shares_address,0.7
A000061,A001920,shares_address,0.7
A000061,A002095,shares_address,0.7
A000061,A002235,shares_address,0.7
A000061,A002537,shares_payment_instrument,1.0
A000061,A003019,shares_phone,1.0
A000061,A004180,shares_address,0.7
A000061,A004687,shares_address,0.7
A000061,A005014,shares_address,0.7
A000061,A005734,shares_payment_instrument,1.0
A000061,A006417,shares_address,0.7
A000061,A007377,shares_device,1.0
A000061,A007587,shares_phone,1.0
A000061,A008662,shares_address,0.7
A000061,A008853,shares_address,0.7
A000061,A009091,shares_address,0.7
A000061,A010291,shares_phone,1.0
A000061,A010726,shares_address,0.7
A000061,A011214,shares_address,0.7
A000061,A011368,shares_payment_instrument,1.0
A000061,A014722,shares_address,0.7
A000061,A015324,shares_device,1.0
A000061,A019460,shares_device,1.0
A000061,A021152,shares_address,0.7
A000061,A021324,shares_device,1.0
A000061,A023384,shares_phone,1.0
A000062,A001410,shares_address,0.7
A000062,A003016,shares_address,0.7
A000062,A004308,shares_address,0.7
A000062,A004679,shares_address,0.7
A000062,A005965,shares_device,1.0
A000062,A006763,shares_address,0.7
A000062,A008317,shares_device,1.0
A000062,A008436,shares_address,0.7
A000062,A008501,shares_payment_instrument,1.0
A000062,A008774,shares_payment_instrument,1.0
A000062,A008786,shares_address,0.7
A000062,A009493,shares_address,0.7
A000062,A009602,shares_payment_instrument,1.0
A000062,A009938,shares_address,0.7
A000062,A010732,shares_address,0.7
A000062,A011279,shares_address,0.7
A000062,A011288,shares_address,0.7
A000062,A011334,shares_address,0.7
A000062,A011898,shares_device,1.0
A000062,A012837,shares_address,0.7
A000062,A012943,shares_payment_instrument,1.0
A000062,A015353,shares_address,0.7
A000062,A015516,shares_address,0.7
A000062,A015903,shares_address,0.7
A000062,A016299,shares_address,0.7
A000062,A016939,shares_device,1.0
A000062,A017384,shares_address,0.7
A000062,A017505,shares_address,0.7
A000062,A017874,shares_phone,1.0
A000062,A017952,shares_phone,1.0
A000062,A018513,shares_payment_instrument,1.0
A000062,A018946,shares_device,1.0
A000062,A019062,shares_phone,1.0
A000062,A019344,shares_address,0.7
A000062,A019367,shares_device,1.0
A000062,A020287,shares_address,0.7
A000062,A021224,shares_payment_instrument,1.0
A000062,A022054,shares_device,1.0
A000062,A022732,shares_address,0.7
A000062,A023027,shares_device,1.0
A000062,A023095,shares_payment_instrument,1.0
A000063,A001050,shares_phone,1.0
A000063,A002543,shares_address,0.7
A000063,A004434,shares_address,0.7
A000063,A004885,shares_phone,1.0
A000063,A004983,shares_payment_instrument,1.0
A000063,A005499,shares_address,0.7
A000063,A006321,shares_address,0.7
A000063,A009332,shares_address,0.7
A000063,A010272,shares_address,0.7
A000063,A013964,shares_address,0.7
A000063,A014580,shares_address,0.7
A000063,A016631,shares_phone,1.0
A000063,A016668,shares_address,0.7
A000063,A016769,shares_device,1.0
A000063,A016920,shares_phone,1.0
A000063,A018242,shares_address,0.7
A000063,A020309,shares_address,0.7
A000063,A022643,shares_payment_instrument,1.0
A000063,A023580,shares_device,1.0
A000063,A023969,shares_payment_instrument,1.0
A000065,A000285,shares_device,1.0
A000065,A001303,shares_payment_instrument,1.0
A000065,A001485,shares_address,0.7
A000065,A002542,shares_payment_instrument,1.0
A000065,A002744,shares_device,1.0
A000065,A004224,shares_address,0.7
A000065,A005162,shares_payment_instrument,1.0
A000065,A007033,shares_device,1.0
A000065,A008341,shares_address,0.7
A000065,A013673,shares_phone,1.0
A000065,A023053,shares_payment_instrument,1.0
A000067,A002895,shares_payment_instrument,1.0
A000067,A005219,shares_phone,1.0
A000067,A006257,shares_address,0.7
A000067,A006479,shares_phone,1.0
A000067,A011000,shares_address,0.7
A000067,A011308,shares_address,0.7
A000067,A014715,shares_phone,1.0
A000067,A016154,shares_payment_instrument,1.0
A000067,A016888,shares_payment_instrument,1.0
A000067,A017603,shares_address,0.7
A000067,A018697,shares_address,0.7
A000067,A019237,shares_payment_instrument,1.0
A000067,A022757,shares_payment_instrument,1.0
A000067,A023492,shares_payment_instrument,1.0
A000069,A000123,shares_address,0.7
A000069,A000253,shares_phone,1.0
A000069,A000377,shares_payment_instrument,1.0
A000069,A000543,shares_device,1.0
A000069,A002050,shares_device,1.0
A000069,A003422,shares_address,0.7
A000069,A004000,shares_address,0.7
A000069,A005393,shares_phone,1.0
A000069,A006924,shares_address,0.7
A000069,A008774,shares_address,0.7
A000069,A009186,shares_phone,1.0
A000069,A009677,shares_address,0.7
A000069,A012748,shares_device,1.0
A000069,A013046,shares_address,0.7
A000069,A015781,shares_address,0.7
A000069,A018645,shares_address,0.7
A000069,A020365,shares_address,0.7
A000069,A020980,shares_phone,1.0
A000069,A023138,shares_device,1.0
A000071,A001596,shares_phone,1.0
A000071,A001988,shares_address,0.7
A000071,A004095,shares_phone,1.0
A000071,A009987,shares_phone,1.0
A000071,A011279,shares_phone,1.0
A000071,A011616,shares_phone,1.0
A000071,A015934,shares_payment_instrument,1.0
A000071,A016095,shares_coupon,0.2
A000071,A016118,shares_payment_instrument,1.0
A000071,A016502,shares_payment_instrument,1.0
A000071,A017725,shares_payment_instrument,1.0
A000071,A018448,shares_phone,1.0
A000071,A019558,shares_phone,1.0
A000072,A002392,shares_payment_instrument,1.0
