account_id,total_orders,total_amount,avg_order_value,distinct_devices,distinct_addresses,distinct_phones,distinct_payment_instruments,total_delivered_orders,total_failed_orders,total_pending_orders,coupon_usage_rate,discount_dependency_score,total_returns,avg_return_lag_hours,total_refunds,total_refund_amount,total_disputes,return_rate,refund_rate,dispute_rate,account_age_days,orders_last_24h,orders_last_7d,orders_last_30d,refunds_last_24h,refunds_last_7d,refunds_last_30d,return_rate_last_30d,transaction_burst_score,refund_burst_score,account_creation_burst_score,accounts_per_device,shared_device_count,accounts_per_address,shared_address_count,accounts_per_phone,shared_phone_count,accounts_per_instrument,shared_instrument_count,shared_ip_prefix_count,degree_centrality,eigenvector_centrality,triangle_count,clustering_coefficient,connected_component_size,shared_edge_count,shared_edge_weight_sum,community_id,community_size,community_return_rate,community_refund_rate,community_avg_order_value,community_total_orders
A000017,2.0,6350.0,3175.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.049046004842615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.426875,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83,1.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.00013333777792593087,8.491861335430167e-13,3,0.3499999999999999,17361,4,3.0999999999999996,3,761,0.030070083223828297,0.025899505662974782,3795.9168700331643,1701.0
A000018,4.0,17740.0,4435.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0347699908054159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.564050925925926,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78,3.0,4.0,3.5,5.0,1.0,0.0,2.5,3.0,0.0,0.0004000133337777926,2.5662864482397022e-11,8,0.10303030303030303,17361,12,10.5,2,819,0.032916157916157915,0.03005455743550982,3749.102888733841,1816.0
A000019,1.0,3680.0,3680.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.72969907407408,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78,2.0,1.0,12.0,11.0,4.0,3.0,4.0,3.0,0.0,0.0006000200006666889,5.2346388578532067e-11,61,0.2908496732026144,17361,18,14.7,30,258,0.03992248062015504,0.03485603543743078,3839.954595791805,547.0
A000020,3.0,9170.0,3056.6666666666665,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0176330845771144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.24668981481481,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,71,2.5,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0002000066668888963,7.004227874516024e-12,4,0.26666666666666666,17361,6,5.7,0,1765,0.03560164575745312,0.03034466477809254,3872.9512545528128,3905.0
A000021,2.0,13980.0,6990.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,28.40189814814815,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,71,2.0,1.0,7.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0003666788892963099,7.60212959531477e-12,18,0.24545454545454545,17361,11,9.2,30,258,0.03992248062015504,0.03485603543743078,3839.954595791805,547.0
A000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.73945601851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873438668234273e-69,0,0.0,1,0,0.0,239,1,0.0,0.0,0.0,0.0
A000023,2.0,22320.0,11160.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0324214285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.25666666666667,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58,4.0,3.0,4.0,6.0,1.0,0.0,3.0,2.0,0.0,0.0003666788892963099,7.1417501584776485e-12,14,0.19999999999999996,17361,11,9.2,26,341,0.035826001955034215,0.033479960899315736,3884.972838988968,736.0
A000024,2.0,6330.0,3165.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.57472222222222,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,82,3.0,2.0,4.5,7.0,1.0,0.0,2.0,2.0,0.0,0.0003666788892963099,1.2516252698996002e-11,10,0.13272727272727272,17361,11,8.9,17,388,0.024914089347079036,0.018256013745704465,3916.4295123547704,854.0
A000025,3.0,5890.0,1963.3333333333333,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0185193798449612,1.0,120.0,1.0,1800.0,0.0,0.3333333333333333,0.3333333333333333,0.0,46.2322800925926,0.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,93,9.5,17.0,4.0,3.0,3.0,2.0,6.0,5.0,0.0,0.0009000300010000334,1.8823836074750293e-10,78,0.21965811965811965,17361,27,26.1,5,611,0.02867274569402229,0.025579326111241002,3844.699861013691,1313.0
A000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.629502314814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873438668234273e-69,0,0.0,1,0,0.0,240,1,0.0,0.0,0.0,0.0
A000027,2.0,6110.0,3055.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.57539351851852,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65,2.0,1.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0001666722224074136,1.2812114487123764e-12,3,0.3,17361,5,5.0,10,486,0.03768861454046639,0.033401920438957476,3794.8281388250525,1068.0
A000028,1.0,2600.0,2600.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1087115384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.736828703703704,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.00010000333344444814,2.53064851395873e-12,1,0.2333333333333333,17361,3,2.4,23,356,0.027351970750847155,0.024769261637239165,3826.0637707330125,852.0
A000029,1.0,4680.0,4680.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.3240705128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69231481481481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79,3.0,2.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0003333444448148272,9.122332080587889e-12,13,0.24888888888888888,17361,10,8.8,22,364,0.051589481946624806,0.04590964590964591,3709.270397261469,775.0
A000030,3.0,13210.0,4403.333333333333,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.3333333333333333,0.145155510051517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37871527777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70,4.0,6.0,4.0,3.0,4.0,3.0,3.5,5.0,1.0,0.0006333544451481716,4.5260320511561854e-11,17,0.08947368421052632,17361,19,16.5,0,1765,0.03560164575745312,0.03034466477809254,3872.9512545528128,3905.0
A000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.661828703703705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873438668234273e-69,0,0.0,1,0,0.0,241,1,0.0,0.0,0.0,0.0
A000032,3.0,8510.0,2836.6666666666665,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0499578686493184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.05282407407408,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84,6.0,10.0,6.0,5.0,2.0,1.0,2.0,1.0,3.0,0.0005666855561852062,4.6532382835868056e-11,32,0.211679217031695,17361,17,15.5,25,346,0.0268579686209744,0.025268373245251854,3832.6210776218004,711.0
A000033,1.0,8320.0,8320.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.20762731481481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67,2.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,0.0,0.00030001000033334443,3.0345531131051073e-11,9,0.2,17361,9,7.8,0,1765,0.03560164575745312,0.03034466477809254,3872.9512545528128,3905.0
A000034,1.0,5100.0,5100.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.657916666666665,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0001666722224074136,1.6415763275043573e-11,1,0.1,17361,5,4.7,0,1765,0.03560164575745312,0.03034466477809254,3872.9512545528128,3905.0
A000035,2.0,6150.0,3075.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.78650462962963,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71,10.0,9.0,18.0,17.0,9.0,8.0,7.5,13.0,2.0,0.001533384446148205,4.426378766712714e-10,239,0.1927554398673536,17361,46,41.2,9,504,0.031746031746031744,0.029232804232804232,3798.58982898715,1093.0
A000036,1.0,9500.0,9500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.32454861111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,0.00026667555585186174,1.826356242557198e-11,5,0.17857142857142858,17361,8,7.7,4,648,0.028497942386831274,0.02583774250440917,3929.1196722516165,1384.0
A000037,1.0,2630.0,2630.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.550196759259254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71,2.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0001666722224074136,2.3804382594838084e-12,1,0.06999999999999999,17361,5,3.6999999999999997,26,341,0.035826001955034215,0.033479960899315736,3884.972838988968,736.0
A000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.337418981481484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873438668234273e-69,0,0.0,1,0,0.0,242,1,0.0,0.0,0.0,0.0
A000039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.50650462962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873438668234273e-69,0,0.0,1,0,0.0,243,1,0.0,0.0,0.0,0.0
A000040,2.0,9010.0,4505.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.1016558441558441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2512037037037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74,5.0,4.0,4.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0003666788892963099,1.961426505941358e-11,16,0.23636363636363633,17361,11,9.2,1,1553,0.028337626100021465,0.02554809431821666,3982.1822151698198,3503.0
A000041,4.0,19520.0,4880.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0169609867039888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61630787037037,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,74,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,0.00030001000033334443,9.755534681437672e-12,5,0.11388888888888887,17361,9,7.8,7,571,0.029801517805020432,0.026736719206071218,4208.7772287549,1251.0
A000042,2.0,6650.0,3325.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0438568019093078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.70327546296296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,5.0,4.0,10.5,19.0,7.0,6.0,3.0,2.0,0.0,0.0010333677789259642,1.3336406051628187e-10,105,0.17225806451612904,17361,31,25.3,1,1553,0.028337626100021465,0.02554809431821666,3982.1822151698198,3503.0
A000043,1.0,1690.0,1690.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.815034722222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79,1.0,0.0,2.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0001666722224074136,2.2435377276041753e-12,3,0.3,17361,5,4.7,32,243,0.03213795806388399,0.028331373701744073,3703.236282578875,528.0
A000044,3.0,4680.0,1560.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.1321572327044025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.373576388888885,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63,4.0,3.0,8.5,15.0,4.0,3.0,12.0,11.0,0.0,0.0012333744458148605,6.901872259960601e-10,134,0.16027904981508778,17361,37,28.5,0,1765,0.03560164575745312,0.03034466477809254,3872.9512545528128,3905.0
A000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.782986111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873438668234273e-69,0,0.0,1,0,0.0,244,1,0.0,0.0,0.0,0.0
A000046,2.0,3040.0,1520.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.92252314814815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80,3.0,4.0,7.5,13.0,1.0,0.0,4.5,7.0,0.0,0.0008000266675555852,3.735295326407458e-11,62,0.17246376811594202,17361,24,20.099999999999998,29,272,0.03431372549019608,0.030637254901960786,3834.279105392157,573.0
A000047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.33519675925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873438668234273e-69,0,0.0,1,0,0.0,245,1,0.0,0.0,0.0,0.0
A000048,4.0,20890.0,5222.5,2.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0210342960288808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21269675925926,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,83,1.0,0.0,13.0,24.0,1.0,0.0,3.0,4.0,0.0,0.000933364445481516,2.514353901655291e-10,183,0.34047619047619043,17361,28,20.799999999999997,1,1553,0.028337626100021465,0.02554809431821666,3982.1822151698198,3503.0
A000049,1.0,2240.0,2240.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0540267857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25130787037037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,0.00030001000033334443,1.0134804223619848e-11,13,0.27777777777777773,17361,9,7.5,2,819,0.032916157916157915,0.03005455743550982,3749.102888733841,1816.0
A000050,2.0,18550.0,9275.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18554398148148,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65,5.0,8.0,3.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0005000166672222407,8.53823634694477e-11,37,0.3352380952380953,17361,15,13.8,6,595,0.033969587835134055,0.03285180738962252,4013.1169467787117,1324.0
A000051,3.0,22470.0,7490.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0370076857386848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.83987268518519,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,80,1.0,0.0,3.5,5.0,7.0,6.0,1.5,1.0,0.0,0.0004000133337777926,8.822424086542276e-12,19,0.2696969696969697,17361,12,10.5,21,365,0.04287671232876712,0.03146118721461187,3691.742498369211,796.0
A000052,2.0,1540.0,770.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0333813559322033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.337858796296295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2.0,2.0,10.0,9.0,5.0,4.0,4.0,3.0,2.0,0.0006000200006666889,2.1003171599371805e-11,46,0.2300653594771242,17361,18,15.299999999999999,3,761,0.030070083223828297,0.025899505662974782,3795.9168700331643,1701.0
A000053,2.0,5230.0,2615.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.1322130498533724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.84606481481482,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72,2.0,1.0,4.0,3.0,11.0,10.0,4.0,3.0,0.0,0.0005666855561852062,5.57459801962919e-11,51,0.3683823529411765,17361,17,16.1,6,595,0.033969587835134055,0.03285180738962252,4013.1169467787117,1324.0
